puma22,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,Percentage Eligible_120,difference_percentage_aian_120,difference_percentage_asian_120,difference_percentage_black_120,difference_percentage_nhpi_120,difference_percentage_white_120,difference_percentage_hispanic_120,difference_percentage_veteran_120,difference_percentage_elderly_120,difference_percentage_disability_120,Percentage Eligible_135,difference_percentage_aian_135,difference_percentage_asian_135,difference_percentage_black_135,difference_percentage_nhpi_135,difference_percentage_white_135,difference_percentage_hispanic_135,difference_percentage_veteran_135,difference_percentage_elderly_135,difference_percentage_disability_135,Percentage Eligible_150,difference_percentage_aian_150,difference_percentage_asian_150,difference_percentage_black_150,difference_percentage_nhpi_150,difference_percentage_white_150,difference_percentage_hispanic_150,difference_percentage_veteran_150,difference_percentage_elderly_150,difference_percentage_disability_150,Total Subscribers
0400900,34262,32838,51.06,43.72,-0.09,-32.39,-25.89,,-14.58,-10.27,-16.22,-17.05,-10.73,44.38,0.0,-32.39,-25.89,,-13.13,-8.84,-14.56,-15.83,-9.29,46.01,0.0,-32.39,-25.89,,-9.68,-5.31,-12.66,-11.13,-6.29,13305
0401000,38716,21247,64.57,56.4,-7.8,0.0,0.0,0.0,-20.67,-14.32,-14.68,-11.82,-7.81,57.87,-7.22,0.0,0.0,0.0,-15.34,-11.93,-7.72,-9.02,-5.04,59.22,-5.29,0.0,0.0,0.0,-13.01,-10.34,-3.85,-6.27,-2.01,28388
0401101,22970,18765,55.04,46.9,-10.07,0.0,-6.54,,-16.39,-12.73,-16.37,-17.57,-10.65,48.07,-10.07,0.0,-6.54,,-14.59,-10.18,-15.3,-16.47,-10.2,49.99,-10.07,0.0,0.0,,-10.74,-6.65,-8.04,-13.9,-8.27,17773
0401901,21289,21720,49.5,41.59,-19.94,-29.84,-29.46,,-16.72,-15.91,-29.63,-15.68,-12.08,42.09,-18.13,-23.39,-29.46,,-15.11,-15.61,-29.47,-14.85,-11.09,42.98,-17.19,-22.98,-29.46,,-13.36,-14.43,-24.6,-11.96,-7.44,8013
0401902,22463,34056,39.74,34.18,-0.48,-17.62,-14.04,,-14.18,-13.62,-18.08,-21.86,-12.95,35.04,-0.48,-0.5,-14.04,,-11.69,-10.64,-15.9,-17.99,-11.45,35.7,-0.48,-0.5,-14.04,,-10.36,-9.49,-9.41,-15.63,-8.74,9453
0401903,14459,34744,29.39,24.6,-10.86,-9.44,-2.37,,-17.48,-21.68,-11.01,-17.34,-11.41,25.16,-9.17,-9.44,-2.37,,-15.38,-20.19,-6.53,-15.17,-8.76,25.67,-9.17,-9.44,-2.37,,-13.53,-19.2,-6.53,-13.26,-8.42,2663
0401904,11423,40243,22.11,16.7,-25.66,-28.81,-26.65,,-23.47,-16.31,-45.55,-18.36,-22.85,17.6,-4.39,-9.6,-26.65,,-20.68,-12.18,-32.79,-18.33,-13.35,19.25,-4.39,-9.6,-26.65,,-13.11,-12.14,-26.11,-11.09,-10.09,2673
0401905,13483,26522,33.7,28.82,-21.47,-14.92,-16.37,,-15.19,-6.31,-13.58,-22.41,-12.86,29.19,-10.6,-14.92,-16.37,,-14.96,-4.01,-13.58,-22.41,-12.86,30.03,-10.6,-8.51,-16.37,,-12.48,-4.01,-12.5,-16.64,-8.27,3995
0401906,26942,26761,50.17,40.07,-20.37,-13.41,-11.43,0.0,-21.01,-12.28,-23.69,-28.11,-11.73,41.04,-20.37,-13.41,-11.15,0.0,-18.73,-10.92,-23.2,-23.74,-11.56,43.3,-19.39,-12.2,-9.99,0.0,-14.31,-7.33,-22.66,-17.0,-8.29,11839
0401907,30781,21756,58.59,46.25,-15.17,-9.93,-8.22,0.0,-21.62,-19.23,-22.74,-23.1,-12.28,48.07,-15.17,-9.93,-6.23,0.0,-19.08,-16.61,-21.15,-18.55,-10.24,50.06,-15.17,-9.93,-6.23,0.0,-16.57,-14.45,-21.15,-17.01,-9.19,16876
0401908,27496,14088,66.12,57.96,-19.82,-7.82,-20.26,,-13.03,-11.07,-9.26,-11.47,-7.85,58.95,-19.37,-7.82,-20.26,,-11.1,-9.83,-5.52,-10.3,-6.73,60.28,-11.23,-1.96,-4.9,,-8.51,-7.67,-3.77,-9.41,-5.98,16981
0401909,23313,25370,47.89,38.91,-11.82,-12.87,-20.91,0.0,-18.67,-15.7,-15.81,-20.78,-16.7,39.62,-9.97,-12.87,-19.56,0.0,-17.2,-14.91,-14.11,-19.29,-15.93,41.6,-5.48,-8.34,-13.58,0.0,-13.19,-11.44,-12.01,-16.51,-9.3,10677
0402502,27297,36833,42.57,33.54,-11.24,-29.15,-40.36,0.0,-21.78,-6.22,-31.41,-25.04,-21.71,35.64,-11.24,-7.89,-40.36,0.0,-16.57,-3.3,-18.1,-17.97,-14.1,37.12,-9.5,0.0,0.0,0.0,-13.03,-1.62,-17.04,-14.08,-10.27,3231
0402503,20289,27371,42.57,33.54,-11.27,-29.26,-40.35,0.0,-21.77,-6.24,-31.4,-25.03,-21.7,35.65,-11.27,-7.88,-40.35,0.0,-16.57,-3.34,-18.09,-17.97,-14.09,37.13,-9.56,0.0,0.0,0.0,-13.03,-1.65,-17.05,-14.07,-10.26,2815
0500101,22230,42179,34.51,28.01,-18.6,-0.23,-0.54,0.0,-19.32,-19.92,-22.21,-25.66,-16.88,28.62,-12.92,-0.23,-0.41,0.0,-17.88,-18.43,-20.31,-22.86,-15.02,29.53,-4.85,-0.23,-0.14,0.0,-15.09,-15.1,-18.1,-18.15,-11.63,6319
0500102,14683,27980,34.42,27.95,-18.55,0.0,0.0,0.0,-19.26,-19.95,-22.01,-25.6,-16.86,28.56,-12.78,0.0,0.0,0.0,-17.83,-18.48,-20.08,-22.82,-15.01,29.46,-4.64,0.0,0.0,0.0,-15.06,-15.12,-17.87,-18.08,-11.58,3834
0500201,24618,28733,46.14,35.0,-27.0,-19.81,-14.28,0.0,-23.87,-12.7,-40.41,-31.56,-18.54,36.37,-24.77,-19.81,-9.38,0.0,-21.11,-11.98,-38.17,-25.94,-17.46,37.9,-20.13,-19.81,-4.15,0.0,-18.01,-10.2,-36.01,-25.73,-17.46,6688
0500202,18607,21719,46.14,34.99,-26.95,-19.69,-14.28,0.0,-23.88,-12.68,-40.38,-31.56,-18.53,36.37,-24.72,-19.69,-9.34,0.0,-21.11,-11.98,-38.15,-25.95,-17.46,37.89,-20.1,-19.69,-4.17,0.0,-18.01,-10.19,-36.0,-25.74,-17.46,5764
0500300,36241,29470,55.15,43.76,-17.53,0.0,0.0,,-21.03,-8.16,-32.9,-29.7,-20.97,45.78,-17.53,0.0,0.0,,-17.3,-8.16,-30.25,-23.31,-17.79,47.88,-12.66,0.0,0.0,,-13.43,-8.16,-23.0,-19.78,-14.29,7967
0500400,27545,18341,60.03,50.94,-9.12,0.0,-0.16,0.0,-15.5,-7.19,-12.18,-20.69,-10.7,52.63,-9.12,0.0,-0.16,0.0,-12.62,-7.19,-11.62,-16.11,-10.02,54.23,-7.88,0.0,-0.16,0.0,-9.88,-7.19,-11.62,-12.34,-6.96,5365
0500500,23823,19661,54.79,46.02,-27.54,0.0,-0.45,0.0,-17.05,-18.37,-17.25,-26.09,-13.54,46.93,-26.78,0.0,-0.45,0.0,-15.16,-18.37,-16.04,-22.31,-12.86,48.9,-26.61,0.0,0.0,0.0,-11.07,-2.54,-14.57,-17.93,-10.69,7346
0500600,36081,20931,63.29,55.01,-16.98,0.0,-7.59,,-16.88,-22.93,-19.46,-16.16,-8.27,55.95,-12.28,0.0,-6.45,,-15.4,-20.96,-17.97,-13.07,-7.3,57.11,-9.97,0.0,-4.77,,-13.6,-20.96,-16.56,-9.86,-5.9,16465
0500700,28316,22755,55.44,46.97,-27.14,0.0,-4.62,,-17.04,-20.36,-17.95,-23.86,-12.7,47.8,-25.12,0.0,-3.76,,-15.4,-19.6,-16.66,-20.28,-11.85,49.53,-24.44,0.0,-3.0,,-11.62,-3.77,-15.08,-16.52,-10.17,8360
0500800,23702,20019,54.21,44.23,-4.87,-34.01,-14.23,,-18.91,-3.82,-9.71,-25.18,-16.99,46.38,-2.2,0.0,-12.42,,-14.91,-3.66,-6.27,-20.19,-15.26,47.37,-2.15,0.0,-7.22,,-13.8,-3.66,-6.27,-16.16,-14.9,7644
0500900,35440,41135,46.28,37.38,-14.7,-0.08,-13.43,,-20.31,-32.09,-14.23,-21.84,-10.22,37.9,-6.68,-0.08,-11.53,,-19.34,-32.09,-14.23,-19.98,-9.45,40.92,0.0,-0.08,-11.46,,-11.81,-16.09,-7.68,-9.81,-4.24,7768
0501000,30488,20522,59.77,49.23,-12.47,-5.08,-3.55,0.0,-18.95,-3.87,-23.27,-26.98,-17.08,50.93,-12.47,-5.08,-3.55,0.0,-15.83,-3.87,-18.4,-21.36,-15.76,52.83,-11.18,-5.08,-3.55,0.0,-12.34,-3.85,-18.4,-17.62,-13.34,6455
0501100,44904,36158,55.39,47.29,-6.21,-3.94,-7.72,,-17.09,-5.71,-27.42,-19.12,-14.6,48.58,-5.65,-3.94,-7.72,,-14.3,-5.37,-27.23,-15.3,-12.0,49.2,-4.91,-3.94,-7.66,,-13.02,-5.07,-23.85,-14.6,-11.55,19565
0501200,30893,22191,58.2,46.97,-27.18,-37.43,-11.82,,-21.45,-15.36,-15.86,-22.38,-15.85,49.08,-20.27,-37.43,-10.17,,-17.15,-11.75,-12.7,-17.17,-10.71,51.27,-13.67,-37.43,-8.25,,-13.14,-7.54,-8.29,-14.32,-8.24,8920
0501300,37319,32718,53.28,42.67,-23.51,-12.1,-15.67,,-20.49,-4.23,-19.7,-29.3,-11.82,44.55,-23.27,-12.1,-10.34,,-17.28,-4.23,-18.38,-23.1,-8.43,46.13,-12.98,-12.1,-5.59,,-14.81,-3.87,-13.16,-19.07,-6.58,11112
0501400,25066,35509,41.38,31.39,-5.9,-2.97,-30.46,0.0,-22.43,-8.92,-12.27,-21.93,-18.45,32.57,-5.9,-2.97,-28.2,0.0,-19.01,-8.85,-7.32,-16.65,-16.37,34.74,-2.14,-1.24,-13.42,0.0,-16.46,-8.85,-7.18,-13.13,-14.19,5988
0501501,41064,45147,47.63,37.77,0.0,-26.48,-21.21,,-20.84,-9.55,-27.11,-21.86,-16.37,39.35,0.0,-26.48,-17.07,,-18.24,-9.55,-26.24,-18.29,-15.85,41.44,0.0,-26.48,-8.46,,-14.87,-9.55,-16.22,-14.86,-13.79,13782
0501502,37302,48201,43.63,35.15,-18.46,-15.75,-17.31,,-20.25,-8.94,-28.78,-22.2,-14.78,36.22,-12.8,-15.75,-16.86,,-17.17,-0.36,-28.71,-17.36,-12.73,39.02,-4.58,-15.75,-7.78,,-13.98,-0.36,-24.82,-12.23,-11.4,13485
0501600,34609,28190,55.11,47.0,0.0,-24.11,-10.63,,-16.53,-31.56,-11.09,-18.79,-13.76,47.84,0.0,-24.11,-9.42,,-14.78,-31.56,-9.89,-16.75,-12.73,49.68,0.0,0.0,-6.2,,-12.08,-21.87,-9.89,-12.11,-11.24,15360
0501700,27821,21254,56.69,45.49,-15.73,-84.56,-15.63,,-23.15,-2.97,-18.77,-22.19,-18.4,47.55,-13.51,-84.56,-11.26,,-20.22,-2.97,-10.38,-14.46,-12.18,49.07,-13.51,-84.56,-9.61,,-16.7,-0.99,-7.34,-10.23,-9.82,10810
0502800,65,53,55.08,43.7,-33.33,0.0,0.0,,-20.31,-20.0,-33.33,-29.03,-20.69,45.76,-33.33,0.0,0.0,,-17.19,-20.0,-33.33,-22.58,-20.69,47.9,0.0,0.0,0.0,,-12.5,-20.0,-22.22,-19.35,-17.24,0
0600101,16596,35400,31.92,28.95,-1.48,-11.63,-7.91,0.0,-8.63,-6.05,-0.38,-11.89,-5.49,29.18,-1.11,-9.65,-7.85,0.0,-7.89,-4.32,-0.25,-11.36,-4.47,29.74,-1.11,-6.65,-7.73,0.0,-6.74,-4.32,-0.13,-10.32,-4.4,3778
0600111,20161,25242,44.4,40.4,-2.71,-5.91,-7.05,0.0,-10.74,-10.64,-22.67,-8.38,-6.55,41.22,-0.33,-5.46,-4.85,0.0,-10.1,-7.22,-17.49,-7.09,-5.47,42.0,-0.33,-5.45,-1.37,0.0,-8.21,-7.22,-0.13,-5.4,-5.19,6325
0600112,11890,34174,25.81,22.6,-28.8,-18.15,-14.03,0.0,-9.32,-21.38,-7.65,-12.24,-10.87,22.65,-28.64,-18.04,-13.99,0.0,-9.0,-21.33,-7.5,-11.73,-10.84,23.17,-28.64,-17.94,-11.07,0.0,-7.05,-21.28,-7.2,-8.81,-5.79,3281
0600113,22262,18271,54.92,49.61,-11.12,-11.98,-6.71,0.0,-6.23,-11.65,-3.9,-15.34,-5.02,49.89,-11.12,-11.61,-6.17,0.0,-5.11,-11.22,-3.64,-14.4,-3.75,51.03,-10.47,-9.58,-4.79,0.0,-4.56,-8.46,-3.64,-10.73,-3.17,7848
0600114,27705,44109,38.58,33.82,-19.39,-9.78,-7.78,0.0,-12.92,-8.59,-7.15,-15.72,-11.18,35.08,-19.2,-6.16,-7.4,0.0,-8.49,-8.37,-1.36,-10.57,-9.84,36.41,-6.92,-4.27,-2.84,0.0,-5.6,-5.88,-0.35,-6.07,-5.3,6509
0600115,13704,21714,38.69,36.6,-13.96,-8.54,-2.88,0.0,-2.75,-3.0,0.0,-4.31,-5.02,36.85,-13.96,-8.54,-2.88,0.0,-1.7,-2.35,0.0,-3.51,-3.41,37.42,-13.96,-4.55,-2.88,0.0,-1.23,-2.35,0.0,-3.16,-3.41,3239
0600116,14212,16975,45.57,41.44,-1.94,-8.14,-7.92,0.0,-6.71,-5.45,-17.57,-12.12,-6.1,41.97,-1.94,-7.51,-7.92,0.0,-6.04,-3.77,-17.57,-10.09,-5.85,42.65,-1.94,-7.01,-7.92,0.0,-3.22,-2.93,-17.57,-7.92,-5.85,3329
0600117,10633,22407,32.18,29.23,0.0,-6.79,0.0,0.0,-11.87,-9.5,-3.32,-6.63,-5.72,29.5,0.0,-6.06,0.0,0.0,-9.47,-9.5,-3.32,-5.91,-4.4,29.78,0.0,-5.3,0.0,0.0,-6.93,-8.08,-3.32,-5.14,-1.6,2230
0600118,11355,29338,27.9,25.28,0.0,-5.74,-4.01,0.0,-11.87,-10.0,-5.21,-10.96,-9.56,25.59,0.0,-4.51,-4.01,0.0,-10.33,-9.97,-5.21,-9.23,-7.34,25.83,0.0,-3.91,-4.01,0.0,-8.46,-9.35,-5.21,-8.34,-5.79,2798
0600119,9832,33974,22.44,20.39,-36.65,-4.09,-11.42,,-12.28,-9.26,0.0,-11.74,-6.18,20.45,-36.65,-4.09,-11.42,,-11.71,-9.26,0.0,-10.97,-6.16,20.76,-36.65,-3.33,-11.42,,-9.29,-9.26,0.0,-10.22,-6.16,1274
0600120,9246,31955,22.44,20.38,-36.63,-4.08,-11.53,,-12.28,-9.31,0.0,-11.72,-6.15,20.45,-36.63,-4.08,-11.53,,-11.72,-9.31,0.0,-10.95,-6.15,20.76,-36.63,-3.33,-11.53,,-9.28,-9.31,0.0,-10.2,-6.15,1471
0600121,9955,27981,26.24,23.75,0.0,-5.29,-5.71,0.0,-11.89,-10.4,-5.98,-12.84,-11.21,24.08,0.0,-3.84,-5.71,0.0,-10.76,-10.4,-5.98,-10.65,-8.55,24.29,0.0,-3.32,-5.71,0.0,-9.24,-10.34,-5.98,-9.75,-7.53,2615
0600122,13797,17191,44.52,40.71,-3.89,-8.18,-7.2,0.0,-6.13,-5.14,-13.91,-10.98,-5.94,41.19,-3.89,-7.65,-7.2,0.0,-5.4,-3.58,-13.91,-9.13,-5.46,41.86,-3.89,-6.67,-7.2,0.0,-2.93,-2.85,-13.91,-7.22,-5.46,3208
0600123,19358,19783,49.46,44.96,-4.67,-6.46,-6.73,0.0,-9.46,-11.02,-15.35,-10.37,-5.84,45.65,-3.11,-6.08,-5.11,0.0,-8.72,-9.15,-12.18,-9.24,-4.64,46.56,-3.11,-5.78,-2.45,0.0,-7.24,-7.64,-1.46,-6.99,-4.48,5491
0600300,35614,45826,43.73,35.08,-15.3,-3.17,0.0,,-19.68,-22.67,-17.5,-20.37,-19.36,36.75,-12.21,-3.17,0.0,,-15.76,-13.49,-11.22,-17.02,-18.02,38.49,-5.53,-3.17,0.0,,-12.06,-7.05,-10.11,-12.25,-14.6,5801
0600700,40192,41161,49.4,45.13,-17.33,-3.17,0.0,-72.5,-9.44,-6.82,-15.83,-11.93,-6.06,45.87,-13.8,-2.06,0.0,-72.5,-8.09,-5.32,-15.83,-9.69,-5.17,46.84,-13.8,0.0,0.0,0.0,-5.87,-3.52,-12.49,-7.56,-4.19,12225
0601100,25655,19211,57.18,51.72,-11.82,0.0,0.0,0.0,-10.51,-6.16,-8.13,-12.36,-5.58,53.73,-11.82,0.0,0.0,0.0,-6.32,-4.45,-8.13,-9.03,-5.58,54.09,-9.64,0.0,0.0,0.0,-5.81,-3.95,-8.13,-8.47,-5.08,7058
0601301,23868,20653,53.61,50.18,-0.06,-8.51,-1.54,0.0,-11.34,-5.53,-4.39,-14.68,-5.55,51.07,-0.06,-5.73,-0.69,0.0,-8.33,-5.52,0.0,-10.68,-4.75,51.22,0.0,-5.67,-0.68,0.0,-8.29,-4.93,0.0,-10.65,-4.75,6203
0601305,8369,42933,16.31,14.82,0.0,-5.72,-22.43,0.0,-9.31,-6.43,-1.01,-12.76,-0.23,14.83,0.0,-5.72,-22.43,0.0,-9.29,-6.43,-1.01,-12.7,-0.23,15.12,0.0,-3.24,0.0,0.0,-9.16,-6.19,-0.81,-10.85,-0.19,1067
0601308,19677,18780,51.17,44.32,-5.37,-10.93,-15.71,0.0,-11.36,-9.93,-20.54,-14.95,-11.3,44.53,-5.37,-10.93,-15.71,0.0,-11.35,-8.77,-20.54,-14.94,-11.28,45.94,-5.37,-7.74,-15.71,0.0,-6.4,-5.19,-12.15,-10.75,-5.87,5258
0601309,13941,27711,33.47,30.6,-0.24,-6.51,-5.31,0.0,-8.31,-9.0,-5.85,-13.75,-2.49,30.6,-0.24,-6.51,-5.31,0.0,-8.31,-9.0,-5.85,-13.75,-2.49,31.04,-0.24,-3.55,-5.31,0.0,-7.28,-7.15,-5.69,-12.37,-2.4,2403
0601310,18035,31749,36.23,34.04,-5.19,-3.94,-3.22,0.0,-8.73,-3.07,0.0,-9.5,-3.94,34.89,-5.19,-2.16,-1.51,0.0,-5.79,-3.05,0.0,-5.08,-2.52,35.26,0.0,-1.35,-0.3,0.0,-4.27,-3.03,0.0,-3.72,-2.52,3844
0601311,18050,29221,38.18,35.02,0.0,-6.31,-6.29,0.0,-9.39,-3.48,0.0,-10.69,-8.27,35.29,0.0,-3.47,-6.23,0.0,-8.38,-3.48,0.0,-9.47,-7.11,35.3,0.0,-3.47,-6.23,0.0,-8.37,-3.48,0.0,-9.44,-7.11,3092
0601312,7107,31333,18.49,16.11,0.0,-5.5,-0.49,,-14.11,-28.27,-21.59,-7.67,-7.03,16.35,0.0,-3.91,-0.49,,-12.92,-28.27,-21.59,-5.29,-6.99,16.87,0.0,-3.91,0.0,,-9.07,-20.6,-17.83,-2.76,-5.64,789
0601313,20397,46032,30.7,27.75,0.0,-1.42,-2.94,0.0,-13.28,-6.86,-8.5,-13.86,-9.98,27.88,0.0,-1.28,-2.94,0.0,-12.86,-5.91,-8.5,-13.24,-9.44,28.61,0.0,-1.28,-2.94,0.0,-9.5,-4.51,-1.67,-10.71,-8.26,2861
0601314,17518,16254,51.87,49.45,0.0,-0.07,-5.71,0.0,-6.12,-5.43,-0.47,-4.4,-2.36,50.01,0.0,-0.07,-5.71,0.0,-4.56,-3.42,-0.47,-2.76,-0.76,50.65,0.0,-0.05,-5.71,0.0,-3.16,-1.09,-0.23,-1.89,-0.72,4254
0601500,25382,24416,50.97,44.7,-4.24,-6.42,0.0,0.0,-13.07,-0.91,-16.84,-19.09,-10.84,45.35,-3.22,-6.42,0.0,0.0,-11.78,-0.24,-14.43,-16.72,-8.99,46.63,-2.92,-2.05,0.0,0.0,-9.03,-0.24,-13.01,-12.49,-7.43,7161
0601700,24554,50355,32.78,30.59,0.0,-3.77,0.0,0.0,-6.92,-1.18,-4.77,-9.31,-5.39,30.69,0.0,-3.77,0.0,0.0,-6.57,-1.18,-4.77,-8.63,-5.39,31.1,0.0,0.0,0.0,0.0,-5.45,0.0,-4.77,-7.06,-3.38,5144
0601901,29582,11180,72.57,67.01,0.0,-7.52,0.0,,-11.34,-6.54,0.0,-13.85,-6.44,68.48,0.0,-7.52,0.0,,-8.16,-4.15,0.0,-10.71,-3.82,68.68,0.0,-7.52,0.0,,-7.84,-3.86,0.0,-9.85,-3.48,9112
0601902,31264,43523,41.8,37.45,0.0,-6.31,-0.08,0.0,-12.61,-5.21,-5.49,-14.94,-9.97,38.08,0.0,-6.31,-0.08,0.0,-11.1,-4.2,-5.49,-11.46,-8.05,38.41,0.0,-6.31,-0.05,0.0,-10.52,-2.16,-5.49,-10.49,-8.03,9883
0601903,24948,10876,69.64,64.38,0.0,-1.27,0.0,0.0,-12.62,-6.13,-3.9,-9.98,-4.15,64.38,0.0,-1.27,0.0,0.0,-12.62,-6.13,-3.9,-9.98,-4.15,65.47,0.0,-1.27,0.0,0.0,-9.64,-6.13,-3.9,-6.19,-4.15,12131
0601904,40259,16766,70.6,66.55,0.0,-7.93,-8.05,0.0,-4.84,-3.38,-10.42,-6.5,-5.6,66.82,0.0,-5.38,-8.05,0.0,-4.84,-3.14,-10.42,-6.11,-5.23,68.24,0.0,-5.38,-6.34,0.0,-2.35,-1.6,-5.71,-3.77,-1.46,20981
0601905,23180,10864,68.09,63.08,0.0,-7.08,0.0,,-7.47,-7.67,-6.11,-5.57,-3.87,63.22,0.0,-7.08,0.0,,-7.12,-7.39,-6.11,-5.03,-3.33,64.26,0.0,-5.17,0.0,,-6.7,-5.82,-6.11,-5.03,-0.96,11266
0601906,15241,26248,36.74,31.54,-0.08,-13.36,-11.41,,-15.43,-12.34,-18.59,-15.07,-13.92,32.04,-0.08,-13.36,-11.41,,-13.71,-12.34,-18.59,-11.52,-9.84,33.11,-0.08,-8.47,-11.41,,-10.54,-11.55,-18.59,-9.59,-8.77,5894
0601907,21268,17442,54.94,48.85,-38.45,0.0,0.0,-100.0,-14.46,-8.47,-14.78,-18.36,-14.99,49.84,-25.63,0.0,0.0,0.0,-11.54,-8.02,-5.39,-15.16,-10.42,51.35,-25.63,0.0,0.0,0.0,-9.07,-4.67,-5.39,-11.9,-10.42,7220
0602300,31636,23547,57.33,50.85,-9.7,-12.08,-23.06,0.0,-10.75,-17.38,-3.21,-10.16,-10.49,51.24,-9.7,-12.08,-23.06,0.0,-9.96,-17.38,-3.21,-10.16,-8.74,52.83,-8.82,-7.14,-19.83,0.0,-6.75,-16.78,-1.41,-7.52,-5.79,6371
0602500,31686,16164,66.22,62.68,0.0,0.0,0.0,0.0,-8.0,-4.52,-5.31,-7.49,-6.99,63.94,0.0,0.0,0.0,0.0,-6.32,-2.92,-5.31,-4.37,-3.63,64.51,0.0,0.0,0.0,0.0,-5.87,-1.95,-5.31,-2.84,-1.98,26658
0602903,37165,13767,72.97,65.65,-5.47,0.0,-11.35,0.0,-11.08,-8.82,-14.56,-17.04,-9.88,66.64,0.0,0.0,-11.35,0.0,-9.09,-7.2,-2.85,-14.66,-9.4,68.0,0.0,0.0,-11.35,0.0,-7.63,-4.75,0.0,-12.31,-5.22,24234
0602904,25292,6250,80.19,76.08,0.0,0.0,-2.64,0.0,-6.34,-5.04,0.0,-4.11,-3.49,76.08,0.0,0.0,-2.64,0.0,-6.34,-5.04,0.0,-4.11,-3.49,76.33,0.0,0.0,-2.64,0.0,-5.88,-4.66,0.0,-4.11,-3.49,17433
0602905,38091,30306,55.69,46.02,-11.61,0.0,-15.76,0.0,-18.17,-12.68,-29.82,-19.37,-11.2,47.42,-6.39,0.0,-15.76,0.0,-15.38,-11.95,-26.37,-15.88,-11.2,48.42,-6.39,0.0,-15.76,0.0,-13.11,-9.38,-23.66,-14.81,-10.62,18074
0602906,26859,17181,60.99,52.46,-11.73,-6.32,0.0,,-15.0,-15.25,-21.05,-14.23,-6.97,54.01,0.0,-4.48,0.0,,-12.1,-13.33,-12.76,-11.28,-5.16,55.67,0.0,-4.48,0.0,,-9.59,-9.87,-12.76,-10.34,-4.16,15633
0602907,16416,16743,49.51,43.14,-2.32,-6.18,-8.02,,-14.35,-13.63,-20.0,-17.77,-9.33,44.7,0.0,-5.39,-8.02,,-10.83,-10.71,-10.0,-12.23,-6.82,45.88,0.0,-3.16,-8.02,,-8.41,-8.37,-9.05,-8.78,-4.16,5251
0602908,24794,30168,45.11,39.56,-0.35,-6.13,-8.83,,-14.01,-12.42,-19.77,-19.28,-10.15,41.13,0.0,-5.99,-8.83,,-10.18,-8.74,-9.48,-12.64,-7.41,42.14,0.0,-2.47,-8.83,,-7.82,-7.24,-8.35,-8.11,-4.15,12523
0603100,24053,19090,55.75,49.08,-11.33,-19.62,-22.58,-38.66,-13.08,-10.61,-16.47,-16.31,-10.57,49.92,-11.33,-19.62,-22.58,0.0,-11.11,-9.75,-12.2,-14.86,-8.81,51.11,0.0,-7.4,-22.58,0.0,-9.31,-7.77,-12.2,-10.84,-5.79,9499
0603300,33736,28010,54.64,51.27,-3.64,-11.23,0.0,0.0,-6.58,-3.92,-15.33,-8.98,-5.33,51.83,-3.47,-11.23,0.0,0.0,-5.4,-3.92,-11.92,-7.08,-4.15,52.1,-3.47,-11.23,0.0,0.0,-4.8,-2.73,-11.92,-6.75,-4.15,8411
0603703,29314,24678,54.29,47.88,0.0,0.0,-7.36,0.0,-17.5,-10.97,-3.98,-19.84,-6.03,49.28,0.0,0.0,-5.74,0.0,-13.56,-9.7,-2.25,-16.36,-4.09,50.58,0.0,0.0,-5.74,0.0,-9.07,-7.19,-2.25,-10.69,-1.88,24392
0603704,29480,21436,57.9,53.14,0.0,-3.56,-3.87,0.0,-8.27,-9.84,-5.98,-6.57,-4.21,53.97,0.0,-3.56,-3.87,0.0,-8.12,-7.67,-5.98,-4.83,-4.21,54.82,0.0,-3.56,-2.76,0.0,-7.05,-6.01,-5.98,-2.87,-2.57,19824
0603705,25952,36641,41.46,37.61,0.0,-0.88,-5.3,,-11.85,-9.41,-8.05,-9.38,-4.87,37.93,0.0,-0.88,-5.3,,-10.59,-7.96,0.0,-8.18,-3.49,38.22,0.0,-0.88,-5.3,,-9.43,-7.37,0.0,-6.7,-2.92,10173
0603706,23472,20760,53.07,47.87,0.0,-9.49,-4.83,0.0,-12.04,-6.85,-10.53,-12.03,-6.67,48.58,0.0,-5.97,-4.83,0.0,-9.42,-6.13,-10.53,-11.77,-6.67,49.68,0.0,-5.03,-4.83,0.0,-5.65,-5.75,-10.53,-9.23,-4.56,8620
0603707,24470,11786,67.49,61.81,0.0,-29.26,-16.18,,-5.36,-6.73,0.0,-5.24,-2.74,62.95,0.0,-24.07,-16.18,,-4.66,-4.77,0.0,-3.81,-2.74,64.34,0.0,-12.41,-16.18,,-2.59,-3.19,0.0,-3.4,-1.78,12932
0603708,25358,16294,60.88,57.05,-15.14,-6.64,-2.72,,-7.73,-6.26,-12.75,-7.75,-5.24,57.86,-15.14,-6.64,-2.72,,-6.0,-6.02,-12.75,-7.5,-3.53,58.79,-15.14,-4.39,-2.72,,-4.08,-3.29,-12.75,-4.26,-0.9,11846
0603709,11425,28996,28.27,23.39,-37.56,-18.63,-23.55,,-22.7,-14.59,0.0,-9.2,-10.28,23.4,-37.56,-18.63,-23.55,,-22.63,-14.44,0.0,-9.2,-10.26,24.2,-37.56,-18.63,-23.55,,-18.46,-14.44,0.0,-8.26,-8.67,3431
