county,Percentage Eligible,Current Percentage Eligible,difference_percentage_aian,difference_percentage_asian,difference_percentage_black,difference_percentage_nhpi,difference_percentage_white,difference_percentage_hispanic,difference_percentage_veteran,difference_percentage_elderly,difference_percentage_disability,rural
29141,34.45,46.56,-31.18,-6.38,-44.21,0.0,-25.65,-31.11,-43.57,-24.61,-19.01,1
29143,45.63,54.95,-20.15,-20.0,-16.1,0.0,-16.84,-15.49,-10.27,-20.55,-12.57,1
29145,37.38,45.89,-18.76,-24.23,0.0,0.0,-18.98,-8.9,-11.2,-21.55,-13.39,0
29147,31.74,43.11,-31.65,-66.67,-4.55,,-26.27,-17.75,-21.94,-29.95,-18.03,1
29149,44.62,57.12,-16.29,0.0,-14.29,,-21.84,-8.57,-21.58,-25.39,-19.59,1
29151,33.96,47.61,-31.82,-18.92,-37.1,0.0,-28.16,-16.85,-30.89,-28.52,-19.84,1
29153,44.64,57.12,-16.48,0.0,-14.29,,-21.85,-5.88,-21.55,-25.43,-19.59,1
29155,45.63,54.95,-20.0,-14.29,-16.0,0.0,-16.84,-15.56,-10.43,-20.54,-12.58,1
29157,40.99,49.64,-18.78,0.0,-14.55,,-17.34,-6.16,-10.16,-22.27,-15.16,1
29159,33.53,43.3,-39.04,-13.73,-7.35,,-22.42,-17.5,-33.62,-30.28,-16.26,0
29161,33.95,47.61,-31.62,-18.15,-36.63,0.0,-28.19,-17.11,-30.71,-28.53,-19.86,0
29163,26.4,37.23,-37.29,0.0,-20.75,-51.35,-28.94,-28.21,-39.37,-27.79,-24.11,1
29165,21.2,29.9,-5.81,-26.39,-43.4,,-22.69,-55.74,-36.05,-12.59,-15.81,0
29167,40.28,52.32,-6.19,-21.26,0.0,0.0,-23.41,0.0,-49.51,-31.62,-19.59,1
29169,33.95,47.61,-31.54,-18.0,-36.65,0.0,-28.18,-16.94,-30.75,-28.52,-19.84,1
29171,31.73,43.09,-29.41,-50.0,0.0,,-26.29,-17.65,-22.06,-30.03,-17.86,1
29173,30.8,42.27,-6.25,-50.0,-30.59,,-27.78,-9.09,-44.66,-36.98,-14.89,1
29175,33.53,43.3,-39.07,-13.79,-7.09,,-22.44,-17.39,-33.5,-30.27,-16.22,1
29177,28.83,37.0,-38.17,-37.31,-16.07,0.0,-21.1,-15.71,-37.18,-33.47,-19.56,1
29179,44.12,54.9,-20.75,-14.29,-35.37,,-19.88,-4.0,-11.24,-22.48,-16.3,1
29181,44.11,54.89,-21.28,-16.67,-34.97,,-19.93,-6.82,-10.93,-22.38,-16.39,1
29183,16.31,21.05,-15.68,-9.0,-12.09,,-22.31,-51.77,-24.94,-25.37,-14.09,0
29185,39.94,51.33,-31.29,0.0,0.0,,-22.52,-2.86,-38.29,-27.77,-19.21,1
29186,40.99,49.64,-18.39,0.0,-14.02,,-17.32,-5.63,-10.17,-22.27,-15.12,1
29187,40.99,49.65,-18.46,0.0,-14.4,,-17.34,-6.02,-10.19,-22.29,-15.15,1
29189,25.63,32.7,-3.49,-17.96,-17.14,-100.0,-23.88,-12.29,-16.78,-23.24,-14.41,0
29195,33.54,43.3,-38.92,-14.29,-7.52,,-22.44,-17.76,-33.42,-30.28,-16.29,1
29197,31.75,43.1,-33.33,-50.0,-5.88,,-26.23,-18.18,-22.03,-29.97,-17.84,1
29199,30.81,42.26,0.0,-42.86,-30.77,,-27.79,0.0,-44.68,-37.01,-14.75,1
29201,36.32,50.21,-16.38,-33.17,-19.01,,-28.19,-56.55,-16.58,-23.7,-21.78,1
29203,44.12,54.9,-20.97,-12.5,-35.11,,-19.9,-6.9,-11.22,-22.53,-16.32,1
29205,30.79,42.27,-10.0,-50.0,-30.0,,-27.79,-14.29,-45.08,-37.09,-14.96,1
29207,45.63,54.95,-20.04,-19.23,-16.14,0.0,-16.82,-15.73,-10.41,-20.58,-12.54,1
29209,37.87,50.56,-2.95,0.0,-4.22,,-25.32,-22.9,-42.04,-38.76,-23.48,1
29211,31.75,43.11,-31.82,-66.67,-4.0,,-26.24,-16.92,-22.73,-30.05,-17.88,1
29213,37.87,50.56,-2.9,0.0,-4.14,,-25.33,-22.96,-42.06,-38.77,-23.46,1
29215,44.63,57.12,-16.44,0.0,-15.79,,-21.83,-7.14,-21.6,-25.36,-19.54,1
29217,39.94,51.34,-31.95,0.0,0.0,,-22.53,-2.7,-38.07,-27.78,-19.15,1
29219,26.4,37.23,-36.97,0.0,-20.56,-50.67,-28.92,-28.66,-39.27,-27.81,-24.07,1
29221,40.99,49.65,-18.66,0.0,-14.6,,-17.32,-6.08,-10.22,-22.24,-15.14,1
29223,44.13,54.88,-20.83,-23.08,-34.69,,-19.95,-6.67,-10.94,-22.5,-16.33,1
29225,27.74,36.11,-9.02,0.0,0.0,,-22.46,-31.85,-36.4,-31.47,-26.76,1
29227,31.71,43.1,-28.57,-100.0,0.0,,-26.42,-14.29,-24.14,-30.0,-18.64,1
29229,44.63,57.12,-16.27,0.0,-14.29,,-21.85,-6.85,-21.56,-25.39,-19.53,1
29510,39.98,47.64,-3.27,-2.03,-13.89,,-18.96,-23.83,-17.78,-13.72,-7.56,0
30001,33.17,40.16,-2.75,-20.0,0.0,,-17.95,-15.57,-16.36,-21.6,-14.04,1
30003,30.5,39.09,-8.71,-16.67,0.0,,-25.79,-14.39,-21.18,-21.95,-12.78,1
30005,32.89,40.7,-7.05,-27.27,-6.67,,-20.23,-23.29,-16.67,-24.48,-14.68,1
30007,32.89,40.71,-7.33,-28.12,0.0,,-20.26,-22.86,-16.76,-24.4,-14.74,1
30009,32.89,40.7,-6.49,-28.57,-4.55,,-20.27,-22.94,-16.97,-24.47,-14.63,1
30011,30.53,39.12,-9.62,-33.33,0.0,,-25.84,-13.33,-18.52,-21.9,-13.33,1
30013,34.67,41.8,-5.99,-14.59,-2.83,,-18.2,-8.8,-15.1,-21.25,-13.45,0
30015,32.88,40.71,-6.92,-28.57,0.0,,-20.32,-22.95,-16.67,-24.5,-14.8,1
30017,30.51,39.09,-8.74,-18.18,0.0,,-25.78,-15.08,-21.3,-22.02,-12.7,1
30019,30.54,39.07,-8.2,-33.33,0.0,,-25.71,-16.67,-21.88,-21.95,-12.26,1
30021,30.52,39.08,-8.84,-23.53,0.0,,-25.8,-14.74,-20.81,-21.99,-12.81,1
30023,33.17,40.16,-2.73,-20.0,0.0,,-17.92,-15.45,-16.56,-21.61,-13.98,1
30025,30.51,39.12,-8.93,-16.67,0.0,,-25.78,-12.5,-20.34,-22.12,-12.89,1
30027,32.9,40.7,-6.72,-29.63,-4.17,,-20.3,-23.53,-16.89,-24.48,-14.64,1
30029,29.77,41.4,-7.72,-32.84,0.0,0.0,-30.77,-38.27,-26.45,-28.61,-23.23,0
30031,26.81,35.79,0.0,-54.73,0.0,,-24.55,-57.36,-32.55,-35.44,-19.23,0
30033,30.55,39.12,-9.3,0.0,0.0,,-25.68,-8.33,-21.74,-21.84,-13.33,1
30035,29.76,41.4,-7.58,-33.33,0.0,0.0,-30.77,-38.33,-26.35,-28.57,-23.25,1
30037,32.93,40.72,-5.56,-25.0,0.0,,-20.33,-22.22,-18.18,-25.0,-15.22,1
30039,33.17,40.16,-1.56,-16.67,0.0,,-17.86,-13.95,-16.52,-21.48,-14.06,1
30041,32.89,40.7,-6.67,-28.57,-2.94,,-20.29,-23.53,-16.94,-24.41,-14.64,1
30043,32.89,40.7,-6.74,-29.82,-4.0,,-20.28,-23.02,-16.93,-24.42,-14.6,1
30045,32.93,40.7,-6.67,-30.0,0.0,,-20.39,-23.81,-16.98,-24.09,-14.91,1
30047,35.67,42.63,-4.76,-31.4,0.0,,-16.96,-28.67,-11.89,-19.98,-15.86,1
30049,34.66,41.8,-6.0,-14.51,-3.37,,-18.19,-8.74,-15.14,-21.24,-13.46,0
30051,32.91,40.7,-6.98,-22.22,0.0,,-20.41,-20.0,-17.31,-24.81,-14.55,1
30053,29.77,41.4,-7.64,-38.46,0.0,0.0,-30.79,-37.65,-26.57,-28.6,-23.2,1
30055,30.54,39.07,-7.94,0.0,0.0,,-25.81,-11.11,-21.21,-21.88,-12.73,1
30057,33.17,40.16,-2.98,-18.75,0.0,,-17.88,-15.18,-16.44,-21.62,-14.18,1
30059,32.87,40.71,-6.98,-33.33,0.0,,-20.34,-25.0,-17.65,-24.43,-14.81,1
30061,35.68,42.64,-4.67,-30.77,0.0,,-16.88,-27.87,-11.68,-20.0,-15.76,1
30063,35.67,42.63,-4.67,-31.29,0.0,,-16.96,-28.55,-11.97,-19.97,-15.83,0
30065,30.51,39.1,-8.67,-22.22,0.0,,-25.84,-14.0,-21.74,-21.94,-12.62,1
30067,32.9,40.7,-6.84,-28.4,-5.56,,-20.29,-23.46,-16.74,-24.44,-14.61,1
30069,32.84,40.59,-9.09,0.0,0.0,,-20.27,-20.0,-15.38,-26.47,-14.29,1
30071,32.89,40.7,-6.45,-30.0,-11.11,,-20.22,-22.73,-16.22,-24.48,-14.77,1
30073,32.88,40.71,-6.92,-28.57,0.0,,-20.32,-22.95,-16.67,-24.5,-14.8,1
30075,30.49,39.12,-8.06,0.0,0.0,,-26.17,-16.67,-21.21,-22.22,-12.96,1
30077,33.15,40.16,-2.96,-19.23,0.0,,-17.89,-14.44,-16.25,-21.55,-14.15,1
30079,30.48,39.05,-10.0,0.0,0.0,,-26.28,-16.67,-19.05,-21.25,-13.04,1
30081,33.16,40.16,-2.8,-19.51,0.0,,-17.92,-15.3,-16.55,-21.61,-14.05,1
30083,30.51,39.1,-8.77,-19.05,0.0,,-25.79,-14.75,-21.08,-21.92,-12.57,1
30085,30.51,39.1,-8.59,-20.0,0.0,,-25.77,-14.78,-21.05,-22.07,-12.65,1
30087,30.52,39.09,-8.82,-13.33,0.0,,-25.78,-14.77,-21.6,-21.97,-12.62,1
30089,35.67,42.62,-4.78,-29.41,0.0,,-16.94,-28.57,-12.0,-19.92,-15.86,1
30091,30.51,39.1,-9.23,-28.57,0.0,,-25.78,-15.79,-21.74,-21.76,-12.44,1
30093,33.16,40.17,-2.78,-19.85,0.0,,-17.92,-15.32,-16.53,-21.61,-14.07,0
30095,32.89,40.71,-6.57,-28.57,-5.26,,-20.34,-22.58,-16.88,-24.51,-14.71,1
30097,32.87,40.68,-6.17,-29.41,-12.5,,-20.25,-23.68,-16.49,-24.8,-14.98,1
30099,32.89,40.7,-6.57,-27.59,-7.69,,-20.32,-23.08,-16.46,-24.41,-14.61,1
30101,32.87,40.68,-7.27,-26.09,0.0,,-20.35,-23.08,-16.79,-24.33,-14.7,1
30103,30.61,39.12,-10.71,0.0,0.0,,-26.04,-12.5,-20.0,-21.43,-12.5,1
30105,30.51,39.09,-8.63,-21.43,0.0,,-25.76,-15.0,-21.09,-21.89,-12.84,1
30107,32.9,40.71,-6.52,-30.0,0.0,,-20.51,-22.73,-16.36,-24.82,-14.66,1
30109,30.58,39.12,-8.82,-50.0,0.0,,-25.42,-20.0,-22.22,-21.74,-13.33,1
30111,35.26,42.11,-3.97,-1.67,0.0,,-17.97,-2.87,-16.37,-23.45,-11.0,0
31001,26.47,35.23,0.0,0.0,-2.65,,-24.47,-24.48,-23.01,-31.93,-14.55,0
31003,27.06,36.08,-13.85,0.0,0.0,,-26.92,-9.55,-32.93,-31.36,-17.01,1
31005,31.46,39.89,-33.33,-33.33,-33.33,,-21.21,0.0,-14.29,-20.0,-14.81,1
31007,32.36,45.09,-16.67,-100.0,-100.0,,-29.17,-30.43,-30.0,-28.07,-22.73,1
31009,27.91,37.21,0.0,0.0,0.0,,-27.78,-26.67,-33.33,-34.48,-30.0,1
31011,27.07,36.09,-12.73,0.0,0.0,,-27.02,-9.21,-32.86,-31.27,-16.92,1
31013,32.34,45.19,-16.49,-68.75,-50.0,,-29.02,-32.26,-29.45,-26.98,-22.14,1
31015,32.34,45.17,-16.13,-66.67,0.0,,-28.97,-32.26,-29.63,-27.15,-22.03,1
31017,32.32,45.18,-16.0,-75.0,-50.0,,-29.01,-33.0,-29.55,-27.16,-22.11,1
31019,26.47,35.23,0.0,0.0,-2.31,,-24.46,-24.5,-22.87,-31.91,-14.54,0
31021,27.08,36.09,-13.04,0.0,0.0,,-26.96,-9.47,-32.95,-31.35,-16.91,1
31023,24.43,35.41,-50.0,0.0,0.0,0.0,-31.99,-21.9,-27.16,-31.87,-21.1,1
31025,25.59,34.21,0.0,0.0,-39.25,,-26.12,-31.77,-34.0,-37.55,-27.9,0
31027,27.07,36.08,-13.95,0.0,0.0,,-27.05,-9.32,-32.11,-31.26,-17.05,1
31029,31.58,40.19,-16.67,-29.17,-35.48,0.0,-20.67,-2.2,-13.85,-20.0,-16.47,1
31031,32.34,45.19,-15.96,-62.5,-50.0,,-29.01,-32.09,-29.27,-26.91,-22.13,1
31033,32.35,45.19,-16.46,-64.29,-57.14,,-29.0,-32.31,-30.07,-26.99,-22.26,1
31035,26.46,35.23,0.0,0.0,-2.7,,-24.46,-24.71,-23.19,-32.06,-14.75,1
31037,27.07,36.09,-13.76,0.0,0.0,,-26.96,-9.4,-32.61,-31.31,-17.05,1
31039,27.06,36.08,-13.98,0.0,0.0,,-27.04,-9.41,-33.05,-31.36,-16.94,1
31041,27.66,37.48,-21.43,0.0,0.0,,-29.08,-24.65,-32.0,-32.86,-30.6,1
31043,27.07,36.08,-13.96,0.0,0.0,,-27.01,-9.36,-32.38,-31.29,-16.93,0
31045,32.35,45.18,-16.9,-66.67,-50.0,,-28.97,-32.62,-29.84,-27.07,-22.35,1
31047,31.6,40.16,-16.44,-28.38,-33.85,0.0,-20.6,-1.78,-14.89,-20.08,-16.42,1
31049,32.35,45.19,-15.62,-66.67,0.0,,-29.05,-31.75,-32.14,-27.27,-22.5,1
31051,27.07,36.07,-13.79,0.0,0.0,,-27.01,-9.49,-32.88,-31.43,-17.1,1
31053,25.59,34.2,0.0,0.0,-39.33,,-26.1,-31.76,-33.97,-37.54,-27.9,0
31055,30.67,36.71,-3.19,-8.08,-8.34,0.0,-19.43,-12.16,-14.41,-19.24,-10.35,0
31057,31.59,40.17,-20.0,-30.0,-30.77,0.0,-20.55,-2.56,-14.29,-20.26,-16.04,1
31059,24.43,35.42,-50.0,0.0,0.0,0.0,-31.96,-21.74,-27.78,-31.83,-21.02,1
31061,26.48,35.25,0.0,0.0,0.0,,-24.55,-25.0,-24.24,-31.82,-14.37,1
31063,31.64,40.17,-13.33,-26.67,-35.0,0.0,-20.57,-3.39,-14.29,-19.83,-16.77,1
31065,31.61,40.16,-17.86,-31.03,-35.14,0.0,-20.51,-1.85,-14.29,-20.09,-16.22,1
31067,24.43,35.41,-47.83,0.0,0.0,0.0,-32.0,-21.77,-27.32,-31.95,-21.07,1
31069,32.38,45.17,-18.18,-66.67,0.0,,-29.25,-32.31,-28.57,-26.75,-21.95,1
31071,27.65,37.5,-20.0,0.0,0.0,,-28.7,-24.19,-34.62,-32.79,-30.23,1
31073,31.63,40.18,-9.09,-33.33,-33.33,0.0,-20.76,-2.27,-15.62,-20.0,-16.53,1
31075,31.5,40.16,-25.0,-25.0,-40.0,0.0,-21.28,0.0,-10.0,-21.05,-15.38,1
31077,27.68,37.47,-33.33,0.0,0.0,,-29.14,-25.33,-32.26,-32.65,-30.77,1
31079,27.66,37.48,-23.21,0.0,0.0,,-29.06,-24.73,-32.33,-32.81,-30.65,0
31081,27.66,37.47,-24.0,0.0,0.0,,-29.05,-24.77,-32.09,-32.81,-30.65,1
31083,26.49,35.21,0.0,0.0,-5.26,,-24.52,-25.58,-22.86,-31.9,-14.62,1
31085,31.65,40.17,-20.0,-20.0,-28.57,0.0,-20.61,0.0,-14.29,-20.25,-16.36,1
31087,31.61,40.18,-18.75,-25.0,-33.33,0.0,-20.75,-1.64,-15.91,-20.25,-16.17,1
31089,32.34,45.19,-16.57,-66.67,-50.0,,-29.06,-32.47,-29.61,-27.0,-22.21,1
31091,31.65,40.07,0.0,-25.0,-33.33,0.0,-20.18,-5.88,-16.67,-19.7,-17.39,1
31093,27.65,37.49,-23.53,0.0,0.0,,-29.04,-24.77,-32.61,-32.87,-30.62,1
31095,24.43,35.41,-48.39,0.0,0.0,0.0,-31.95,-21.11,-27.14,-31.98,-21.22,1
31097,24.43,35.43,-47.83,0.0,0.0,0.0,-32.03,-21.21,-27.18,-31.75,-21.33,1
31099,26.48,35.24,0.0,0.0,-2.5,,-24.53,-24.73,-22.67,-31.88,-14.56,1
31101,31.61,40.16,-17.65,-27.45,-33.33,0.0,-20.66,-2.06,-14.39,-20.13,-16.51,1
31103,32.48,45.22,-15.38,-100.0,-100.0,,-29.2,-30.77,-33.33,-27.69,-22.0,1
31105,32.33,45.21,-15.25,-60.0,-66.67,,-28.97,-32.2,-30.77,-26.83,-21.88,1
31107,27.08,36.08,-13.95,0.0,0.0,,-26.99,-9.28,-32.11,-31.32,-17.02,1
31109,27.75,36.12,0.0,-18.07,-22.21,,-23.76,-18.97,-23.51,-17.85,-17.09,0
31111,31.6,40.16,-17.06,-28.5,-34.06,0.0,-20.59,-1.86,-14.68,-20.11,-16.38,0
31113,31.65,40.07,0.0,-25.0,-33.33,0.0,-20.18,-5.88,-16.67,-19.7,-17.39,1
31115,27.69,37.45,-50.0,0.0,0.0,,-28.57,-23.81,-33.33,-34.15,-31.03,1
31117,31.52,40.0,0.0,0.0,-33.33,,-21.31,0.0,-14.29,-21.62,-16.0,1
31119,27.07,36.08,-13.93,0.0,0.0,,-27.03,-9.36,-32.54,-31.29,-16.98,0
31121,27.65,37.48,-23.81,0.0,0.0,,-29.03,-24.71,-32.11,-32.95,-30.58,0
31123,32.35,45.21,-16.46,-71.43,-33.33,,-29.06,-32.48,-30.43,-26.96,-22.15,1
31125,27.06,36.1,-14.29,0.0,0.0,,-27.16,-8.42,-31.82,-31.23,-16.83,1
31127,24.44,35.41,-50.0,0.0,0.0,0.0,-31.98,-21.59,-27.01,-31.87,-21.0,1
31129,26.47,35.25,0.0,0.0,-4.0,,-24.41,-24.56,-21.74,-31.79,-14.54,1
31131,24.44,35.42,-48.53,0.0,0.0,0.0,-31.98,-22.11,-26.95,-31.94,-21.0,1
31133,24.45,35.38,-45.45,0.0,0.0,0.0,-32.02,-21.88,-26.53,-31.79,-20.83,1
31135,31.61,40.15,-17.65,-27.78,-34.78,0.0,-20.64,-1.52,-14.58,-20.08,-15.93,1
31137,26.48,35.24,0.0,0.0,-1.85,,-24.46,-24.19,-22.77,-31.92,-14.66,1
31139,27.06,36.08,-13.33,0.0,0.0,,-27.05,-9.66,-32.63,-31.2,-17.07,1
31141,27.07,36.08,-13.64,0.0,0.0,,-27.02,-9.4,-32.44,-31.31,-16.96,0
31143,24.44,35.41,-50.0,0.0,0.0,0.0,-32.01,-21.54,-26.73,-31.92,-21.02,1
31145,31.6,40.17,-16.92,-28.79,-34.12,0.0,-20.58,-2.01,-15.08,-20.14,-16.37,1
31147,24.44,35.41,-48.48,0.0,0.0,0.0,-32.0,-21.43,-26.97,-31.84,-21.08,1
31149,32.36,45.16,-18.18,-50.0,-100.0,,-29.2,-34.09,-31.58,-27.36,-22.89,1
31151,24.44,35.42,-49.18,0.0,0.0,0.0,-32.03,-22.35,-27.08,-31.93,-21.14,1
31153,17.81,24.42,0.0,-66.73,-7.95,,-28.67,-17.39,-24.56,-26.65,-24.0,0
31155,25.59,34.2,0.0,0.0,-40.0,,-26.12,-31.81,-34.06,-37.55,-27.86,1
31157,32.34,45.19,-16.51,-66.67,-51.85,,-29.02,-32.45,-29.65,-27.0,-22.24,1
31159,24.43,35.41,-48.0,0.0,0.0,0.0,-32.01,-21.82,-26.98,-31.94,-21.06,1
31161,32.34,45.17,-16.85,-62.5,-50.0,,-29.03,-32.39,-29.87,-26.98,-22.32,1
31163,27.66,37.49,-25.0,0.0,0.0,,-28.99,-24.75,-30.95,-32.66,-30.71,1
31165,32.33,45.16,-20.0,-50.0,-100.0,,-29.06,-33.33,-29.41,-26.32,-22.67,1
31167,27.06,36.09,-13.33,0.0,0.0,,-27.04,-9.7,-32.89,-31.28,-16.94,1
31169,24.44,35.42,-47.62,0.0,0.0,0.0,-32.01,-22.22,-26.8,-31.87,-21.05,1
31171,31.64,40.22,-25.0,-25.0,-40.0,0.0,-19.8,0.0,-18.18,-19.67,-14.29,1
31173,27.08,36.07,-14.29,0.0,0.0,,-27.04,-9.42,-31.82,-31.36,-17.03,1
31175,27.63,37.5,-27.27,0.0,0.0,,-29.01,-24.46,-32.76,-32.6,-30.57,1
31177,25.59,34.2,0.0,0.0,-39.29,,-26.11,-31.79,-34.04,-37.5,-27.9,1
31179,27.08,36.08,-14.0,0.0,0.0,,-27.02,-9.49,-32.54,-31.36,-17.06,1
31181,26.46,35.23,0.0,0.0,-4.76,,-24.62,-23.4,-23.68,-31.9,-14.36,1
31183,27.6,37.54,0.0,0.0,0.0,,-29.59,-23.08,-36.36,-32.69,-30.56,1
31185,24.43,35.42,-48.33,0.0,0.0,0.0,-32.0,-22.03,-27.37,-31.91,-21.12,1
32001,34.99,43.01,-11.64,-28.98,-3.01,-33.33,-18.79,-18.13,-23.45,-20.94,-13.83,1
32003,38.33,46.53,-18.39,-16.96,-13.78,-15.75,-19.15,-15.7,-20.09,-19.37,-11.88,0
32005,33.21,41.37,-12.3,-29.91,0.0,,-20.94,-13.74,-10.32,-16.42,-11.57,0
32007,34.99,43.01,-11.64,-28.92,-3.14,-50.0,-18.78,-18.11,-23.47,-20.92,-13.82,0
32009,35.0,42.86,-11.76,-20.0,0.0,,-18.27,-18.75,-21.43,-20.63,-14.55,1
32011,35.01,43.0,-11.9,-30.77,0.0,,-18.8,-18.29,-23.29,-21.12,-13.57,1
32013,34.98,43.01,-11.65,-28.57,-3.54,-50.0,-18.78,-18.15,-23.56,-20.97,-13.83,1
32015,34.99,43.01,-11.45,-28.21,-2.7,-100.0,-18.79,-18.11,-23.56,-20.93,-13.63,1
32017,34.99,43.0,-11.65,-29.03,-3.45,-100.0,-18.83,-18.09,-23.3,-20.77,-13.82,1
32019,33.21,41.37,-12.24,-29.97,0.0,,-20.94,-13.71,-10.31,-16.41,-11.56,0
32021,34.97,43.0,-11.54,-29.03,-3.33,-100.0,-18.9,-18.32,-23.46,-21.01,-13.66,1
32023,34.99,43.01,-11.61,-28.93,-2.98,-50.0,-18.77,-18.11,-23.49,-20.93,-13.85,0
32027,34.97,42.99,-11.84,-28.26,-2.33,-100.0,-18.77,-18.31,-23.37,-20.93,-13.72,1
32029,33.23,41.37,-13.04,-29.63,0.0,,-20.94,-12.96,-10.24,-16.46,-11.79,1
32031,32.44,37.96,-6.9,-12.26,-3.63,-34.76,-16.42,-10.54,-17.32,-15.69,-10.5,0
32033,34.98,43.01,-11.54,-28.57,-3.39,0.0,-18.79,-18.16,-23.53,-20.91,-13.83,1
32510,33.21,41.37,-12.35,-30.03,0.0,,-20.94,-13.72,-10.31,-16.41,-11.55,0
33001,29.49,37.02,-15.21,-2.3,0.0,,-20.6,0.0,-22.07,-29.59,-17.04,1
33003,29.49,37.02,-15.05,-1.95,0.0,,-20.6,0.0,-22.04,-29.6,-17.01,1
33005,29.76,35.26,-6.7,0.0,-27.51,0.0,-15.83,0.0,-12.79,-21.05,-12.86,0
33007,30.73,37.16,0.0,0.0,-17.35,0.0,-17.48,-6.33,-22.26,-26.52,-13.19,1
33009,30.73,37.16,0.0,0.0,-16.55,0.0,-17.49,-5.68,-22.29,-26.54,-13.22,1
33011,24.72,29.58,-16.47,-22.54,-12.14,0.0,-16.75,-3.06,-15.8,-17.97,-11.77,0
33013,28.79,36.15,-1.49,-5.31,-5.06,,-21.19,-0.46,-15.71,-32.63,-19.8,0
33015,20.36,24.52,-0.66,-7.87,-24.47,,-17.44,-10.18,-21.54,-21.22,-16.9,0
33017,24.02,29.64,-4.03,-45.67,0.0,,-19.32,0.0,-22.45,-21.7,-14.54,0
33019,30.73,37.15,0.0,0.0,-16.42,0.0,-17.49,-5.56,-22.35,-26.53,-13.25,1
34001,35.63,41.81,-11.76,-4.84,-7.93,,-17.26,-15.06,-13.26,-17.76,-10.3,0
34003,24.81,29.16,-18.88,-9.6,-7.36,0.0,-17.71,-9.83,-13.06,-17.69,-12.25,0
34005,24.63,29.19,-23.23,-16.61,-7.5,0.0,-19.69,-17.65,-18.01,-18.24,-14.54,0
34007,37.21,42.1,-12.23,-4.79,-6.5,0.0,-15.99,-6.76,-19.51,-14.4,-8.01,0
34009,24.55,33.66,0.0,0.0,-19.12,,-31.27,-10.36,-45.9,-22.49,-16.61,1
34011,44.52,52.02,-13.56,-14.73,-21.93,,-17.47,-13.58,-38.93,-16.46,-15.36,0
34013,42.5,47.94,-12.35,-13.32,-9.87,,-10.55,-7.33,-7.66,-11.27,-7.17,0
34015,28.17,33.7,-6.89,-3.19,-10.35,,-17.32,-15.54,-22.12,-19.07,-9.47,0
34017,39.38,44.36,-6.31,-15.83,-7.94,,-12.72,-8.88,-9.77,-13.04,-6.17,0
34019,15.94,19.5,0.0,0.0,-8.91,,-19.9,-1.0,-10.61,-17.07,-19.28,0
34021,31.45,37.01,-29.42,-15.22,-5.22,,-18.69,-16.76,-23.8,-17.85,-12.37,0
34023,30.08,35.06,-17.32,-10.22,-14.42,,-17.59,-9.73,-17.39,-18.07,-10.84,0
34025,23.18,28.0,-19.76,-12.26,-3.89,,-19.5,-17.24,-18.55,-19.05,-13.99,0
34027,18.99,22.7,-11.51,-13.76,-5.79,,-19.45,-8.3,-13.62,-19.73,-14.87,0
34029,30.16,36.94,-8.59,-12.08,-12.96,0.0,-18.69,-9.55,-20.44,-26.84,-20.88,0
34031,46.84,51.39,-12.41,-17.08,-6.71,0.0,-9.95,-6.31,-3.95,-11.86,-5.87,0
34033,39.59,46.45,-10.74,0.0,-15.66,,-17.1,-6.06,-4.23,-24.86,-10.69,0
34035,18.29,22.03,-9.94,-16.67,-37.19,,-14.58,-3.41,-11.07,-18.21,-22.27,0
34037,21.49,26.52,-2.52,-51.3,-8.62,,-18.41,-11.32,-24.33,-18.17,-14.05,0
34039,33.82,38.99,-22.16,-16.1,-11.38,,-13.17,-10.67,-18.34,-20.03,-14.77,0
34041,32.35,35.66,-5.04,0.0,0.0,,-10.55,-5.05,-28.23,-15.54,-6.4,0
35001,42.53,49.29,-6.87,-9.7,-15.18,0.0,-14.69,-10.65,-22.0,-17.47,-10.21,0
35003,51.32,60.98,-18.31,-11.11,-8.33,,-16.24,-12.0,-32.85,-20.67,-13.51,1
35005,53.77,62.17,-7.84,-11.48,-22.23,,-13.57,-11.73,-32.91,-14.79,-9.14,0
35006,70.53,75.15,-5.73,0.0,0.0,,-9.07,-3.05,-6.7,-8.37,-6.25,1
35007,53.77,62.17,-7.94,-13.04,-22.58,,-13.56,-11.74,-32.89,-14.8,-9.15,1
35009,53.77,62.17,-7.86,-12.09,-22.31,,-13.57,-11.73,-32.91,-14.79,-9.14,0
35011,53.75,62.16,-7.89,0.0,-20.0,,-13.41,-11.61,-32.53,-14.91,-9.27,1
35013,54.43,60.31,0.0,-33.99,-21.75,0.0,-9.43,-5.16,-14.52,-12.08,-5.29,0
35015,45.66,51.57,0.0,-11.75,-12.34,,-13.69,-8.58,-21.4,-17.83,-15.17,0
35017,51.32,60.99,-17.89,-11.27,-8.39,,-16.18,-11.89,-32.53,-20.67,-13.64,1
35019,53.78,62.16,-7.07,-12.5,-22.39,,-13.56,-11.58,-33.03,-14.69,-9.11,1
35021,53.67,62.16,-6.67,0.0,-20.0,,-13.53,-11.49,-31.25,-15.87,-10.0,1
35023,51.32,60.98,-18.07,-10.0,-7.14,,-16.1,-11.98,-32.5,-20.58,-13.63,1
35025,45.65,51.57,0.0,-11.74,-12.41,,-13.69,-8.56,-21.29,-17.8,-15.21,0
35027,51.32,60.99,-17.91,-11.76,-8.29,,-16.17,-11.91,-32.52,-20.68,-13.65,1
