county,Percentage Eligible,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,difference_percentage_aian,difference_percentage_asian,difference_percentage_black,difference_percentage_nhpi,difference_percentage_white,difference_percentage_hispanic,difference_percentage_veteran,difference_percentage_elderly,difference_percentage_disability,rural
29207,46.63,6085,4988,54.95,-20.04,-19.23,-16.14,0.0,-14.8,-15.73,-10.02,-18.94,-11.04,1
29209,41.12,6092,5956,50.56,-2.95,0.0,-4.22,,-18.53,-22.9,-36.57,-29.46,-17.32,1
29211,33.0,998,1317,43.11,-27.27,-66.67,-4.0,,-24.17,-3.08,-20.45,-26.53,-15.92,1
29213,41.12,10993,10748,50.56,-2.9,0.0,-4.14,,-18.54,-22.96,-36.61,-29.46,-17.32,1
29215,47.9,5477,4112,57.12,-11.09,0.0,-15.79,,-16.48,-7.14,-18.13,-16.53,-12.63,1
29217,41.93,4207,3987,51.34,-31.31,0.0,0.0,,-18.64,-2.7,-19.3,-21.18,-14.78,1
29219,27.76,4963,8369,37.23,-36.97,0.0,-20.56,-50.67,-25.19,-28.66,-36.8,-23.01,-20.76,1
29221,42.11,4424,4487,49.65,-18.66,0.0,-2.92,,-15.41,-6.08,-10.22,-20.3,-11.33,1
29223,46.06,2276,1871,54.88,-16.67,-23.08,-33.33,,-16.57,-6.67,-9.38,-18.0,-12.85,1
29225,28.07,5363,9488,36.11,-9.02,0.0,0.0,,-21.5,-31.85,-34.24,-30.36,-26.13,1
29227,32.98,328,433,43.1,-28.57,-100.0,0.0,,-24.21,0.0,-20.69,-26.43,-16.1,1
29229,47.9,4069,3055,57.12,-10.93,0.0,-14.29,,-16.47,-6.85,-18.05,-16.52,-12.66,1
29510,40.79,67039,73681,47.64,-3.27,-2.03,-12.77,,-16.48,-23.83,-17.78,-10.75,-6.97,0
30001,33.94,1611,2400,40.16,-2.2,-20.0,0.0,,-15.93,-15.57,-13.89,-18.06,-11.21,1
30003,31.68,1990,3101,39.09,-8.71,-16.67,0.0,,-22.22,-14.39,-18.82,-19.18,-10.75,1
30005,33.8,1167,1700,40.7,-4.49,-27.27,-6.67,,-18.15,-23.29,-13.98,-20.5,-13.16,1
30007,33.82,1122,1634,40.71,-4.67,-28.12,0.0,,-18.09,-22.86,-13.97,-20.48,-13.16,1
30009,33.82,1735,2528,40.7,-4.33,-28.57,-4.55,,-18.17,-22.94,-14.08,-20.53,-13.27,1
30011,31.63,214,333,39.12,-9.62,-33.33,0.0,,-22.47,-13.33,-18.52,-19.05,-11.11,1
30013,35.62,14414,20072,41.8,-3.52,-14.59,-2.83,,-16.06,-8.8,-11.89,-16.86,-10.94,0
30015,33.79,977,1423,40.71,-3.85,-28.57,0.0,,-18.17,-22.95,-14.1,-20.5,-13.29,1
30017,31.68,1799,2803,39.09,-8.74,-18.18,0.0,,-22.24,-15.08,-18.7,-19.18,-10.71,1
30019,31.63,252,393,39.07,-8.2,-33.33,0.0,,-22.38,-16.67,-18.75,-18.7,-10.38,1
30021,31.67,1355,2112,39.08,-8.84,-23.53,0.0,,-22.25,-14.74,-18.5,-19.13,-10.7,1
30023,33.95,1619,2412,40.16,-2.19,-20.0,0.0,,-15.98,-15.45,-14.11,-17.97,-11.16,1
30025,31.67,462,719,39.12,-8.93,-16.67,0.0,,-22.14,-12.5,-18.64,-19.03,-10.82,1
30027,33.81,1895,2761,40.7,-4.35,-29.63,-4.17,,-18.15,-23.53,-13.91,-20.49,-13.24,1
30029,31.55,17622,24941,41.4,-6.84,-32.84,0.0,0.0,-26.16,-38.27,-24.71,-24.39,-19.73,0
30031,27.63,18044,32373,35.79,0.0,-54.73,0.0,,-22.21,-57.36,-29.67,-31.47,-19.23,0
30033,31.65,178,277,39.12,-9.3,0.0,0.0,,-22.3,-8.33,-21.74,-19.54,-10.67,1
30035,31.56,2327,3294,41.4,-6.67,-33.33,0.0,0.0,-26.17,-38.33,-24.55,-24.34,-19.74,1
30037,33.83,136,198,40.72,-5.56,-25.0,0.0,,-17.89,-22.22,-13.64,-21.43,-13.04,1
30039,33.94,569,848,40.16,-1.56,-16.67,0.0,,-15.84,-13.95,-13.91,-18.15,-11.24,1
30041,33.81,2701,3936,40.7,-4.17,-28.57,-2.94,,-18.12,-23.53,-13.92,-20.43,-13.22,1
30043,33.81,2001,2916,40.7,-4.49,-29.82,-4.0,,-18.13,-23.02,-13.79,-20.39,-13.27,1
30045,33.78,335,488,40.7,-4.44,-30.0,0.0,,-18.09,-23.81,-13.21,-20.44,-14.04,1
30047,36.18,5689,7657,42.63,-4.76,-31.4,0.0,,-15.68,-28.67,-11.89,-18.61,-15.2,1
30049,35.62,12119,16876,41.8,-3.51,-14.51,-3.37,,-16.06,-8.74,-11.89,-16.85,-10.93,0
30051,33.79,324,472,40.7,-4.65,-22.22,0.0,,-18.03,-20.0,-15.38,-20.3,-13.64,1
30053,31.56,3323,4704,41.4,-6.79,-38.46,0.0,0.0,-26.17,-37.65,-24.69,-24.34,-19.75,1
30055,31.74,261,407,39.07,-7.94,0.0,0.0,,-22.12,-11.11,-18.18,-19.53,-10.91,1
30057,33.96,1482,2208,40.16,-2.38,-18.75,0.0,,-15.97,-15.18,-13.76,-18.07,-11.25,1
30059,33.84,320,466,40.71,-4.65,-33.33,0.0,,-18.28,-25.0,-13.73,-20.61,-12.96,1
30061,36.18,828,1114,42.64,-4.67,-30.77,0.0,,-15.58,-27.87,-11.68,-18.61,-15.11,1
30063,36.17,21544,28995,42.63,-4.67,-31.29,0.0,,-15.68,-28.55,-11.97,-18.62,-15.18,0
30065,31.68,716,1115,39.1,-8.67,-22.22,0.0,,-22.32,-14.0,-19.57,-19.37,-10.63,1
30067,33.81,2848,4150,40.7,-4.47,-28.4,-5.56,,-18.12,-23.46,-13.88,-20.41,-13.26,1
30069,33.66,82,120,40.59,-9.09,0.0,0.0,,-17.57,-20.0,-15.38,-20.59,-14.29,1
30071,33.82,698,1017,40.7,-4.3,-30.0,-11.11,,-18.17,-22.73,-13.51,-20.63,-13.5,1
30073,33.79,977,1423,40.71,-3.85,-28.57,0.0,,-18.17,-22.95,-14.1,-20.5,-13.29,1
30075,31.66,257,400,39.12,-8.06,0.0,0.0,,-22.43,-16.67,-18.18,-19.05,-11.11,1
30077,33.96,1194,1779,40.16,-2.22,-19.23,0.0,,-15.88,-14.44,-13.75,-17.84,-11.28,1
30079,31.67,164,256,39.05,-10.0,0.0,0.0,,-22.63,-16.67,-19.05,-18.75,-10.14,1
30081,33.94,7593,11312,40.16,-2.1,-19.51,0.0,,-15.94,-15.3,-14.0,-18.0,-11.22,1
30083,31.68,1743,2715,39.1,-8.77,-19.05,0.0,,-22.21,-14.75,-18.83,-19.11,-10.66,1
30085,31.67,1637,2550,39.1,-8.59,-20.0,0.0,,-22.25,-14.78,-18.66,-19.2,-10.76,1
30087,31.67,1263,1968,39.09,-8.82,-13.33,0.0,,-22.17,-14.77,-19.14,-19.22,-10.73,1
30089,36.17,2265,3049,42.62,-4.78,-29.41,0.0,,-15.7,-28.57,-12.0,-18.6,-15.16,1
30091,31.68,536,835,39.1,-9.23,-28.57,0.0,,-22.2,-15.79,-18.84,-19.08,-10.67,1
30093,33.95,6039,8996,40.17,-2.2,-19.85,0.0,,-15.96,-15.32,-13.98,-18.02,-11.24,0
30095,33.81,1485,2163,40.71,-4.55,-28.57,-5.26,,-18.19,-22.58,-13.92,-20.39,-13.32,1
30097,33.8,609,888,40.68,-3.7,-29.41,-12.5,,-18.26,-23.68,-13.4,-20.4,-13.53,1
30099,33.81,1031,1502,40.7,-3.65,-27.59,-7.69,,-18.18,-23.08,-14.02,-20.38,-13.18,1
30101,33.81,823,1200,40.68,-4.55,-26.09,0.0,,-18.21,-23.08,-13.74,-20.47,-13.26,1
30103,31.63,115,179,39.12,-10.71,0.0,0.0,,-22.92,-12.5,-20.0,-19.64,-10.42,1
30105,31.66,1148,1789,39.09,-8.63,-21.43,0.0,,-22.2,-15.0,-19.05,-19.04,-10.77,1
30107,33.77,344,501,40.71,-4.35,-30.0,0.0,,-18.27,-22.73,-14.55,-20.57,-12.93,1
30109,31.68,142,221,39.12,-8.82,-50.0,0.0,,-22.03,-20.0,-16.67,-18.84,-11.67,1
30111,35.98,28680,39428,42.11,-3.97,-1.67,0.0,,-16.07,-2.87,-15.85,-20.96,-8.76,0
31001,28.04,4439,8160,35.23,0.0,0.0,-2.65,,-19.78,-24.48,-23.01,-26.17,-8.72,0
31003,28.29,875,1550,36.08,-7.69,0.0,0.0,,-23.74,-8.99,-32.93,-26.69,-12.89,1
31005,32.58,71,107,39.89,-33.33,-33.33,-33.33,,-18.18,0.0,-14.29,-20.0,-14.81,1
31007,33.82,124,151,45.09,-16.67,-100.0,-100.0,,-25.83,-30.43,-30.0,-22.81,-18.18,1
31009,30.23,64,108,37.21,0.0,0.0,0.0,,-22.22,-20.0,-33.33,-27.59,-25.0,1
31011,28.27,747,1323,36.09,-7.27,0.0,0.0,,-23.91,-9.21,-32.86,-26.8,-12.99,1
31013,33.72,1996,2421,45.19,-16.49,-68.75,-50.0,,-25.85,-32.26,-28.22,-23.02,-18.48,1
31015,33.74,332,403,45.17,-16.13,-66.67,0.0,,-25.86,-32.26,-29.63,-23.18,-18.64,1
31017,33.73,534,648,45.18,-16.0,-75.0,-50.0,,-25.92,-33.0,-29.55,-23.05,-18.42,1
31019,28.04,7123,13095,35.23,0.0,0.0,-2.31,,-19.78,-24.5,-22.87,-26.17,-8.67,0
31021,28.28,934,1654,36.09,-7.25,0.0,0.0,,-23.85,-8.95,-32.95,-26.79,-13.04,1
31023,25.3,1212,2211,35.41,-41.67,0.0,0.0,0.0,-29.43,-20.95,-25.93,-29.58,-20.04,1
31025,27.87,3575,6876,34.21,0.0,0.0,-39.25,,-19.17,-4.9,-34.0,-35.5,-18.86,0
31027,28.28,1162,2059,36.08,-6.98,0.0,0.0,,-23.85,-8.47,-32.11,-26.63,-13.18,1
31029,32.82,649,966,40.19,-16.67,-29.17,-35.48,0.0,-17.31,-2.2,-12.31,-18.89,-14.86,1
31031,33.72,1005,1219,45.19,-15.96,-62.5,-50.0,,-25.82,-32.09,-28.05,-22.98,-18.49,1
31033,33.72,1743,2114,45.19,-16.46,-64.29,-57.14,,-25.86,-32.31,-28.67,-22.95,-18.55,1
31035,28.04,868,1596,35.23,0.0,0.0,-2.7,,-19.85,-24.71,-23.19,-26.32,-8.85,1
31037,28.28,1468,2600,36.09,-7.34,0.0,0.0,,-23.79,-8.72,-32.61,-26.64,-13.06,1
31039,28.27,1252,2218,36.08,-7.53,0.0,0.0,,-23.89,-9.02,-33.05,-26.78,-12.97,1
31041,30.04,1587,2647,37.48,-10.71,0.0,0.0,,-23.49,-17.45,-30.67,-25.81,-27.8,1
31043,28.28,2997,5309,36.08,-7.21,0.0,0.0,,-23.84,-8.7,-32.38,-26.65,-13.02,0
31045,33.72,1510,1832,45.18,-16.9,-66.67,-50.0,,-25.82,-32.62,-28.23,-23.0,-18.62,1
31047,32.83,4012,5979,40.16,-16.44,-28.38,-33.85,0.0,-17.26,-1.78,-12.9,-18.96,-14.99,1
31049,33.69,338,410,45.19,-15.62,-66.67,0.0,,-25.69,-31.75,-28.57,-22.73,-18.33,1
31051,28.27,777,1377,36.07,-8.62,0.0,0.0,,-23.88,-8.86,-32.88,-26.67,-13.04,1
31053,27.87,4995,9609,34.2,0.0,0.0,-39.33,,-19.17,-4.89,-33.97,-35.45,-18.93,0
31055,31.48,86686,149441,36.71,-3.19,-3.55,-6.78,0.0,-17.3,-12.16,-13.06,-14.5,-9.37,0
31057,32.8,276,411,40.17,-20.0,-30.0,-30.77,0.0,-17.39,-2.56,-14.29,-18.95,-15.09,1
31059,25.31,805,1468,35.42,-41.67,0.0,0.0,0.0,-29.38,-20.29,-25.93,-29.44,-19.75,1
31061,28.04,411,755,35.25,0.0,0.0,0.0,,-19.69,-25.0,-24.24,-26.26,-8.75,1
31063,32.82,419,624,40.17,-13.33,-26.67,-35.0,0.0,-17.19,-3.39,-11.9,-18.97,-14.91,1
31065,32.81,771,1149,40.16,-17.86,-31.03,-35.14,0.0,-17.26,-1.85,-12.99,-18.93,-14.86,1
31067,25.31,3145,5736,35.41,-41.3,0.0,0.0,0.0,-29.43,-20.66,-25.65,-29.51,-19.93,1
31069,33.73,346,420,45.17,-18.18,-66.67,0.0,,-25.97,-32.31,-28.57,-22.93,-18.7,1
31071,30.08,273,455,37.5,-20.0,0.0,0.0,,-23.48,-17.74,-30.77,-26.23,-27.91,1
31073,32.78,315,469,40.18,-9.09,-33.33,-33.33,0.0,-17.3,-2.27,-12.5,-18.86,-14.88,1
31075,32.94,102,152,40.16,-25.0,-25.0,-40.0,0.0,-17.02,0.0,-10.0,-19.3,-15.38,1
31077,30.07,329,549,37.47,-16.67,0.0,0.0,,-23.38,-17.33,-29.03,-25.85,-27.88,1
31079,30.03,9465,15789,37.48,-9.52,0.0,0.0,,-23.52,-17.4,-30.55,-25.82,-27.87,0
31081,30.02,1418,2366,37.47,-8.0,0.0,0.0,,-23.46,-17.34,-30.6,-25.87,-27.96,1
31083,28.04,437,804,35.21,0.0,0.0,-5.26,,-19.71,-25.58,-22.86,-26.19,-8.77,1
31085,32.87,143,213,40.17,-20.0,-20.0,-28.57,0.0,-16.79,0.0,-7.14,-18.99,-14.55,1
31087,32.81,436,649,40.18,-18.75,-25.0,-33.33,0.0,-17.25,-1.64,-13.64,-19.01,-14.97,1
31089,33.72,1864,2261,45.19,-16.57,-66.67,-50.0,,-25.85,-32.47,-28.29,-23.0,-18.58,1
31091,32.77,119,178,40.07,0.0,-25.0,-33.33,0.0,-17.43,-5.88,-16.67,-18.18,-15.22,1
31093,30.02,974,1624,37.49,-5.88,0.0,0.0,,-23.57,-17.57,-30.43,-25.75,-28.01,1
31095,25.3,1048,1912,35.41,-41.94,0.0,0.0,0.0,-29.38,-20.0,-25.71,-29.53,-20.0,1
31097,25.31,767,1398,35.43,-43.48,0.0,0.0,0.0,-29.46,-21.21,-26.21,-29.53,-20.0,1
31099,28.05,951,1748,35.24,0.0,0.0,-2.5,,-19.78,-24.73,-22.67,-26.2,-8.63,1
31101,32.83,1387,2067,40.16,-17.65,-27.45,-33.33,0.0,-17.28,-2.06,-12.95,-18.96,-15.01,1
31103,33.76,142,172,45.22,-15.38,-100.0,-100.0,,-25.55,-30.77,-33.33,-23.08,-18.0,1
31105,33.72,632,766,45.21,-15.25,-60.0,-66.67,,-25.86,-32.2,-28.85,-23.0,-18.3,1
31107,28.28,1165,2064,36.08,-6.98,0.0,0.0,,-23.8,-8.86,-32.11,-26.71,-13.15,1
31109,29.23,47467,83950,36.12,0.0,-18.07,-18.43,,-19.27,-14.03,-23.51,-11.45,-14.03,0
31111,32.83,5770,8599,40.16,-17.06,-28.5,-34.06,0.0,-17.25,-1.86,-12.78,-18.99,-15.03,0
31113,32.77,119,178,40.07,0.0,-25.0,-33.33,0.0,-17.43,-5.88,-16.67,-18.18,-15.22,1
31115,30.04,91,152,37.45,-50.0,0.0,0.0,,-23.38,-19.05,-33.33,-26.83,-27.59,1
31117,32.73,66,99,40.0,0.0,0.0,-33.33,,-18.03,0.0,-14.29,-18.92,-12.0,1
31119,28.28,4939,8750,36.08,-7.1,0.0,0.0,,-23.86,-8.76,-32.54,-26.68,-13.05,0
31121,30.04,1154,1925,37.48,-14.29,0.0,0.0,,-23.49,-17.49,-30.28,-25.78,-27.82,0
31123,33.75,840,1018,45.21,-16.46,-71.43,-33.33,,-25.86,-32.48,-28.99,-23.04,-18.46,1
31125,28.29,470,832,36.1,-8.57,0.0,0.0,,-23.95,-8.42,-31.82,-26.48,-12.98,1
31127,25.3,1024,1868,35.41,-40.0,0.0,0.0,0.0,-29.45,-20.45,-25.55,-29.58,-20.0,1
31129,28.04,582,1069,35.25,0.0,0.0,-4.0,,-19.71,-24.56,-21.74,-26.07,-8.81,1
31131,25.31,2305,4203,35.42,-41.18,0.0,0.0,0.0,-29.42,-20.6,-25.65,-29.54,-19.89,1
31133,25.31,369,674,35.38,-45.45,0.0,0.0,0.0,-29.49,-21.88,-24.49,-29.48,-19.44,1
31135,32.83,475,708,40.15,-17.65,-27.78,-34.78,0.0,-17.43,-1.52,-12.5,-19.32,-14.84,1
31137,28.05,1276,2345,35.24,0.0,0.0,-1.85,,-19.77,-24.19,-22.77,-26.22,-8.63,1
31139,28.27,1016,1800,36.08,-6.67,0.0,0.0,,-23.86,-9.18,-32.63,-26.64,-13.08,1
31141,28.28,4760,8432,36.08,-7.1,0.0,0.0,,-23.85,-8.78,-32.44,-26.67,-13.03,0
31143,25.29,755,1377,35.41,-40.91,0.0,0.0,0.0,-29.4,-20.0,-25.74,-29.66,-20.0,1
31145,32.84,1781,2653,40.17,-16.92,-28.79,-34.12,0.0,-17.27,-2.01,-12.85,-19.03,-15.06,1
31147,25.31,1140,2079,35.41,-39.39,0.0,0.0,0.0,-29.45,-20.41,-25.66,-29.4,-19.96,1
31149,33.72,233,283,45.16,-18.18,-50.0,-100.0,,-26.11,-34.09,-26.32,-22.64,-18.07,1
31151,25.31,2071,3776,35.42,-40.98,0.0,0.0,0.0,-29.43,-20.67,-25.63,-29.56,-19.9,1
31153,18.72,17684,54723,24.42,0.0,-66.73,-7.95,,-24.32,-15.09,-24.56,-22.61,-19.64,0
31155,27.86,2994,5760,34.2,0.0,0.0,-40.0,,-19.19,-5.09,-34.06,-35.49,-18.89,1
31157,33.72,6643,8057,45.19,-16.51,-66.67,-51.85,,-25.84,-32.45,-28.18,-22.96,-18.55,1
31159,25.31,2552,4654,35.41,-41.33,0.0,0.0,0.0,-29.45,-20.45,-25.51,-29.52,-19.96,1
31161,33.73,944,1146,45.17,-16.85,-62.5,-50.0,,-25.85,-32.39,-28.57,-23.02,-18.75,1
31163,30.02,445,742,37.49,-12.5,0.0,0.0,,-23.67,-16.83,-30.95,-26.13,-27.86,1
31165,33.76,210,255,45.16,-20.0,-50.0,-100.0,,-25.62,-33.33,-29.41,-22.11,-18.67,1
31167,28.29,811,1436,36.09,-6.67,0.0,0.0,,-23.89,-9.09,-32.89,-26.71,-13.06,1
31169,25.32,729,1329,35.42,-38.1,0.0,0.0,0.0,-29.45,-20.63,-25.77,-29.53,-20.0,1
31171,32.73,111,165,40.22,-25.0,-25.0,-40.0,0.0,-16.83,0.0,-9.09,-18.03,-14.29,1
31173,28.28,939,1664,36.07,-7.14,0.0,0.0,,-23.83,-8.9,-31.82,-26.82,-13.19,1
31175,30.02,612,1020,37.5,-9.09,0.0,0.0,,-23.6,-17.27,-31.03,-25.64,-27.98,1
31177,27.87,2804,5395,34.2,0.0,0.0,-39.29,,-19.19,-4.89,-34.04,-35.47,-18.94,1
31179,28.28,1347,2386,36.08,-7.0,0.0,0.0,,-23.84,-8.76,-32.54,-26.69,-13.04,1
31181,28.05,482,886,35.23,0.0,0.0,-4.76,,-19.83,-23.4,-23.68,-26.29,-8.51,1
31183,30.1,116,193,37.54,0.0,0.0,0.0,,-23.47,-15.38,-27.27,-26.92,-27.78,1
31185,25.31,2047,3733,35.42,-41.67,0.0,0.0,0.0,-29.47,-20.9,-25.91,-29.51,-20.0,1
32001,35.51,4237,5615,43.01,-11.3,-28.98,-3.01,-33.33,-18.0,-14.41,-20.56,-20.49,-13.67,1
32003,39.46,397475,456815,46.53,-14.06,-14.63,-12.33,-10.79,-16.55,-12.77,-17.73,-16.64,-10.62,0
32005,35.18,8250,11693,41.37,-3.62,-29.91,0.0,,-15.85,-11.91,-7.18,-11.92,-7.69,0
32007,35.5,8920,11820,43.01,-11.31,-28.92,-3.14,-50.0,-17.99,-14.41,-20.58,-20.51,-13.72,0
32009,35.36,120,160,42.86,-11.76,-20.0,0.0,,-17.31,-15.62,-17.86,-20.63,-14.55,1
32011,35.48,307,407,43.0,-9.52,-30.77,0.0,,-18.05,-14.63,-20.55,-20.5,-13.57,1
32013,35.51,2871,3804,43.01,-11.14,-28.57,-3.54,-50.0,-17.98,-14.36,-20.62,-20.51,-13.75,1
32015,35.5,951,1260,43.01,-11.45,-28.21,-2.7,-100.0,-17.94,-14.57,-20.44,-20.52,-13.63,1
32017,35.5,746,989,43.0,-11.65,-29.03,-3.45,-100.0,-18.06,-14.57,-20.45,-20.51,-13.53,1
32019,35.18,9876,13999,41.37,-3.63,-29.97,0.0,,-15.85,-11.93,-7.2,-11.92,-7.69,0
32021,35.52,755,1001,43.0,-11.54,-29.03,-3.33,-100.0,-17.99,-14.36,-20.67,-20.51,-13.66,1
32023,35.5,8568,11354,43.01,-11.27,-28.93,-2.98,-50.0,-17.98,-14.39,-20.58,-20.51,-13.72,0
32027,35.51,1104,1464,42.99,-11.18,-28.26,-2.33,-100.0,-18.04,-14.58,-20.69,-20.59,-13.72,1
32029,35.17,683,968,41.37,-4.35,-29.63,0.0,,-15.78,-11.11,-7.09,-12.11,-7.98,1
32031,32.97,75174,122837,37.96,-6.17,-10.17,-3.63,-34.76,-14.62,-10.29,-14.64,-13.56,-9.3,0
32033,35.51,1508,1998,43.01,-11.54,-28.57,-3.39,0.0,-18.03,-14.43,-20.73,-20.53,-13.68,1
32510,35.18,9776,13857,41.37,-3.66,-30.03,0.0,,-15.86,-11.92,-7.17,-11.92,-7.69,0
33001,30.36,9781,16643,37.02,-15.21,-2.3,0.0,,-18.21,0.0,-21.25,-24.66,-14.73,1
33003,30.36,7695,13093,37.02,-15.05,-1.95,0.0,,-18.21,0.0,-21.22,-24.66,-14.73,1
33005,30.59,10139,18615,35.26,-2.79,0.0,-27.51,0.0,-13.43,0.0,-12.79,-17.79,-11.69,0
33007,31.73,4592,7767,37.16,0.0,0.0,-17.35,0.0,-14.76,-6.33,-9.91,-21.84,-12.82,1
33009,31.73,13380,22631,37.16,0.0,0.0,-16.55,0.0,-14.75,-5.68,-9.84,-21.85,-12.84,1
33011,25.12,49710,118319,29.58,-13.63,-18.57,-11.99,0.0,-15.48,-2.98,-15.8,-15.55,-11.25,0
33013,29.48,21598,38146,36.15,-1.49,-4.69,-4.96,,-19.22,-0.39,-15.54,-28.8,-19.29,0
33015,21.29,31023,95523,24.52,-0.66,-3.7,-0.27,,-13.66,-1.66,-21.54,-18.43,-13.85,0
33017,24.75,15512,36830,29.64,-4.03,-45.67,0.0,,-16.81,0.0,-22.45,-16.83,-10.37,0
33019,31.73,6324,10697,37.15,0.0,0.0,-16.42,0.0,-14.75,-5.56,-9.96,-21.85,-12.85,1
34001,36.16,46914,65300,41.81,-11.76,-4.84,-4.63,,-16.32,-12.7,-13.26,-16.67,-9.09,0
34003,25.34,102671,249397,29.16,-18.88,-8.98,-7.36,0.0,-15.21,-8.05,-11.1,-15.35,-12.0,0
34005,25.21,51314,124478,29.19,-21.02,-16.61,-4.13,0.0,-17.56,-16.99,-14.59,-15.24,-12.34,0
34007,37.85,84769,116600,42.1,-7.1,-4.79,-6.36,0.0,-13.27,-6.76,-17.74,-11.89,-7.62,0
34009,25.33,16477,32471,33.66,0.0,0.0,-16.61,,-28.6,-8.53,-45.9,-18.52,-12.74,1
34011,45.09,28615,26392,52.02,-12.44,-14.73,-21.91,,-15.96,-11.51,-38.93,-14.44,-15.24,0
34013,43.19,154161,167415,47.94,-12.35,-11.79,-8.24,,-9.04,-7.33,-7.66,-8.66,-6.35,0
34015,28.61,37853,74472,33.7,-6.89,-3.19,-6.41,,-16.69,-15.54,-14.5,-17.04,-8.14,0
34017,40.21,129509,162438,44.36,-6.31,-12.09,-5.74,,-11.19,-8.0,-9.77,-9.57,-5.26,0
34019,16.89,9958,41120,19.5,0.0,0.0,-8.91,,-14.36,0.0,-10.61,-11.66,-10.95,0
34021,32.73,53294,90723,37.01,-16.52,-14.13,-4.95,,-13.75,-13.43,-17.37,-14.48,-10.3,0
34023,30.51,108164,200386,35.06,-17.32,-9.22,-13.44,,-15.74,-9.73,-17.35,-16.7,-9.88,0
34025,24.08,70037,180068,28.0,-6.37,-12.24,-3.07,,-15.76,-10.16,-15.13,-15.22,-11.57,0
34027,19.36,43789,149107,22.7,-11.51,-13.76,-2.72,,-17.68,-8.3,-12.64,-18.7,-14.49,0
34029,31.11,88948,151857,36.94,-8.59,-12.08,-12.96,0.0,-15.83,-8.68,-18.61,-21.98,-16.6,0
34031,47.33,91417,86478,51.39,-12.41,-17.06,-6.17,0.0,-8.62,-5.8,-3.95,-9.82,-5.46,0
34033,39.67,11064,12757,46.45,-6.14,0.0,-15.66,,-17.07,-6.06,-4.23,-24.41,-10.3,0
34035,18.68,28896,102272,22.03,-9.94,-15.47,-32.74,,-13.11,-3.41,-11.02,-14.89,-22.26,0
34037,22.21,15573,43141,26.52,-2.52,-51.3,0.0,,-15.92,-11.32,-24.33,-14.02,-8.75,0
34039,34.83,78534,122905,38.99,-22.16,-13.05,-7.69,,-11.32,-9.36,-10.8,-14.73,-12.55,0
34041,32.42,16480,29730,35.66,-5.04,0.0,0.0,,-10.32,-5.05,-26.13,-15.1,-5.88,0
35001,43.56,140103,144149,49.29,-6.77,-8.21,-13.03,0.0,-12.55,-8.77,-20.66,-14.44,-8.98,0
35003,52.53,808,517,60.98,-11.27,-11.11,-5.56,,-14.25,-10.44,-27.01,-17.57,-11.89,1
35005,54.84,15909,9681,62.17,-7.35,-11.48,-11.68,,-12.33,-10.45,-28.34,-11.9,-8.38,0
35006,71.35,6214,2055,75.15,-4.74,0.0,0.0,,-7.93,-1.21,-6.11,-6.43,-5.63,1
35007,54.84,3026,1841,62.17,-7.58,-13.04,-11.83,,-12.33,-10.45,-28.29,-11.9,-8.41,1
35009,54.84,11825,7196,62.17,-7.39,-12.09,-11.71,,-12.33,-10.45,-28.32,-11.9,-8.39,0
35011,54.87,414,252,62.16,-7.89,0.0,-12.0,,-12.24,-10.27,-27.71,-11.8,-8.29,1
35013,55.02,51275,33747,60.31,0.0,-33.99,-21.75,0.0,-9.43,-3.89,-10.51,-9.06,-5.29,0
35015,46.26,11403,10708,51.57,0.0,-11.75,-12.34,,-12.7,-7.04,-15.55,-16.46,-13.58,0
35017,52.53,6376,4078,60.99,-10.91,-11.27,-6.64,,-14.15,-10.39,-27.08,-17.56,-12.03,1
35019,54.84,1086,661,62.16,-7.07,-12.5,-11.94,,-12.33,-10.39,-28.44,-11.85,-8.36,1
35021,54.83,161,98,62.16,-6.67,0.0,-10.0,,-12.03,-10.34,-28.12,-12.7,-8.75,1
35023,52.52,944,604,60.98,-10.84,-10.0,-4.76,,-14.15,-10.46,-26.88,-17.48,-12.01,1
35025,46.26,13626,12794,51.57,0.0,-11.74,-12.41,,-12.7,-7.04,-15.55,-16.44,-13.59,0
35027,52.53,4584,2932,60.99,-10.95,-11.76,-6.34,,-14.14,-10.42,-26.99,-17.54,-12.03,1
35028,44.54,4023,4080,49.65,-7.89,-7.14,0.0,,-11.81,-7.81,-16.82,-12.15,-7.57,1
35029,52.53,5749,3678,60.98,-10.91,-12.5,-6.23,,-14.17,-10.37,-27.05,-17.54,-12.02,1
35031,71.35,16672,5515,75.14,-4.72,0.0,0.0,,-7.91,-1.2,-6.08,-6.43,-5.64,0
35033,44.53,867,879,49.66,-8.41,-6.67,0.0,,-11.71,-7.66,-17.09,-12.15,-7.67,1
35035,52.53,15344,9814,60.99,-11.0,-11.76,-6.4,,-14.16,-10.38,-27.01,-17.54,-12.03,0
35037,54.84,2136,1300,62.17,-7.18,-12.5,-11.45,,-12.32,-10.48,-28.21,-11.91,-8.33,1
35039,44.54,8363,8483,49.64,-8.07,-7.53,0.0,,-11.79,-7.82,-16.81,-12.13,-7.58,1
35041,54.84,4687,2853,62.16,-7.46,-11.11,-11.81,,-12.31,-10.45,-28.34,-11.91,-8.36,1
35043,38.51,24464,32061,43.28,-2.05,-5.1,-4.06,,-10.82,-11.55,-15.33,-21.2,-11.89,0
