zcta,Percentage Eligible,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,difference_percentage_aian,difference_percentage_asian,difference_percentage_black,difference_percentage_nhpi,difference_percentage_white,difference_percentage_hispanic,difference_percentage_veteran,difference_percentage_elderly,difference_percentage_disability
60192,31.03,2183,3800,36.49,0.0,-11.23,-4.82,0.0,-18.03,-10.91,-25.74,-20.55,-16.21
60193,26.68,4773,10391,31.48,0.0,-12.38,-47.36,,-19.13,-16.09,-6.95,-16.16,-11.42
60194,26.91,2422,5214,31.72,0.0,-11.95,-46.25,,-18.95,-15.98,-6.69,-16.13,-11.69
60195,36.13,682,983,40.96,0.0,-5.83,-5.71,,-10.95,-14.19,-20.0,-14.39,-18.4
60201,30.45,5973,10384,36.52,-62.3,-16.72,-13.59,,-18.63,-15.58,-81.38,-19.4,-13.32
60202,30.45,4448,7732,36.52,-63.04,-16.73,-13.65,,-18.66,-15.58,-81.52,-19.38,-13.3
60203,30.47,620,1077,36.54,-66.67,-16.56,-13.21,,-18.7,-16.28,-80.77,-19.47,-13.62
60208,30.26,28,48,36.84,,-14.29,-20.0,,-16.67,-25.0,-100.0,-15.38,-11.11
60301,37.03,464,627,42.53,-7.69,-5.56,-8.97,,-17.71,-11.32,-15.38,-15.69,-8.02
60302,37.01,5143,6954,42.51,-4.96,-8.96,-8.53,,-17.58,-11.03,-13.99,-15.64,-7.85
60304,37.0,2723,3682,42.51,-5.33,-8.49,-8.47,,-17.54,-11.02,-13.91,-15.65,-7.78
60305,37.01,1786,2416,42.5,-4.08,-8.57,-8.6,,-17.68,-11.03,-14.14,-15.69,-7.85
60401,24.24,929,2252,29.2,0.0,-33.33,-4.43,,-19.86,-5.0,-23.53,-24.9,-17.82
60402,38.88,9761,12813,43.24,-0.3,-1.0,-8.69,,-11.7,-8.65,-16.7,-14.61,-9.2
60403,28.22,1906,3898,32.84,-1.33,-0.62,-7.09,,-16.93,-13.58,-18.71,-17.8,-10.98
60404,42.72,3547,3676,49.11,-6.12,-16.36,-10.17,,-16.37,-6.21,-36.42,-18.54,-18.95
60406,37.41,4128,5167,44.41,-2.04,-3.48,-13.31,0.0,-17.65,-13.38,-23.44,-23.19,-20.13
60407,30.17,205,375,35.34,-20.0,0.0,-4.88,,-16.13,-16.67,-24.0,-21.51,-10.67
60408,24.13,636,1549,29.11,0.0,-33.33,-4.63,,-19.76,-4.88,-24.47,-25.0,-18.06
60409,55.43,7603,5121,59.75,-9.09,-100.0,-4.68,0.0,-14.63,-12.86,-4.56,-12.16,-5.29
60410,29.1,1768,3382,34.33,-13.89,-17.95,-7.14,0.0,-17.42,-10.32,-25.91,-22.26,-14.15
60411,41.52,9770,10113,49.14,0.0,0.0,-11.61,,-23.41,-16.77,-12.98,-14.18,-13.33
60415,35.54,2428,3244,42.81,0.0,0.0,-16.88,,-17.68,-13.75,-26.8,-25.36,-22.99
60416,33.68,1381,2161,38.99,-22.73,0.0,-8.97,0.0,-14.22,-22.01,-25.33,-19.4,-6.71
60417,24.14,1739,4239,29.09,0.0,-34.15,-4.41,,-19.87,-4.46,-23.83,-24.87,-17.9
60418,36.25,1756,2272,43.59,-5.71,-13.24,-14.61,,-18.25,-11.82,-19.23,-19.78,-16.48
60419,55.42,4516,3042,59.75,-8.46,-100.0,-4.69,0.0,-14.61,-12.68,-4.35,-12.18,-5.29
60420,33.56,805,1114,41.95,-10.53,0.0,-4.08,,-21.13,-14.29,-35.51,-25.85,-15.17
60421,24.23,426,1031,29.24,0.0,-30.0,-4.17,,-19.88,-3.57,-24.19,-24.79,-17.88
60422,41.52,1812,1875,49.15,0.0,0.0,-11.66,,-23.28,-16.61,-12.99,-14.13,-13.33
60423,14.63,2192,9182,19.27,-75.44,-28.21,-3.09,,-23.97,-47.65,-17.62,-21.09,-23.9
60424,33.72,304,476,38.97,-20.0,0.0,-9.09,0.0,-14.16,-21.74,-24.24,-19.35,-7.14
60425,42.97,1630,1614,50.25,-2.5,-8.33,-10.61,0.0,-22.83,-16.18,-11.84,-14.02,-12.23
60426,54.06,4996,3528,58.61,-9.22,-65.52,-4.92,0.0,-15.2,-12.7,-4.82,-12.41,-5.7
60428,41.72,1960,2098,48.3,-11.9,-22.58,-8.81,0.0,-18.04,-11.04,-9.63,-14.53,-9.91
60429,42.05,2566,2701,48.72,-8.93,-22.22,-9.14,0.0,-18.72,-11.69,-10.27,-14.5,-10.39
60430,45.0,3793,3552,51.64,-4.21,-21.62,-9.0,0.0,-20.84,-14.56,-10.9,-13.63,-10.33
60431,34.49,3791,5637,40.21,-5.49,-5.45,-8.79,,-17.5,-11.97,-36.63,-17.53,-14.62
60432,39.48,3292,3916,45.67,-8.43,-18.18,-10.25,,-16.96,-6.9,-34.58,-18.71,-19.15
60433,41.54,2861,3119,47.84,-7.01,-17.39,-10.17,,-16.62,-6.5,-36.14,-18.57,-19.09
60435,40.15,8053,9371,46.22,-5.54,-9.69,-10.03,,-16.48,-7.02,-34.01,-18.53,-17.79
60436,42.53,3290,3438,48.9,-6.63,-15.69,-10.24,,-16.43,-6.27,-36.52,-18.67,-18.91
60437,33.9,23,36,38.98,0.0,0.0,0.0,,-11.76,-25.0,-33.33,-11.11,-11.11
60438,52.76,6100,4469,57.72,-7.6,-68.0,-5.69,0.0,-16.93,-13.47,-6.21,-12.54,-6.52
60439,24.33,2838,6393,30.74,-54.0,-11.11,-0.43,,-23.46,-6.32,-13.78,-27.73,-18.77
60440,22.06,4241,13241,24.26,-29.69,-8.32,-7.22,,-10.44,-5.74,-9.05,-9.16,-5.15
60441,20.95,3122,9183,25.37,-9.48,-3.42,-5.06,,-19.56,-21.4,-14.97,-18.77,-13.51
60442,24.14,1385,3375,29.1,0.0,-34.38,-4.26,,-19.87,-5.03,-24.02,-24.9,-18.02
60443,41.52,3890,4027,49.13,0.0,0.0,-11.61,,-23.46,-16.84,-12.89,-14.15,-13.34
60444,33.74,258,403,39.03,-25.0,0.0,-8.93,0.0,-14.58,-20.51,-25.0,-20.0,-7.37
60445,36.77,2329,2944,44.17,-10.0,-19.81,-13.16,,-18.69,-10.26,-11.73,-15.83,-12.23
60446,24.44,3701,9513,28.01,-2.07,-2.66,-6.21,,-15.41,-14.38,-11.93,-14.78,-7.77
60447,31.09,2133,3731,36.37,-18.84,-4.17,-8.37,0.0,-15.83,-22.22,-28.4,-19.93,-8.68
60448,14.11,1648,7152,18.73,-76.6,-28.33,-1.85,,-24.19,-50.36,-17.21,-20.77,-24.42
60449,24.18,1018,2476,29.14,0.0,-33.33,-4.02,,-19.77,-4.58,-23.49,-24.96,-17.91
60450,33.66,3028,4742,38.97,-22.45,0.0,-9.09,0.0,-14.33,-22.0,-26.06,-19.35,-6.83
60451,18.68,3120,10189,23.44,-70.73,-30.77,-3.79,,-21.95,-27.31,-20.66,-23.17,-20.82
60452,36.77,4339,5484,44.17,-12.0,-19.7,-13.14,,-18.73,-10.24,-11.63,-15.72,-12.24
60453,35.54,9821,13123,42.8,0.0,0.0,-16.8,,-17.71,-13.78,-26.62,-25.35,-22.99
60455,30.87,2390,3986,37.48,-10.53,-8.74,-6.9,,-19.58,-12.03,-15.57,-24.49,-13.48
60456,35.52,730,976,42.79,0.0,0.0,-16.67,,-17.74,-13.95,-25.86,-25.44,-23.05
60457,25.68,1762,3685,32.35,-48.39,-12.09,0.0,,-23.21,-8.07,-13.87,-27.41,-17.67
60458,32.93,2091,3220,39.37,-1.79,-10.23,0.0,,-18.1,-12.65,-12.78,-22.96,-9.84
60459,32.93,4246,6538,39.37,-2.63,-10.06,0.0,,-18.09,-12.68,-12.92,-22.96,-9.81
60460,33.56,251,345,42.11,-8.33,0.0,-7.14,,-21.03,-14.29,-36.36,-26.36,-15.56
60461,41.53,873,904,49.13,0.0,0.0,-11.73,,-23.26,-16.79,-12.94,-14.19,-13.43
60462,26.03,5014,10264,32.82,-54.22,-12.98,-6.01,,-23.47,-6.3,-14.18,-26.29,-18.26
60463,31.12,2076,3365,38.15,-16.28,-6.33,-14.82,,-20.33,-12.01,-22.75,-26.29,-21.61
60464,24.62,1187,2602,31.33,-63.16,-11.11,0.0,,-24.02,-5.56,-14.58,-28.14,-19.15
60465,24.62,2202,4827,31.33,-61.11,-12.71,0.0,,-24.04,-5.0,-14.61,-28.09,-19.33
60466,38.69,3763,4440,45.87,0.0,-8.57,-11.4,,-22.67,-15.68,-14.47,-15.43,-13.74
60467,24.02,2997,6805,30.58,-60.78,-12.82,-2.35,,-23.89,-9.52,-14.73,-27.22,-19.29
60468,24.3,697,1686,29.25,0.0,-31.25,-4.2,,-19.52,-4.44,-24.27,-24.74,-17.34
60469,37.98,888,1077,45.19,-12.5,-18.92,-11.47,,-18.67,-10.83,-9.84,-15.14,-11.6
60470,33.61,100,139,41.84,-20.0,,-16.67,,-21.51,-18.18,-38.46,-25.0,-13.89
60471,41.44,2397,2489,49.06,0.0,0.0,-11.57,,-23.46,-16.71,-13.19,-14.23,-13.33
60472,36.55,748,954,43.95,-14.29,-18.75,-13.83,,-18.64,-11.19,-14.81,-17.43,-13.91
60473,55.43,4569,3078,59.75,-9.09,-100.0,-4.69,0.0,-14.68,-12.84,-4.62,-12.18,-5.3
60474,33.66,118,185,38.94,-25.0,0.0,-11.54,,-13.64,-22.22,-23.08,-18.75,-6.82
60475,31.34,1425,2384,37.41,0.0,-23.81,-10.37,,-21.1,-11.5,-19.19,-19.33,-15.57
60476,55.41,503,339,59.74,-13.33,-100.0,-4.51,0.0,-14.13,-11.59,-3.03,-12.18,-5.23
60477,37.12,5982,7450,44.54,-10.28,-19.69,-12.98,,-18.99,-10.74,-11.89,-15.61,-12.37
60478,38.79,2846,3303,46.28,-5.17,-17.28,-12.2,,-20.35,-12.9,-12.82,-15.02,-12.73
60479,33.59,100,156,39.06,-33.33,0.0,-9.09,,-13.51,-20.0,-27.27,-19.51,-8.11
60480,32.56,756,1180,39.05,-5.0,-9.38,0.0,,-18.49,-12.29,-12.24,-23.18,-10.06
60481,24.38,1316,3170,29.34,0.0,-32.26,-4.87,,-19.67,-5.26,-23.44,-24.79,-17.66
60482,32.79,1745,2628,39.9,-10.26,-3.33,-15.81,,-19.43,-12.59,-24.29,-25.91,-22.28
60484,24.15,766,1868,29.08,0.0,-33.33,-4.62,,-19.87,-5.05,-23.89,-24.94,-17.95
60487,30.35,3460,5900,36.97,-26.15,-20.92,-12.95,,-20.02,-15.58,-13.71,-16.55,-13.98
60490,22.03,1767,5543,24.17,-29.63,-7.86,-7.14,,-10.24,-5.33,-8.11,-8.32,-5.24
60491,14.1,1486,6448,18.73,-76.19,-27.78,-2.04,,-24.21,-50.6,-17.27,-20.85,-24.31
60501,32.91,1694,2608,39.38,-4.35,-11.11,0.0,,-18.1,-12.68,-12.96,-22.96,-9.78
60502,25.82,2558,5861,30.38,-12.97,-14.95,-10.96,0.0,-17.96,-6.26,-24.11,-17.92,-13.31
60503,23.35,1519,4200,26.56,-15.09,-6.87,-6.29,,-14.71,-19.75,-23.75,-10.53,-5.74
60504,29.0,4746,9483,33.35,-13.61,-13.86,-11.42,0.0,-15.41,-6.41,-25.52,-15.33,-12.05
60505,50.5,10651,8519,55.56,-10.89,0.0,-11.55,0.0,-10.71,-6.63,-10.16,-8.47,-7.16
60506,46.82,8948,8394,51.6,-10.87,0.0,-11.28,0.0,-10.87,-6.57,-13.65,-9.33,-7.81
60510,21.36,2977,7764,27.72,0.0,-28.74,0.0,,-24.43,-17.56,-6.98,-26.06,-14.65
60511,18.26,127,482,20.85,,0.0,0.0,,-14.04,-5.0,-66.67,-20.83,-21.28
60512,26.16,130,279,31.78,-11.11,0.0,0.0,,-20.0,-40.0,-50.0,-15.56,-7.89
60513,35.19,2906,4161,41.12,-3.8,-8.55,-7.33,,-17.9,-11.63,-13.95,-18.96,-8.78
60514,21.9,986,3032,24.54,0.0,0.0,-0.68,,-12.22,-10.2,-9.09,-20.74,-7.98
60515,22.19,2911,8568,25.36,0.0,-4.9,-5.57,,-13.42,-11.19,-15.35,-22.65,-8.53
60516,22.04,2811,8481,24.89,0.0,-4.09,-0.76,,-12.83,-12.86,-16.67,-21.43,-7.15
60517,22.67,3612,10084,26.37,-1.85,-16.51,-3.0,,-14.96,-25.3,-26.1,-23.51,-3.56
60518,33.41,567,787,41.88,-11.54,0.0,-2.78,,-21.52,-13.64,-33.78,-26.12,-15.64
60519,25.0,8,20,28.57,0.0,0.0,0.0,,-25.0,0.0,0.0,-33.33,-33.33
60520,32.42,449,649,40.89,-8.0,0.0,0.0,,-24.21,-10.98,-9.52,-27.33,-18.18
60521,23.29,1861,5168,26.48,0.0,-0.99,-1.64,,-13.5,-10.91,-9.78,-21.6,-8.5
60523,22.99,1100,2855,27.81,0.0,-9.73,-35.88,,-16.21,-2.87,-10.2,-29.23,-16.14
60525,32.93,4702,7238,39.38,-3.15,-10.05,0.0,,-18.08,-12.64,-13.0,-22.94,-9.81
60526,37.01,2106,2848,42.51,-5.17,-8.54,-8.52,,-17.71,-11.02,-13.68,-15.68,-7.88
60527,23.53,3007,8240,26.74,-0.9,-0.93,-0.26,,-13.58,-11.07,-9.59,-21.27,-8.52
60530,32.63,96,141,40.51,0.0,-33.33,0.0,,-20.45,-8.33,-18.18,-26.83,-14.29
60531,33.38,321,444,41.96,-6.25,0.0,-5.0,,-21.62,-13.16,-35.71,-26.81,-15.25
60532,22.85,3221,8782,26.83,0.0,-19.44,-3.65,,-15.6,-29.09,-26.94,-24.09,-2.5
60534,33.0,1552,2384,39.43,-2.38,-9.23,-0.95,,-18.08,-12.55,-13.13,-22.86,-9.79
60536,25.0,9,19,32.14,0.0,,0.0,,-25.0,-50.0,-100.0,0.0,-33.33
60537,31.4,95,148,39.09,0.0,,0.0,,-21.59,-23.08,-41.67,-22.5,-12.5
60538,29.41,3480,6603,34.51,-9.74,-1.47,-5.21,0.0,-17.22,-19.97,-43.33,-13.38,-8.31
60539,21.9,30,75,28.57,0.0,-33.33,0.0,,-25.93,-25.0,0.0,-30.77,-10.0
60540,23.5,4835,12712,27.55,-12.62,-16.49,-9.07,,-16.42,-17.29,-27.85,-21.35,-8.41
60541,26.79,353,737,32.39,-4.35,0.0,-3.23,,-19.61,-38.46,-47.37,-15.2,-7.62
60542,32.09,2452,4133,37.24,-7.14,-17.14,-8.78,0.0,-16.12,-7.5,-15.09,-16.68,-10.89
60543,26.22,4514,9694,31.77,-9.18,-1.41,-0.28,,-19.7,-38.86,-49.9,-14.24,-7.2
60544,25.48,2660,6302,29.68,-0.46,-0.36,-5.34,,-16.87,-16.09,-13.52,-17.04,-8.77
60545,26.19,1555,3343,31.75,-8.57,-4.0,0.0,,-19.69,-38.89,-50.0,-14.34,-7.13
60546,36.73,2568,3493,42.37,-5.88,-9.9,-8.5,,-18.31,-11.47,-13.29,-15.79,-7.72
60548,32.65,1972,2829,41.07,-9.52,0.0,-0.44,,-23.06,-11.86,-21.96,-26.6,-17.08
60549,33.58,115,159,41.97,-16.67,,0.0,,-21.5,-15.38,-33.33,-27.45,-16.67
60550,32.42,209,303,40.82,-8.33,0.0,0.0,,-24.16,-10.53,-10.0,-27.14,-17.39
60551,33.54,863,1188,42.08,-9.76,0.0,-2.13,,-21.42,-13.54,-35.65,-26.19,-15.43
60552,33.03,727,1023,41.54,-10.53,0.0,0.0,,-22.62,-12.5,-27.06,-26.92,-16.38
60553,32.53,117,175,40.07,0.0,0.0,-11.11,,-18.75,-8.33,-20.0,-27.27,-15.38
60554,18.0,873,3384,20.51,0.0,0.0,0.0,,-13.5,-0.75,-64.71,-19.11,-21.0
60555,24.25,1481,3732,28.41,-14.52,-14.41,-11.56,,-17.77,-3.9,-28.65,-17.71,-14.2
60556,32.39,318,460,40.87,-11.11,0.0,0.0,,-24.44,-10.34,-10.0,-28.04,-17.86
60557,33.33,20,28,41.67,0.0,,0.0,,-21.05,0.0,-33.33,-33.33,-14.29
60558,33.09,1971,3019,39.5,-3.77,-9.64,-2.05,,-18.07,-12.56,-12.8,-22.72,-9.79
60559,21.97,2347,7130,24.77,0.0,-0.69,-2.35,,-12.6,-8.99,-8.04,-21.43,-8.57
60560,26.19,3045,6547,31.75,-9.22,0.0,0.0,,-19.74,-39.01,-50.15,-14.26,-7.27
60561,21.9,2211,6800,24.54,0.0,-0.36,-0.31,,-12.24,-10.03,-8.16,-20.82,-8.01
60563,23.88,4098,10543,27.99,-13.69,-15.26,-10.51,,-17.04,-10.42,-28.21,-19.56,-11.54
60564,22.32,3815,11622,24.71,-22.68,-9.19,-7.84,,-11.21,-5.14,-11.33,-9.83,-6.57
60565,22.68,4028,11419,26.08,-13.64,-16.02,-6.17,,-14.39,-18.61,-22.75,-19.61,-4.24
60585,22.59,2110,6266,25.19,-19.61,-7.73,-6.77,,-12.42,-11.72,-14.93,-9.41,-5.61
60586,27.72,5072,10564,32.44,-1.78,-0.51,-6.47,,-17.39,-15.9,-23.08,-17.31,-10.28
60601,18.78,2157,7313,22.78,0.0,-9.15,-8.32,,-20.85,-17.02,0.0,-23.33,-9.91
60602,18.8,171,579,22.8,,-8.0,-7.69,,-20.51,-14.29,0.0,-23.53,-8.82
60603,18.78,176,596,22.8,,-11.54,-7.5,,-20.83,-25.0,0.0,-23.08,-8.57
60604,18.74,123,416,22.82,,-11.11,-7.14,,-20.24,-20.0,0.0,-24.32,-12.0
60605,18.78,4646,15752,22.78,0.0,-9.36,-8.38,,-20.84,-16.83,0.0,-23.32,-9.95
60606,24.13,564,1475,27.66,0.0,-12.7,-5.41,,-16.03,-9.23,0.0,-16.27,-5.71
60607,29.49,5053,10488,32.51,0.0,-13.67,-3.27,,-12.55,-8.51,0.0,-10.51,-4.01
60608,44.42,14330,13757,51.02,-7.64,-11.47,-6.34,,-19.36,-13.81,-26.4,-14.09,-6.68
60609,45.18,12724,11893,51.69,-8.94,-11.44,-5.98,,-19.45,-13.76,-25.26,-12.95,-6.04
60610,18.76,5966,20239,22.77,0.0,-9.45,-8.51,,-20.81,-16.79,0.0,-23.31,-10.06
60611,18.78,5243,17776,22.78,0.0,-9.33,-8.42,,-20.84,-17.11,0.0,-23.29,-9.95
60612,40.15,6470,8124,44.33,0.0,-12.72,-6.39,,-12.81,-9.44,-17.26,-8.81,-4.35
60613,22.56,7499,20243,27.03,0.0,-17.0,-3.95,,-19.2,-18.32,-3.1,-17.54,-15.58
60614,15.31,7727,31615,19.64,0.0,-22.36,-7.08,,-23.67,-21.58,-0.91,-21.51,-23.54
60615,55.26,12384,8246,60.03,-4.64,-10.98,-6.75,,-15.92,-9.15,-10.19,-6.77,-1.94
60616,39.02,10805,13604,44.27,-7.95,-10.97,-6.66,,-19.45,-13.5,-15.56,-12.04,-4.9
60617,59.32,21018,11732,64.18,-8.42,-10.45,-6.22,,-11.09,-10.29,-10.81,-8.23,-3.98
60618,32.69,13424,22183,37.7,-4.3,-6.59,-7.77,,-16.98,-14.6,-16.18,-10.65,-14.16
60619,63.47,16646,7652,68.51,-4.88,-6.0,-5.74,0.0,-12.18,-11.11,-11.76,-9.5,-4.22
60620,51.27,14420,11100,56.5,-0.86,-46.07,-6.5,0.0,-20.3,-9.25,-9.65,-12.12,-6.43
60621,71.13,7619,2226,77.39,-4.56,-3.7,-5.76,0.0,-15.24,-14.28,-5.69,-11.6,-1.09
60622,30.97,8846,17196,33.97,0.0,-14.23,-3.21,,-11.95,-8.77,-2.17,-9.31,-4.08
60623,58.3,19305,9351,67.37,-2.47,-9.74,-8.89,,-22.47,-15.04,-25.32,-15.3,-7.49
60624,63.13,8789,3675,70.52,0.0,-2.03,-8.72,,-15.37,-10.52,-23.24,-8.22,-5.0
60625,34.52,11993,18038,39.94,-8.51,-6.81,-3.42,,-16.59,-15.74,-13.9,-14.59,-12.42
60626,37.33,10964,15081,42.1,0.0,-14.63,-2.5,,-13.69,-14.9,-0.56,-13.99,-7.24
60628,60.55,16360,8719,65.23,-4.08,-10.34,-5.73,,-11.71,-9.24,-16.41,-8.88,-5.56
60629,57.58,24994,12975,65.83,-3.35,-10.52,-6.57,0.0,-25.1,-18.93,-8.24,-16.87,-6.53
60630,34.67,8192,12025,40.52,-3.17,-9.36,-25.51,,-17.67,-6.99,-22.8,-15.25,-14.75
60631,32.81,4319,6799,38.85,-15.79,-8.05,-2.4,,-17.87,-15.91,-17.06,-15.55,-11.91
60632,51.98,18703,11561,61.8,-2.91,-10.58,-9.18,,-26.28,-18.24,-21.63,-20.37,-10.71
60633,57.99,3403,2020,62.75,-9.88,-15.69,-5.93,0.0,-12.08,-10.93,-8.2,-9.21,-4.05
60634,40.73,12939,14696,46.82,-0.24,-10.47,-13.96,,-17.25,-5.6,-24.01,-13.44,-11.82
60636,71.24,8935,2583,77.57,-4.42,-3.03,-5.77,0.0,-15.64,-14.4,-5.81,-11.74,-1.14
60637,57.0,15020,9237,61.92,-4.58,-10.89,-6.62,0.0,-15.52,-11.37,-9.3,-7.57,-1.9
60638,42.38,9967,9204,51.99,-1.41,-11.54,-9.55,,-28.15,-22.06,-9.6,-24.05,-16.01
60639,59.23,20086,10239,66.24,-0.52,-3.97,-8.78,,-15.36,-10.63,-22.7,-7.73,-5.49
60640,37.3,14100,19426,42.06,0.0,-14.04,-2.55,,-13.79,-14.96,-1.63,-13.98,-7.58
60641,39.63,11626,13921,45.51,-1.61,-8.96,-11.77,,-17.28,-8.84,-23.48,-11.82,-11.37
60642,29.7,3451,7102,32.7,0.0,-14.09,-3.25,,-12.38,-8.45,0.0,-10.39,-4.0
60643,51.2,10426,8090,56.31,-0.83,-49.15,-6.46,,-19.76,-7.77,-10.19,-11.8,-6.53
60644,64.19,11181,4418,71.68,0.0,-2.19,-8.7,,-15.4,-10.47,-23.36,-8.34,-4.89
60645,36.77,8599,12113,41.52,0.0,-6.99,-3.46,,-14.86,-15.28,-10.58,-13.45,-11.97
60646,33.2,4159,6456,39.18,-11.0,-8.05,-8.63,,-17.87,-13.15,-18.44,-15.51,-12.69
60647,33.01,12726,20759,38.01,-4.16,-7.81,-8.83,,-17.13,-13.59,-19.54,-8.97,-12.25
60649,58.72,13207,7557,63.61,-8.87,-10.49,-6.38,,-11.29,-10.46,-9.88,-8.08,-3.53
60651,60.96,14366,6721,68.13,-0.48,-3.12,-8.76,,-15.36,-10.56,-22.91,-7.94,-5.27
60652,43.15,7254,6431,53.01,-1.58,-11.45,-9.68,,-29.1,-22.39,-9.36,-24.12,-16.53
60653,55.26,9435,6282,60.03,-4.56,-10.95,-6.75,,-15.92,-9.22,-10.23,-6.77,-1.96
60654,19.64,3309,10736,23.56,0.0,-9.68,-7.72,,-20.1,-12.64,0.0,-21.95,-9.2
60655,49.43,5854,4864,54.62,0.0,-52.63,-6.65,,-20.93,-7.63,-9.09,-12.39,-6.75
60656,32.94,4160,6505,39.01,-14.29,-8.16,-2.49,,-17.86,-15.81,-16.15,-15.49,-11.93
60657,16.22,7912,30551,20.57,0.0,-20.38,-6.68,,-23.03,-21.33,-3.1,-20.89,-22.52
60659,35.79,6718,9746,40.8,-3.28,-6.28,-3.58,,-15.68,-15.55,-12.45,-13.93,-12.63
60660,37.31,9135,12579,42.07,0.0,-14.2,-2.55,,-13.74,-14.94,-1.28,-13.97,-7.47
60661,30.82,1931,3795,33.72,0.0,-14.56,-3.04,,-11.67,-8.38,0.0,-9.32,-3.77
60706,40.99,4473,4673,48.91,-13.33,-19.79,-0.4,,-17.33,-13.91,-12.73,-14.84,-8.11
60707,48.23,8679,6878,55.79,-6.55,-17.42,-7.94,,-16.79,-11.87,-19.61,-11.73,-6.71
60712,30.45,1801,3132,36.51,-63.16,-16.67,-13.59,,-18.7,-15.6,-81.33,-19.43,-13.27
60714,29.63,4370,7614,36.47,-39.6,-13.81,-9.33,,-20.26,-22.58,-20.74,-22.41,-16.46
60803,35.54,3733,4988,42.8,0.0,0.0,-16.76,,-17.7,-13.81,-26.51,-25.39,-23.01
60804,39.66,12996,16710,43.75,0.0,0.0,-8.97,,-10.19,-8.4,-17.37,-13.29,-9.12
60805,35.54,3357,4486,42.8,0.0,0.0,-16.77,,-17.7,-13.83,-26.49,-25.34,-22.99
60827,50.28,5284,4197,55.73,-5.3,-13.21,-6.56,0.0,-15.93,-11.96,-15.74,-14.55,-9.89
60901,33.69,4879,7633,38.99,-22.93,0.0,-9.11,0.0,-14.25,-21.79,-25.75,-19.42,-6.7
60910,33.67,77,120,39.09,0.0,0.0,-11.76,,-14.04,-25.0,-25.0,-19.35,-7.14
60911,38.52,240,274,46.69,-20.0,-25.0,-7.69,,-18.91,-21.05,-20.0,-24.21,-19.48
60912,38.54,96,109,46.83,0.0,0.0,-6.67,,-18.75,-25.0,-20.0,-23.68,-19.35
60913,33.76,214,334,39.05,-28.57,0.0,-10.64,0.0,-14.47,-21.88,-26.09,-19.54,-6.41
60914,33.7,4192,6557,39.0,-22.39,0.0,-9.18,0.0,-14.27,-21.77,-25.82,-19.42,-6.75
60915,33.69,1470,2300,38.99,-23.4,0.0,-9.03,0.0,-14.26,-21.62,-25.62,-19.26,-6.67
60917,33.68,75,116,39.27,0.0,0.0,-6.67,,-15.79,-33.33,-33.33,-16.67,-7.14
60918,38.53,153,174,46.79,-33.33,-20.0,-8.0,,-18.75,-25.0,-18.75,-23.33,-18.37
60919,36.79,86,107,44.56,0.0,-50.0,-7.69,,-18.31,-33.33,-30.0,-22.86,-10.71
60920,33.33,25,35,41.67,0.0,,0.0,,-21.74,-33.33,-33.33,-27.27,-11.11
60921,33.55,258,356,42.02,-8.33,0.0,0.0,,-21.25,-13.79,-35.29,-26.55,-15.05
60922,35.98,361,485,42.67,-30.0,-10.0,-8.82,,-16.43,-21.95,-23.08,-22.07,-12.2
60924,38.47,288,328,46.75,-28.57,-11.11,-6.52,,-18.67,-21.74,-20.0,-23.89,-18.48
60926,37.5,11,13,45.83,,,0.0,,-11.11,0.0,0.0,-25.0,-25.0
60927,38.48,424,483,46.75,-30.0,-15.38,-7.35,,-18.64,-23.53,-20.45,-23.95,-18.52
60928,38.46,122,138,46.92,-33.33,-25.0,-10.0,,-18.63,-30.0,-23.08,-25.0,-20.51
60929,33.59,111,151,42.37,0.0,,0.0,,-20.59,-16.67,-35.71,-25.0,-15.0
60930,38.48,167,190,46.78,-25.0,-20.0,-7.41,,-18.71,-23.08,-17.65,-24.24,-18.87
60931,38.56,110,126,46.61,-33.33,-25.0,-11.11,,-18.48,-22.22,-18.18,-23.26,-17.14
60932,38.89,17,19,47.22,,-100.0,0.0,,-14.29,0.0,-50.0,-28.57,-20.0
60933,38.26,54,61,46.96,0.0,-50.0,-11.11,,-17.78,-25.0,-33.33,-23.81,-17.65
60934,33.66,43,59,42.16,0.0,,0.0,,-22.5,-20.0,-33.33,-26.32,-13.33
60935,33.65,163,254,39.09,-20.0,0.0,-8.57,,-14.05,-24.0,-27.78,-19.7,-6.67
60936,38.39,822,939,46.68,-31.58,-15.38,-7.58,,-18.78,-24.24,-21.18,-23.91,-19.08
60938,38.49,396,451,46.75,-33.33,-23.08,-7.81,,-18.73,-25.0,-19.51,-24.36,-19.05
60939,38.89,8,10,44.44,,,0.0,,-14.29,0.0,0.0,0.0,-33.33
60940,33.5,470,742,38.78,-26.67,0.0,-8.82,0.0,-14.29,-21.13,-25.49,-19.79,-7.51
60941,33.84,283,438,39.25,-22.22,0.0,-8.2,0.0,-14.22,-21.43,-25.81,-19.3,-7.69
60942,38.48,1094,1246,46.75,-32.0,-17.14,-7.95,,-18.6,-23.86,-20.35,-23.95,-18.91
60945,38.89,25,29,46.3,-100.0,0.0,0.0,,-19.05,0.0,-33.33,-20.0,-12.5
60946,38.13,64,75,46.04,0.0,0.0,-10.0,,-20.0,-33.33,-28.57,-20.0,-19.05
