zcta,Percentage Eligible,Current Num Eligible,Current Num Ineligible,Current Percentage Eligible,difference_percentage_aian,difference_percentage_asian,difference_percentage_black,difference_percentage_nhpi,difference_percentage_white,difference_percentage_hispanic,difference_percentage_veteran,difference_percentage_elderly,difference_percentage_disability
07524,72.98,3560,1021,77.71,-20.78,0.0,-5.83,0.0,-7.01,-5.52,0.0,-9.84,-8.88
07601,33.7,6644,11097,37.45,-21.08,-10.03,-13.78,,-9.1,-5.07,-1.48,-13.21,-2.96
07603,33.71,1267,2116,37.45,-20.0,-9.78,-13.73,,-9.09,-5.11,0.0,-13.23,-3.01
07604,23.1,1407,3199,30.55,0.0,-15.22,0.0,0.0,-25.66,-25.89,0.0,-31.69,-29.38
07605,32.8,1396,2384,36.93,-38.33,-4.29,0.0,,-13.72,-9.58,-8.82,-11.91,-4.01
07606,23.13,314,715,30.52,0.0,-16.13,0.0,0.0,-25.82,-25.47,0.0,-31.9,-30.12
07607,25.14,1007,2457,29.07,0.0,-7.32,0.0,,-18.47,-12.02,0.0,-15.17,-11.61
07608,24.14,9,20,31.03,,0.0,0.0,,-28.57,-33.33,,-40.0,0.0
07620,19.17,142,483,22.72,0.0,-13.79,-12.5,,-17.02,-5.13,-25.0,-20.99,-19.05
07621,25.13,2829,6903,29.07,0.0,-7.39,0.0,,-18.5,-12.06,0.0,-15.28,-11.69
07624,19.13,694,2359,22.73,-20.0,-15.97,-11.84,,-16.96,-5.76,-26.32,-20.81,-19.9
07626,19.13,739,2512,22.73,0.0,-15.69,-12.35,,-16.94,-5.42,-25.0,-20.76,-20.45
07627,19.13,403,1369,22.74,-33.33,-15.66,-11.36,,-16.85,-5.41,-27.27,-20.61,-20.83
07628,25.13,1784,4354,29.06,0.0,-7.57,0.0,,-18.46,-12.08,0.0,-15.26,-11.66
07630,11.27,386,2196,14.95,0.0,-16.95,0.0,,-25.76,-42.86,0.0,-14.64,0.0
07631,19.13,2369,8046,22.75,-16.67,-15.92,-12.64,,-16.96,-5.53,-26.36,-20.7,-20.31
07632,19.13,432,1466,22.76,0.0,-15.73,-12.77,,-17.13,-5.88,-29.17,-20.82,-20.31
07640,19.15,384,1303,22.76,-33.33,-15.19,-11.9,,-16.93,-4.76,-28.57,-20.74,-20.18
07641,19.12,270,917,22.75,0.0,-16.07,-13.33,,-17.32,-5.41,-26.67,-20.92,-20.0
07642,11.25,536,3055,14.93,0.0,-17.07,0.0,,-25.87,-41.03,0.0,-14.46,-0.71
07643,23.1,1276,2901,30.55,0.0,-15.2,0.0,0.0,-25.68,-25.99,0.0,-31.62,-29.67
07644,34.2,3587,5695,38.64,0.0,-17.17,0.0,,-13.97,-1.27,-26.96,-14.24,-14.19
07645,19.13,682,2317,22.74,-20.0,-15.6,-12.0,,-17.04,-5.85,-27.03,-20.67,-20.2
07646,25.13,1690,4124,29.07,0.0,-7.51,0.0,,-18.55,-12.03,0.0,-15.34,-11.8
07647,19.13,417,1418,22.72,0.0,-15.12,-13.04,,-17.03,-6.09,-26.09,-20.68,-20.16
07648,19.14,456,1550,22.73,0.0,-15.96,-12.0,,-16.89,-4.8,-28.0,-20.85,-20.0
07649,11.24,436,2481,14.95,0.0,-15.15,0.0,,-25.74,-41.94,0.0,-14.81,0.0
07650,32.81,3037,5187,36.93,-36.92,-4.41,0.0,,-13.75,-9.57,-9.4,-11.86,-3.93
07652,25.14,2667,6507,29.07,0.0,-7.37,0.0,,-18.5,-12.07,0.0,-15.31,-11.66
07656,19.13,718,2439,22.74,-20.0,-15.54,-12.66,,-16.84,-5.08,-25.64,-20.64,-20.19
07657,32.81,1716,2932,36.92,-36.99,-4.52,0.0,,-13.73,-9.43,-9.52,-11.91,-3.91
07660,33.69,1909,3188,37.45,-20.75,-10.07,-13.77,,-9.1,-5.14,-1.3,-13.22,-2.99
07661,25.13,1203,2936,29.06,0.0,-7.48,0.0,,-18.59,-12.07,-1.75,-15.29,-11.61
07662,25.11,581,1418,29.06,0.0,-7.75,0.0,,-18.43,-12.08,0.0,-15.19,-11.76
07663,34.19,1956,3106,38.64,0.0,-17.0,0.0,,-14.0,-1.33,-27.03,-14.29,-14.26
07666,33.7,5953,9943,37.45,-21.08,-10.15,-13.73,,-9.1,-5.06,-1.65,-13.17,-2.93
07670,19.13,1246,4232,22.75,-11.11,-15.89,-12.41,,-16.97,-5.54,-26.47,-20.68,-20.27
07675,15.86,1873,7734,19.5,-7.14,-16.06,-9.66,,-20.28,-9.39,-13.87,-18.65,-14.55
07676,11.26,491,2795,14.94,0.0,-16.0,0.0,,-25.89,-40.0,0.0,-14.47,-0.78
07677,11.24,324,1846,14.93,0.0,-16.33,0.0,,-25.9,-39.13,0.0,-14.43,0.0
07701,20.43,2494,7331,25.38,-57.14,-7.75,-0.33,,-23.06,-18.02,-19.92,-22.66,-16.28
07702,20.09,431,1261,25.47,-71.43,-5.26,0.0,,-25.21,-19.77,-17.39,-24.1,-16.91
07703,28.57,5,9,35.71,,,0.0,,-25.0,0.0,,0.0,-50.0
07704,20.11,647,1893,25.47,-70.0,-3.57,0.0,,-25.19,-20.0,-17.39,-24.33,-17.07
07711,29.89,219,389,36.02,-21.43,-18.18,-6.67,,-22.08,-18.52,-10.0,-19.39,-10.29
07712,29.22,5664,10312,35.45,-20.79,-12.64,-6.24,,-22.28,-18.45,-9.75,-19.61,-10.08
07716,20.1,897,2626,25.46,-71.43,-5.13,0.0,,-25.27,-20.0,-16.84,-24.13,-16.9
07717,23.37,247,580,29.87,-10.0,0.0,-5.0,,-25.95,-24.0,-6.25,-24.82,-12.79
07718,20.11,639,1871,25.46,-70.0,-3.57,0.0,,-25.28,-19.53,-17.65,-24.12,-16.83
07719,23.41,2758,6480,29.85,-1.85,0.0,-5.37,,-26.07,-23.91,-7.73,-24.46,-12.56
07720,23.41,532,1250,29.85,-4.76,0.0,-5.43,,-26.07,-24.53,-8.57,-24.67,-12.9
07721,21.14,377,1138,24.88,-30.0,-16.13,0.0,,-16.35,-10.39,-29.17,-18.43,-15.07
07722,17.0,751,2760,21.39,0.0,-53.19,0.0,,-16.98,-16.96,-6.74,-20.25,-26.69
07723,29.78,183,325,36.02,-25.0,-11.11,-7.89,,-22.48,-17.78,-11.11,-19.51,-10.53
07724,29.36,3370,6116,35.53,-22.54,-13.41,-6.11,,-22.03,-18.19,-10.78,-19.26,-10.03
07726,26.09,4649,11602,28.61,0.0,-1.21,-2.29,,-9.51,-10.14,-33.65,-9.43,-10.2
07727,17.86,621,2139,22.5,0.0,-45.95,-3.57,,-18.22,-18.39,-5.88,-20.71,-24.17
07728,25.05,5646,14681,27.78,0.0,-4.7,-2.04,,-10.13,-11.26,-31.15,-10.2,-11.43
07730,21.06,1646,5030,24.66,-31.91,-15.79,0.0,,-16.0,-11.5,-31.48,-18.08,-14.62
07731,17.0,2966,10906,21.38,0.0,-53.51,-0.3,,-16.87,-16.97,-6.53,-19.99,-26.48
07732,20.12,485,1419,25.47,-75.0,-4.76,0.0,,-25.12,-19.59,-17.31,-24.29,-16.99
07733,21.06,1646,5030,24.66,-31.91,-15.79,0.0,,-16.0,-11.5,-31.48,-18.08,-14.62
07734,20.32,1292,3819,25.28,-58.33,-6.06,0.0,,-23.06,-18.01,-19.84,-22.82,-16.55
07735,21.28,1823,5438,25.11,-31.25,-15.23,-0.59,,-16.87,-12.23,-30.51,-18.88,-14.55
07737,20.08,430,1258,25.47,-71.43,-5.26,0.0,,-25.0,-19.77,-17.39,-24.19,-16.91
07738,21.06,676,2064,24.67,-31.58,-16.36,0.0,,-16.01,-11.51,-31.82,-18.04,-14.56
07739,20.11,630,1845,25.45,-70.0,-3.7,-1.22,,-25.24,-19.84,-16.42,-24.18,-16.58
07740,29.82,4638,8234,36.03,-21.59,-13.66,-6.27,,-21.93,-18.25,-10.41,-19.06,-9.79
07746,16.99,1369,5040,21.36,0.0,-53.49,0.0,,-16.81,-17.16,-6.17,-19.95,-26.53
07747,21.71,3275,9330,25.98,-30.88,-13.48,-1.81,,-18.46,-13.19,-27.8,-20.25,-14.75
07748,20.37,2838,8407,25.24,-58.18,-8.55,-0.3,,-22.6,-17.45,-19.7,-22.48,-16.16
07750,20.08,327,958,25.45,-80.0,0.0,0.0,,-25.09,-19.7,-17.14,-24.34,-17.31
07751,16.99,1604,5906,21.36,0.0,-53.0,0.0,,-16.84,-17.15,-6.32,-19.93,-26.58
07753,23.41,4761,11187,29.85,-2.14,0.0,-5.36,,-26.09,-23.95,-7.69,-24.5,-12.58
07755,29.84,927,1646,36.03,-21.67,-13.33,-6.28,,-21.93,-18.26,-9.09,-19.08,-9.72
07756,23.42,402,946,29.82,-6.25,0.0,-5.1,,-26.16,-22.5,-7.69,-24.78,-12.77
07757,29.83,897,1593,36.02,-20.69,-13.64,-5.95,,-22.03,-18.39,-11.63,-19.2,-10.04
07758,20.1,509,1490,25.46,-75.0,-4.55,0.0,,-25.12,-19.61,-16.67,-24.15,-16.77
07760,20.11,986,2887,25.46,-73.33,-4.65,-0.78,,-25.18,-19.7,-17.14,-24.08,-16.99
07762,23.41,1101,2586,29.86,-2.33,0.0,-5.24,,-26.03,-23.64,-8.33,-24.52,-12.5
07764,29.82,1248,2216,36.03,-22.22,-13.11,-6.59,,-21.89,-18.39,-10.17,-19.03,-9.79
07801,22.27,2556,7240,26.09,0.0,-1.02,0.0,,-18.18,-4.44,-12.85,-22.75,-11.01
07803,19.41,358,1177,23.32,0.0,0.0,0.0,,-20.92,-6.85,-30.0,-21.24,-8.22
07820,31.58,7,12,36.84,,,0.0,,-16.67,0.0,-100.0,0.0,-33.33
07821,22.41,990,2638,27.29,-2.5,-50.0,-5.56,,-17.55,-10.0,-25.0,-17.81,-13.33
07822,21.55,106,293,26.57,0.0,-50.0,0.0,,-17.82,-11.76,-25.0,-16.98,-14.29
07823,32.35,1068,1927,35.66,-5.0,0.0,0.0,,-10.53,-5.04,-28.43,-15.53,-6.33
07825,32.17,1393,2529,35.52,-5.06,0.0,0.0,,-10.67,-5.37,-28.03,-15.66,-6.52
07826,21.48,620,1717,26.53,-4.17,-54.55,-8.7,,-18.52,-11.76,-24.49,-18.21,-14.29
07827,21.47,455,1260,26.53,0.0,-50.0,-11.76,,-18.39,-12.0,-25.0,-18.26,-14.44
07828,19.43,1290,4238,23.34,0.0,0.0,0.0,,-21.24,-6.11,-29.63,-21.04,-7.25
07830,16.56,518,2049,20.18,0.0,0.0,-5.88,,-20.09,-4.41,-14.63,-17.77,-17.88
07831,30.43,8,15,34.78,,,0.0,,-14.29,0.0,0.0,-25.0,0.0
07832,32.36,572,1032,35.66,-3.12,0.0,0.0,,-10.71,-5.07,-29.09,-15.44,-6.36
07833,32.61,16,30,34.78,0.0,,0.0,,-13.33,0.0,-50.0,-14.29,0.0
07834,22.36,1768,4994,26.15,-3.85,-3.14,-1.54,,-18.2,-4.47,-12.55,-22.19,-11.55
07836,19.43,1136,3733,23.33,0.0,0.0,0.0,,-21.12,-6.06,-29.47,-21.11,-7.36
07838,32.33,511,922,35.66,-6.9,0.0,0.0,,-10.67,-4.88,-28.57,-15.58,-6.6
07840,29.73,4280,8624,33.17,-5.05,0.0,0.0,,-11.93,-5.25,-28.43,-16.45,-6.44
07842,22.86,9,26,25.71,,0.0,,,-14.29,0.0,0.0,-20.0,0.0
07843,21.49,1232,3412,26.53,-2.13,-52.38,-8.7,,-18.47,-11.39,-24.49,-18.17,-13.99
07844,31.71,15,27,35.71,0.0,,0.0,,-7.69,-25.0,0.0,-14.29,-16.67
07846,31.58,7,12,36.84,,,0.0,,-16.67,0.0,-100.0,0.0,-33.33
07847,19.44,167,548,23.36,0.0,0.0,0.0,,-20.61,-5.88,-28.57,-21.11,-8.82
07848,21.47,520,1441,26.52,-5.0,-55.56,-5.26,,-18.47,-10.59,-24.39,-18.25,-13.66
07849,22.47,850,2386,26.27,0.0,-1.49,0.0,,-18.14,-4.46,-12.4,-22.62,-11.07
07850,19.44,557,1830,23.33,0.0,0.0,0.0,,-21.18,-6.19,-28.26,-21.33,-7.08
07851,21.21,26,73,26.26,0.0,,0.0,,-16.0,0.0,0.0,-15.38,-10.0
07852,19.44,331,1088,23.33,0.0,0.0,0.0,,-21.07,-5.97,-28.57,-20.79,-7.46
07853,19.43,1135,3729,23.33,0.0,0.0,0.0,,-21.14,-6.49,-29.47,-21.11,-6.96
07856,19.43,426,1401,23.32,0.0,0.0,0.0,,-21.13,-6.9,-30.56,-21.3,-8.05
07857,19.41,303,996,23.33,0.0,0.0,0.0,,-21.34,-6.45,-28.0,-20.86,-8.06
07860,21.71,2796,7675,26.7,-1.85,-50.0,-6.96,,-18.23,-10.99,-24.22,-18.17,-13.86
07863,32.35,603,1088,35.66,-5.88,0.0,0.0,,-10.55,-5.48,-29.31,-15.75,-6.47
07865,26.9,316,722,30.44,-6.67,0.0,0.0,,-13.19,-5.63,-27.59,-16.77,-8.04
07866,22.47,2278,6392,26.27,0.0,-1.11,0.0,,-18.08,-4.38,-12.23,-22.73,-11.16
07869,19.44,2316,7606,23.34,0.0,-0.9,-0.36,,-21.11,-6.18,-29.02,-20.98,-7.2
07870,19.57,11,35,23.91,,,0.0,,-12.5,0.0,0.0,-33.33,0.0
07871,21.49,2267,6281,26.52,-2.3,-51.28,-8.33,,-18.38,-11.29,-24.44,-18.17,-13.97
07874,21.52,935,2585,26.56,-2.78,-50.0,-8.33,,-18.34,-11.11,-24.32,-18.22,-13.82
07876,19.43,910,2991,23.33,0.0,0.0,0.0,,-21.17,-5.95,-28.95,-21.02,-7.57
07878,20.83,65,200,24.53,0.0,-12.5,0.0,,-20.83,-12.5,0.0,-16.28,-15.0
07880,32.26,33,59,35.87,0.0,,0.0,,-10.34,0.0,-33.33,-13.33,-7.69
07881,,0,0,,,,,,,,,,
07882,32.07,2231,4073,35.39,-4.76,0.0,0.0,,-10.59,-5.05,-28.64,-15.67,-6.52
07885,22.28,1137,3217,26.11,-5.88,-1.14,0.0,,-18.29,-4.38,-13.12,-22.78,-10.99
07901,16.8,1636,6705,19.61,-5.26,-21.51,-13.24,,-14.97,-4.7,-31.07,-15.12,-12.09
07920,12.28,1654,8785,15.84,-44.44,-38.24,-25.43,,-21.59,-9.7,-18.07,-22.73,-25.04
07921,12.26,457,2431,15.82,-46.15,-38.6,-26.15,,-21.7,-9.23,-19.57,-22.73,-25.31
07922,16.8,832,3411,19.61,-10.0,-21.59,-13.46,,-14.98,-3.97,-32.08,-15.06,-11.9
07924,12.25,452,2406,15.82,-46.15,-37.5,-25.0,,-21.67,-9.38,-17.78,-22.61,-25.0
07926,19.64,13,42,23.64,,0.0,0.0,,-20.0,-33.33,0.0,-28.57,-33.33
07927,13.39,275,1346,16.96,0.0,-47.37,-17.65,,-19.34,-26.53,-3.12,-20.45,-26.39
07928,13.4,1323,6468,16.98,-9.09,-48.35,-18.75,,-19.18,-25.96,-4.52,-20.64,-26.01
07930,19.43,759,2493,23.34,0.0,0.0,0.0,,-21.07,-5.84,-28.57,-21.08,-7.14
07931,13.86,225,1059,17.52,-40.0,-34.78,-16.67,,-21.79,-8.33,-22.73,-22.83,-21.43
07932,13.39,738,3607,16.99,0.0,-49.02,-20.0,,-19.33,-25.95,-5.75,-20.72,-25.91
07933,13.38,207,1011,17.0,0.0,-50.0,-23.08,,-19.13,-27.03,-4.17,-21.05,-25.93
07934,12.31,85,451,15.86,-50.0,-36.36,-25.0,,-20.9,-8.33,-22.22,-22.45,-23.33
07935,13.3,40,194,17.09,,-66.67,0.0,,-20.0,-28.57,-20.0,-20.0,-20.0
07936,20.91,978,3025,24.43,-37.5,-14.17,-11.94,,-19.53,-6.9,-7.89,-14.53,-17.48
07939,12.35,27,143,15.88,-100.0,-33.33,-25.0,,-19.05,-25.0,-33.33,-25.0,-30.0
07940,13.4,1231,6018,16.98,0.0,-48.24,-18.67,,-19.23,-26.03,-5.52,-20.66,-26.09
07945,19.44,880,2891,23.34,0.0,0.0,0.0,,-21.07,-6.15,-28.77,-21.1,-7.26
07946,13.41,208,1015,17.01,0.0,-50.0,-23.08,,-19.13,-27.03,-4.17,-20.3,-25.93
07950,17.45,1691,6361,21.0,-27.27,-18.77,-14.55,,-19.33,-15.42,-7.59,-16.76,-20.2
07960,13.59,3084,14868,17.18,-3.85,-46.67,-16.92,,-19.29,-24.91,-5.59,-20.62,-25.41
07961,10.0,2,8,20.0,,,,,0.0,,,0.0,
07970,19.67,14,46,23.33,,0.0,0.0,,-18.18,0.0,0.0,-25.0,0.0
07974,16.8,888,3637,19.62,-4.76,-21.51,-13.51,,-14.98,-4.35,-30.36,-15.16,-12.1
07976,13.23,32,157,16.93,,-50.0,0.0,,-17.86,-33.33,0.0,-23.81,-25.0
07977,12.32,55,294,15.76,-50.0,-42.86,-25.0,,-22.73,-12.5,-16.67,-21.88,-25.0
07979,15.28,28,117,19.31,0.0,0.0,0.0,,-20.83,0.0,0.0,-20.0,-18.18
07980,13.4,162,792,16.98,0.0,-45.45,-20.0,,-18.88,-27.59,-5.26,-21.15,-26.19
07981,13.41,605,2959,16.98,0.0,-47.62,-18.92,,-19.25,-25.93,-4.23,-20.62,-25.95
08001,39.68,146,169,46.35,0.0,0.0,-16.22,,-17.17,-4.35,0.0,-25.0,-11.48
08002,26.23,2682,6257,30.0,0.0,-3.72,0.0,,-16.85,-10.78,-18.14,-13.27,-4.74
08003,26.24,3522,8216,30.01,0.0,-3.65,0.0,,-16.85,-10.86,-18.27,-13.27,-4.77
08004,35.85,1882,2793,40.26,-4.44,-7.88,-5.6,,-13.13,-4.73,-21.47,-13.32,-10.85
08005,23.63,3223,7717,29.46,0.0,0.0,-25.61,,-20.26,0.0,-20.51,-27.5,-18.17
08006,23.72,81,193,29.56,0.0,0.0,0.0,,-19.74,0.0,-20.0,-28.26,-19.35
08007,28.37,806,1531,34.49,-38.46,-3.85,-13.33,,-20.53,-5.84,-32.5,-21.48,-11.22
08008,23.63,863,2066,29.46,0.0,0.0,-27.27,,-20.25,0.0,-20.19,-27.53,-18.13
08009,35.85,2177,3231,40.26,-3.85,-8.38,-5.48,,-13.04,-4.39,-21.28,-13.29,-10.84
08010,28.9,1565,2920,34.89,-14.58,-12.28,-6.4,0.0,-23.89,-22.51,-20.33,-22.47,-14.57
08011,26.32,6,13,31.58,,,0.0,,-25.0,0.0,0.0,-33.33,0.0
08012,33.69,5755,9394,37.99,-2.17,-5.81,-4.94,,-13.86,-4.38,-18.82,-15.14,-8.62
08014,25.77,53,110,32.52,0.0,0.0,-20.0,,-21.43,-33.33,-25.0,-20.0,-13.04
08015,25.28,2078,4779,30.3,-43.96,-30.46,-12.48,0.0,-19.01,-20.73,-24.18,-19.08,-17.74
08016,28.87,4677,8744,34.85,-15.75,-12.87,-6.36,0.0,-23.82,-22.61,-20.37,-22.36,-14.72
08019,25.32,93,215,30.19,-50.0,-28.57,-13.33,0.0,-20.0,-20.0,-28.57,-18.37,-18.42
08020,25.64,327,683,32.38,-16.67,-6.67,-16.13,,-19.38,-30.77,-30.43,-21.15,-13.48
08021,31.29,7761,13364,36.74,-18.67,-6.22,-9.59,,-17.26,-5.6,-27.96,-18.15,-11.22
08022,25.29,953,2191,30.31,-42.86,-30.43,-12.29,0.0,-18.94,-20.67,-23.57,-19.2,-17.66
08023,39.47,70,81,46.36,0.0,0.0,-16.67,,-16.67,-4.55,0.0,-25.93,-10.34
08026,26.25,246,573,30.04,0.0,-2.94,0.0,,-17.05,-11.76,-18.18,-13.08,-4.9
08027,25.68,559,1166,32.41,-18.18,-7.69,-17.76,,-19.5,-30.3,-32.5,-21.05,-12.92
08028,25.79,2844,5920,32.45,-14.81,-6.06,-17.06,,-19.44,-28.78,-31.71,-20.8,-12.81
08029,35.85,768,1140,40.25,0.0,-7.46,-5.48,,-12.95,-4.96,-21.21,-13.48,-11.03
08030,55.97,2907,1842,61.21,-11.67,-1.83,-6.08,0.0,-14.78,-6.94,-5.48,-11.5,-6.1
08031,35.85,1837,2726,40.26,-2.33,-8.07,-5.73,,-13.06,-4.5,-22.01,-13.4,-10.82
08032,31.14,59,108,35.33,0.0,0.0,-7.69,,-13.64,0.0,-12.5,-16.13,-6.9
08033,26.8,2123,4658,31.31,-19.05,-3.21,-5.87,,-18.09,-8.98,-23.47,-16.03,-7.01
08034,26.24,2160,5039,30.0,0.0,-3.63,-0.3,,-16.84,-10.7,-18.32,-13.23,-4.89
08035,28.06,1104,2120,34.24,-35.29,0.0,-13.93,,-20.8,-6.07,-32.73,-21.93,-11.57
08036,25.29,635,1461,30.3,-42.86,-30.43,-12.44,0.0,-18.86,-20.0,-23.66,-18.92,-17.9
08037,33.74,3622,5701,38.85,-9.59,-5.11,-4.45,,-16.44,-13.14,-10.99,-18.05,-8.29
08038,40.0,33,38,46.48,0.0,0.0,-12.5,,-18.18,0.0,-50.0,-25.0,-7.69
08039,25.0,8,16,33.33,,,0.0,,-16.67,0.0,-100.0,-25.0,0.0
08041,25.39,98,225,30.34,-50.0,-28.57,-12.9,0.0,-19.12,-20.0,-21.43,-19.61,-20.0
08042,25.35,22,50,30.56,0.0,-50.0,-14.29,,-20.0,0.0,-33.33,-18.18,-22.22
08043,26.24,3484,8128,30.0,0.0,-3.69,-0.19,,-16.87,-10.79,-18.18,-13.21,-4.82
08045,28.06,428,822,34.24,-42.86,-7.69,-14.74,,-20.92,-6.02,-32.56,-22.01,-11.18
08046,28.9,4312,8046,34.89,-15.04,-12.7,-6.32,0.0,-23.91,-22.64,-20.16,-22.39,-14.67
08048,25.29,1349,3103,30.3,-44.07,-30.61,-12.44,0.0,-18.93,-20.66,-23.74,-19.07,-17.61
08049,29.31,782,1439,35.21,-30.77,-3.12,-12.09,,-19.5,-6.12,-30.26,-20.16,-11.56
08050,23.63,3310,7925,29.46,0.0,0.0,-25.0,,-20.24,0.0,-20.7,-27.52,-18.24
08051,27.08,1280,2582,33.14,-11.11,-4.76,-12.99,,-18.36,-20.86,-25.66,-19.75,-10.98
08052,19.96,1823,6183,22.77,0.0,-9.29,0.0,,-15.15,0.0,-7.93,-12.78,-10.87
08053,19.95,4265,14476,22.76,-1.11,-9.15,-0.19,,-15.18,-0.52,-7.91,-12.77,-10.98
08054,19.95,4067,13802,22.76,0.0,-9.27,-0.2,,-15.18,-0.54,-8.09,-12.75,-10.93
08055,19.95,2624,8902,22.77,0.0,-8.96,-0.3,,-15.2,0.0,-8.26,-12.75,-11.11
08056,25.68,610,1272,32.41,-16.67,-7.14,-17.24,,-19.54,-29.17,-32.56,-21.03,-12.98
08057,20.1,1992,6684,22.96,-2.33,-9.15,-0.38,,-15.37,-1.63,-8.47,-13.0,-11.01
08059,36.02,889,1311,40.41,-4.76,-7.79,-5.51,,-12.94,-4.9,-21.05,-13.17,-10.71
08060,25.28,2683,6171,30.3,-44.07,-30.77,-12.5,0.0,-18.98,-20.57,-23.86,-19.05,-17.79
08061,25.69,401,837,32.39,-25.0,-10.53,-18.18,,-19.56,-29.79,-32.14,-20.94,-12.79
08062,25.69,1992,4158,32.39,-15.79,-7.53,-17.59,,-19.47,-29.36,-32.62,-20.99,-12.97
08063,31.01,434,798,35.23,0.0,0.0,-3.19,,-14.72,-4.55,-15.52,-17.39,-6.48
08064,25.58,13,30,30.23,-100.0,0.0,0.0,,-22.22,0.0,-50.0,-28.57,-20.0
08065,28.9,1007,1879,34.89,-12.9,-13.51,-6.23,0.0,-23.95,-22.82,-20.51,-22.37,-14.5
08066,31.03,1173,2159,35.2,0.0,0.0,-3.92,,-15.06,-3.95,-16.03,-17.2,-6.34
08067,39.6,302,348,46.46,-9.09,0.0,-15.58,,-17.07,-6.25,0.0,-24.35,-10.4
08068,25.28,700,1610,30.3,-45.16,-31.37,-12.22,0.0,-18.97,-20.0,-24.27,-19.07,-17.67
08069,39.6,2273,2621,46.44,-10.0,0.0,-15.6,,-17.13,-6.09,-4.67,-24.94,-10.71
08070,39.59,2114,2438,46.44,-10.67,0.0,-15.64,,-17.1,-6.1,-4.04,-24.85,-10.72
08071,25.7,1058,2207,32.4,-15.0,-6.12,-17.33,,-19.52,-29.6,-33.33,-20.87,-13.0
08072,39.53,40,46,46.51,0.0,0.0,-10.0,,-18.52,-7.69,0.0,-26.67,-6.25
08073,25.0,16,36,30.77,-100.0,0.0,-20.0,,-18.18,0.0,0.0,-12.5,-16.67
08074,25.0,8,16,33.33,,,0.0,,-16.67,0.0,-100.0,-25.0,0.0
08075,28.9,4108,7664,34.9,-14.96,-12.67,-6.25,0.0,-23.92,-22.61,-20.13,-22.38,-14.65
08077,28.88,2687,5021,34.86,-14.46,-12.76,-6.18,0.0,-23.86,-22.73,-20.13,-22.39,-14.76
08078,35.86,1265,1878,40.25,-3.33,-8.11,-5.82,,-13.06,-4.52,-21.1,-13.31,-10.9
08079,39.6,1841,2123,46.44,-10.77,0.0,-15.63,,-17.07,-6.15,-4.6,-24.86,-10.73
08080,30.17,5121,9619,34.74,-2.5,-0.71,-5.58,,-15.66,-7.21,-17.64,-17.79,-7.17
08081,35.66,7906,11829,40.06,-3.19,-8.18,-5.64,,-13.13,-4.35,-21.38,-13.51,-10.62
08083,30.6,1482,2612,36.2,-25.0,-5.33,-10.5,,-18.0,-5.24,-29.29,-19.04,-11.11
08084,28.06,1020,1959,34.24,-37.5,0.0,-13.78,,-20.86,-6.57,-33.33,-21.93,-11.72
08085,25.79,2436,5062,32.49,-14.89,-6.25,-17.56,,-19.48,-28.52,-32.56,-20.92,-12.99
08086,31.04,1167,2148,35.2,0.0,0.0,-3.54,,-14.92,-4.52,-16.03,-17.42,-6.2
08087,23.68,3129,7484,29.48,-5.0,-1.67,-21.7,,-20.24,-1.4,-20.94,-27.28,-18.11
08088,25.28,2543,5850,30.3,-43.75,-30.81,-12.44,0.0,-19.0,-20.45,-24.06,-19.04,-17.7
08089,35.85,593,880,40.26,0.0,-7.69,-5.92,,-13.09,-4.3,-21.57,-13.14,-11.16
08090,31.04,1191,2192,35.21,0.0,0.0,-3.47,,-14.96,-3.89,-16.35,-17.25,-6.24
08091,35.86,920,1365,40.26,-4.55,-8.64,-5.73,,-13.04,-4.17,-22.5,-13.38,-10.95
08092,23.62,449,1075,29.46,0.0,0.0,-18.18,,-20.24,0.0,-20.37,-27.24,-18.5
08093,31.04,1386,2551,35.2,0.0,0.0,-3.97,,-14.88,-4.29,-16.22,-17.39,-6.23
08094,26.3,4765,9721,32.89,-14.16,-6.28,-15.75,,-19.37,-26.04,-29.18,-20.75,-12.46
08095,35.0,8,12,40.0,,0.0,0.0,,0.0,0.0,0.0,-25.0,0.0
08096,31.03,5074,9341,35.2,0.0,0.0,-3.71,,-14.91,-4.04,-16.22,-17.3,-6.25
08097,31.0,458,842,35.23,0.0,0.0,-4.0,,-14.83,-4.35,-16.39,-17.28,-6.14
08098,39.58,1570,1812,46.42,-10.91,0.0,-15.58,,-17.18,-6.02,-4.05,-24.79,-10.74
08102,59.49,1927,1043,64.88,-12.05,-1.61,-6.03,0.0,-15.22,-6.97,-1.12,-11.22,-5.65
08103,59.48,2947,1594,64.9,-12.6,0.0,-6.09,0.0,-15.37,-6.97,-1.47,-11.14,-5.69
08104,59.45,5028,2725,64.85,-12.9,-0.62,-6.03,0.0,-15.28,-6.98,-2.15,-11.24,-5.67
08105,59.49,6088,3294,64.89,-12.6,0.0,-6.02,0.0,-15.3,-6.99,-1.77,-11.21,-5.69
08106,28.06,1417,2722,34.24,-36.36,0.0,-14.06,,-20.82,-6.55,-32.62,-21.88,-11.44
08107,33.79,2240,3386,39.82,-25.93,0.0,-10.47,0.0,-20.15,-6.61,-27.66,-19.35,-9.58
08108,28.07,2720,5225,34.24,-39.53,-1.25,-13.98,,-20.89,-6.26,-32.47,-21.96,-11.53
