puma22,Num Eligible,Num Ineligible,Percentage Eligible,American Indian and Alaska Native Eligible,Asian Eligible,Black or African American Eligible,Native Hawaiian Eligible,White Eligible,Hispanic or Latino Eligible,Veteran Eligible,Elderly Eligible,DIS Eligible
2500403,25590,38971,0.4,184,1747,901,3,23435,4510,2940,12878,9565
2500501,16399,27606,0.37,508,842,864,16,14597,2448,1484,8241,6519
2500502,22394,27942,0.44,1092,615,1351,0,19875,5016,2011,10922,9236
2500503,17477,40461,0.3,316,2379,865,0,13748,1365,985,9584,5994
2500504,22783,16202,0.58,356,1820,5410,56,15931,9138,1147,7556,8625
2500505,21780,15516,0.58,341,1740,5167,54,15234,8729,1098,7229,8247
2500506,15356,28985,0.35,404,527,563,200,14140,1720,1596,8343,6659
2500507,21716,39337,0.36,313,474,1438,0,19905,4237,3782,9847,8943
2500601,14982,33373,0.31,432,1141,839,0,13471,1411,1427,7614,5682
2500602,22563,20014,0.53,475,4235,3260,0,15429,4847,1872,10163,9408
2500603,9027,30451,0.23,154,518,455,0,8148,1042,784,5425,3423
2500604,9293,34466,0.21,420,600,1035,0,8684,821,456,5016,3717
2500605,17146,26820,0.39,442,1831,1505,0,12652,4489,264,5138,4568
2500606,12348,27177,0.31,190,1163,826,0,9978,1944,480,5123,3583
2500607,12699,40647,0.24,281,2052,915,17,9768,2234,896,6778,4280
2500608,22462,43164,0.34,655,1755,2061,0,19071,2116,1819,11833,8479
2500609,23601,28089,0.46,110,5719,4472,0,14172,3065,1224,10866,8469
2500610,24377,28920,0.46,515,2154,3079,0,19231,5808,1364,10648,8298
2500611,16056,35362,0.31,211,3800,3870,0,10093,2281,869,4696,5016
2500612,11619,33093,0.26,51,2286,771,81,9216,850,890,6580,3588
2500613,12855,45090,0.22,249,2422,910,0,9750,1863,1160,6723,4257
2500701,26993,15806,0.63,596,523,3747,0,14320,18266,1063,10375,10356
2500702,22540,22563,0.5,450,478,2872,0,13001,13770,1006,9408,8644
2500703,15141,31648,0.32,345,648,732,0,13957,1798,1680,8404,5269
2500704,22797,42861,0.35,761,1011,1635,0,20848,2657,2674,12558,8758
2500705,21784,18199,0.54,909,1622,3504,0,13456,9286,968,10337,9547
2500706,25295,43926,0.37,607,1097,1985,0,22210,4697,2275,13494,8765
2500801,19511,21124,0.48,445,5701,2104,0,12128,4172,434,4548,4178
2500802,30102,45614,0.4,819,6039,5971,0,18190,10384,888,12058,8283
2500803,20609,29996,0.41,202,2775,9078,0,9674,3959,516,7842,8310
2500804,37810,13807,0.73,1374,2649,25764,0,11993,15055,843,14020,17209
2500805,20726,32765,0.39,118,1210,8037,0,12646,6294,772,10468,7403
2500806,26645,16798,0.61,743,1055,4721,0,20336,10698,899,12531,10680
2500901,8719,32648,0.21,31,885,425,0,7374,711,350,4725,2425
2500902,13976,30982,0.31,225,2531,2275,14,9653,1060,1235,7340,4328
2500903,17129,22796,0.43,561,4728,2173,49,10890,1325,1403,8158,4517
2500904,18988,38003,0.33,406,2230,2816,0,15122,1022,1832,10445,6306
2500905,20576,25392,0.45,189,966,7151,1,12406,1780,1513,10667,7136
2500906,11939,35285,0.25,239,443,530,0,11066,574,1067,5889,4842
2501001,17340,29847,0.37,270,843,384,0,16468,2046,793,8632,7068
2501002,24683,36153,0.41,365,838,3018,25,20956,2596,1677,10182,10007
2501003,30979,24847,0.55,304,873,5387,0,25919,5014,2295,13831,14618
2501004,38976,30566,0.56,1828,960,5086,0,29506,8144,2837,15765,14175
2501101,22694,15653,0.59,182,518,10712,0,10499,2458,1496,10724,7465
2501102,15204,33483,0.31,206,495,1199,125,14084,646,1657,8268,4821
2501103,16826,39587,0.3,243,965,990,52,15712,547,2055,9831,5850
2501104,18866,40054,0.32,176,356,694,53,18044,572,2253,11951,7141
2501201,21710,40434,0.35,1056,103,1750,0,19494,1980,3165,10749,7866
2501301,19230,37164,0.34,233,546,1349,0,18114,480,2624,11645,7618
2600100,34479,38640,0.47,2237,714,1400,100,33754,954,5600,16713,12480
2600200,25682,26426,0.49,4750,109,174,176,23832,436,3369,12874,11099
2600300,31159,32526,0.49,1697,241,648,0,30641,1110,5094,15842,14526
2600400,28981,38255,0.43,1325,593,358,18,28631,599,3618,13676,11067
2600500,24632,42600,0.37,1601,318,560,0,24044,1454,4022,11148,9736
2600600,20570,25879,0.44,953,271,544,0,19923,2057,3296,10883,9843
2600700,33870,33838,0.5,1100,356,7999,0,25910,2673,5197,15314,14790
2600801,21663,39529,0.35,561,972,1652,115,19885,4614,1822,9623,9109
2600802,15529,33324,0.32,284,1190,453,0,14200,1623,966,4643,4714
2600900,16748,27723,0.38,932,736,480,0,15875,2416,2034,7863,5668
2601001,23562,33822,0.41,828,1356,4540,0,18872,5696,1810,8821,6877
2601002,33498,47857,0.41,775,1174,11559,0,20769,6222,2035,10030,9074
2601003,18200,47842,0.28,220,1332,3237,0,16074,1400,1633,7763,8928
2601004,17157,31154,0.36,788,511,137,72,16788,956,1257,7301,6044
2601100,33774,39256,0.46,1014,180,1230,25,33111,2108,4077,14435,12420
2601200,26964,25492,0.51,1933,695,1360,0,26565,2150,2538,10450,10278
2601300,25199,26075,0.49,1432,305,163,98,24889,700,3314,13614,12012
2601400,34112,46828,0.42,1187,565,1765,137,32242,2632,3813,15481,14118
2601500,40597,39549,0.51,1618,177,13271,0,28780,4665,3753,16363,16962
2601600,23172,29773,0.44,910,195,301,0,22597,1662,3024,11341,10003
2601701,23457,32793,0.42,907,532,1403,70,23108,1180,2881,10958,9872
2601702,29280,25309,0.54,931,180,8712,23,22961,2081,3187,12217,11267
2601703,28903,13762,0.68,696,88,16228,0,14417,2082,2471,9876,11601
2601704,29265,47805,0.38,523,684,945,0,28603,1951,3755,11802,11481
2601801,26215,38532,0.4,1344,3474,3530,77,21866,2009,1411,7887,8898
2601802,25720,25282,0.5,663,1232,10195,0,18412,5288,2141,8848,12230
2601900,26680,49456,0.35,740,815,3366,126,23337,3449,2928,11243,11963
2602000,31849,45889,0.41,1264,459,4811,0,28387,2231,3849,14938,12248
2602101,20716,33886,0.38,887,259,4604,0,16661,420,2437,8106,8223
2602102,24882,26158,0.49,169,801,7103,158,18873,1348,1337,5938,8766
2602200,16820,23190,0.42,583,27,441,133,16581,1073,1882,7949,6532
2602300,24956,25220,0.5,1271,874,1924,16,22901,3417,3206,10558,8313
2602400,30118,35646,0.46,766,1111,7446,0,22852,2167,2836,14654,11304
2602500,26913,29387,0.48,978,253,1044,69,25564,3095,2492,12366,10684
2602600,24206,37731,0.39,485,284,5319,0,20636,1764,1562,9969,9826
2602701,10850,32623,0.25,583,284,1553,0,9370,1491,1350,5094,3886
2602702,19493,32252,0.38,161,4718,3568,0,14409,2225,1015,4757,2924
2602703,22183,31749,0.41,1106,2412,9124,0,13327,1385,2089,6225,7765
2602800,18701,56670,0.25,381,530,163,0,18089,752,1984,10697,6582
2602901,14820,40289,0.27,397,458,911,0,14479,842,1193,5579,6091
2602902,13946,40246,0.26,213,294,639,77,13584,447,1462,7263,5146
2602903,17365,50627,0.26,1226,2581,1998,0,13165,733,716,8755,6738
2602904,33201,33052,0.5,965,2257,12271,0,21678,6410,2428,10362,12210
2602905,14692,42748,0.26,887,883,2105,0,12507,1263,1255,6218,4527
2602906,13711,48619,0.22,145,637,1864,0,12100,401,942,6766,4676
2602907,29109,48612,0.37,595,1066,15210,0,13217,458,2392,15992,9896
2602908,33646,55599,0.38,1321,2450,7127,104,26522,2221,2080,13989,13547
2603001,15964,30964,0.34,352,174,2571,0,14168,1409,1594,6448,6827
2603002,18925,46904,0.29,268,961,2610,0,16351,1206,1136,7882,9420
2603003,25194,26611,0.49,475,2163,2270,0,21414,1158,1460,12944,9642
2603004,31523,36647,0.46,1217,2308,9225,0,23465,1535,3224,12301,10528
2603005,26555,36193,0.42,589,656,7420,0,19827,562,2822,12745,11258
2603006,30245,32475,0.48,675,2134,9239,0,20927,1434,3511,13936,11127
2603100,27458,38866,0.41,1164,275,2347,0,26779,1545,3353,11445,11038
2603201,21388,59509,0.26,1058,2446,4345,388,16354,1493,3279,11309,6637
2603202,19564,39205,0.33,574,591,7845,0,12311,1066,1772,11048,6602
2603203,30589,26480,0.54,320,595,3331,0,28555,864,1200,10743,10181
2603204,33211,30826,0.52,1264,1806,12160,0,21009,2215,2095,13977,14128
2603205,19201,22315,0.46,707,171,6547,0,13429,530,1497,6515,6589
2603206,17788,39133,0.31,523,206,1692,0,16551,1455,1860,9092,6157
2603207,25592,24685,0.51,629,0,6056,0,19830,5192,1467,10155,8234
2603208,46758,13692,0.77,1790,114,41957,0,6110,2141,3142,17522,23016
2603209,36410,13250,0.73,808,0,34859,0,2839,362,3018,15858,12954
2603210,30387,9301,0.77,181,1446,26953,0,3090,188,2236,11281,11415
2603211,35853,21025,0.63,847,1244,29155,257,6975,483,2826,15048,14635
2603212,28739,8889,0.76,1229,78,16119,84,8965,7949,1033,10991,13119
2603213,22749,18415,0.55,300,1662,11847,101,9479,421,601,9693,6537
2603300,24463,37094,0.4,368,400,1810,0,23089,1428,2683,11837,8530
2700101,23195,36119,0.39,3089,428,382,0,21934,1594,2578,9679,9218
2700200,2,3,0.4,0,0,0,0,2,0,0,1,1
2700201,24031,35230,0.41,4095,326,344,0,22496,971,3571,11245,9507
2700301,18834,27567,0.41,2022,265,822,0,18206,415,3409,9027,7717
2700401,18253,24509,0.43,1148,405,852,0,17407,283,2063,5947,6905
2700501,16878,26703,0.39,1861,193,290,0,16324,697,2920,8172,6769
2700600,24323,33012,0.42,441,129,939,0,23924,388,3661,12726,10781
2700700,21813,33215,0.4,958,636,350,0,21443,1514,1973,9368,8523
2700800,19942,28303,0.41,872,815,410,0,19326,1260,1930,8669,7762
2700901,15187,25749,0.37,824,632,2560,0,13631,1120,805,4741,4693
2701001,14711,25907,0.36,775,531,2220,0,13344,1151,898,4742,4581
2701101,11684,26618,0.31,479,72,539,0,11264,1117,1366,4667,3857
2701200,17521,31041,0.36,1585,91,245,0,17264,841,3597,8235,7328
2701301,10490,32942,0.24,149,530,1490,0,9301,524,1711,4483,3965
2701302,21128,33984,0.38,548,2236,4818,0,14945,2711,2222,9413,10232
2701303,10634,26090,0.29,44,483,1306,0,9360,1198,1764,3809,1553
2701401,13994,38797,0.27,432,467,1121,0,11841,1324,639,8140,6413
2701402,13496,36183,0.27,67,1821,2246,42,9830,1481,877,5300,5032
2701501,14686,38565,0.28,578,860,2853,0,11120,1892,1267,5945,6037
2701502,18039,25517,0.41,417,3249,3969,0,10657,1803,1751,7836,5689
2701503,16538,25134,0.4,347,2937,4933,0,9827,1283,706,6044,6203
2701504,17469,23644,0.42,407,3581,4872,0,9867,1727,798,6059,6847
2701505,21091,18120,0.54,634,6042,4665,0,10066,3414,1153,6159,9321
2701601,9099,34897,0.21,49,867,1069,0,8272,103,661,5621,3767
2701602,10458,38573,0.21,473,290,3944,0,6498,663,883,3747,2989
2701603,15478,28502,0.35,459,2151,7566,0,8318,1842,893,6085,4083
2701604,19692,26463,0.43,1262,1934,6249,0,12610,750,1377,8324,6122
2701605,12244,36172,0.25,157,1519,1506,0,9846,1244,699,5581,4147
2701606,14866,40043,0.27,500,1712,2654,0,11423,383,1113,7202,4460
2701607,16264,38515,0.3,628,2053,3083,0,10598,2240,1460,9051,8896
2701608,22820,20071,0.53,1305,4174,6902,0,14959,2135,1766,7357,6832
2701609,20958,27528,0.43,1284,2276,7004,0,12718,2434,1235,6693,7856
2701610,18409,32462,0.36,1038,1403,6039,0,11023,2010,856,5698,7355
2701611,18664,29573,0.39,1198,1127,6634,0,10728,2451,879,5931,7914
2701701,13870,26858,0.34,654,849,2594,0,12207,2228,1338,5695,5589
2701702,12129,29805,0.29,784,650,1645,0,11023,1817,1571,5443,4968
2701703,16517,31491,0.34,496,1600,3728,0,13247,2333,1109,6531,5926
2701704,8945,30337,0.23,856,361,391,0,8581,1165,1686,4626,3766
2701800,16345,39938,0.29,669,2013,1824,0,11655,2591,2370,7351,4959
2701900,11954,28216,0.3,1275,716,148,0,10820,1871,696,4735,3562
2702001,12055,34348,0.26,387,559,1391,0,11189,223,1640,5583,4188
2702100,20261,34840,0.37,680,185,1646,14,16905,3586,2389,9827,8086
2702200,19009,29355,0.39,1111,730,966,9,17290,2024,2205,8707,6849
2702300,16513,25192,0.4,781,704,1020,12,15112,1979,1849,7955,6177
2702400,15360,25610,0.37,655,961,750,0,14714,1045,1075,5268,4515
2702500,23059,35938,0.39,1216,783,1508,8,21559,2296,2201,9777,8068
2702600,18476,29348,0.39,958,986,518,0,17791,1386,1689,7915,5261
2702700,19086,46181,0.29,382,967,2777,0,15404,2454,1106,7981,4801
2702800,16428,24907,0.4,473,1031,912,13,15591,1930,1569,8167,5707
2800100,27132,41835,0.39,373,711,10859,0,15955,1747,3320,10541,7751
2800200,32244,25465,0.56,2176,16,8401,12,24568,1047,3356,16754,17936
2800300,24601,16622,0.6,160,0,16303,0,8779,811,1823,11058,9630
2800400,27927,27285,0.51,643,431,9945,0,18339,1136,1503,12538,11469
2800500,26706,28016,0.49,495,105,9904,0,16823,1855,1763,11948,12560
2800600,37217,33907,0.52,884,816,21169,216,16488,377,4420,14076,12729
2800700,26186,16351,0.62,554,149,17381,0,8728,265,1727,13469,11982
2800800,26609,14742,0.64,208,88,21607,0,5250,216,1457,12312,11816
2800900,19848,30241,0.4,219,244,14031,0,6396,91,2752,8646,9185
2801001,25180,22691,0.53,648,208,16417,0,8838,693,1502,9485,11032
2801101,41185,30789,0.57,815,217,34621,0,7060,808,2750,14037,14349
2801300,24718,44232,0.36,666,485,6034,0,18497,801,2657,10298,11404
2801400,21992,18222,0.55,923,138,9283,74,12553,877,2640,10781,10578
2801500,24971,17408,0.59,1545,435,13641,0,11020,1071,3262,11554,11103
2801600,38448,27599,0.58,1271,738,23231,0,15945,526,2793,20225,17927
2801700,26221,19257,0.58,221,0,11515,55,14403,1331,2691,13825,10379
2801800,34522,35502,0.49,1700,434,14884,0,21194,2487,3356,12589,15743
2801900,26350,29180,0.47,1032,128,4154,0,22921,812,4006,13628,15939
2802001,19229,21504,0.47,1279,1102,5897,98,13586,1193,4295,8542,10221
2802002,19114,21376,0.47,1272,1095,5861,98,13505,1185,4269,8491,10160
2802100,26306,30678,0.46,1738,892,7609,96,17360,3214,3157,11274,12219
2900100,18316,24167,0.43,407,48,456,0,17764,1194,1606,7816,6577
2900200,19936,24073,0.45,860,318,2249,0,18100,1063,3170,8770,10628
2900300,18260,24942,0.42,188,188,978,0,17504,131,2378,7789,7043
2900400,20811,35091,0.37,501,433,899,313,20224,658,3223,9873,8989
2900501,23992,38365,0.38,982,808,3864,0,21011,1216,2172,9188,8756
2900601,21471,36344,0.37,431,2314,3460,0,17555,1394,1364,6172,7006
2900700,21373,27990,0.43,1167,159,764,0,20759,873,2153,10291,8504
2900800,20416,34758,0.37,1124,407,1354,12,19503,849,3780,7633,8232
2900901,8993,34698,0.21,494,271,600,0,8463,1427,946,4010,4568
2900902,21417,34614,0.38,712,806,4978,0,16234,3590,1941,8230,8693
2901000,13222,30994,0.3,516,341,3134,0,10906,1455,1559,4123,3630
2901101,39517,45093,0.47,1614,1140,19024,141,18860,6930,3234,13496,13612
2901102,24485,32981,0.43,915,179,8229,0,16659,3026,3546,11230,9039
2901103,16040,38488,0.29,679,795,3602,0,13656,1281,969,6274,5647
2901104,9450,33017,0.22,294,271,2739,0,6891,927,1524,3251,3392
2901105,25679,38131,0.4,1004,967,13889,89,12160,2925,2396,9922,7268
2901200,13367,34750,0.28,972,242,770,0,13003,1050,1899,6771,6901
2901300,26116,24751,0.51,1942,95,108,0,25678,1381,3538,10812,11381
2901400,23397,21322,0.52,1037,453,223,97,22994,934,3287,12224,11219
2901500,16994,19500,0.47,921,235,1198,45,15606,670,2773,7220,7369
2901600,23987,26396,0.48,1119,751,1257,28,22505,902,3192,11053,11385
2901700,20804,29570,0.41,371,747,719,0,20139,728,2791,11887,9646
2901801,6582,39301,0.14,105,120,211,0,6321,0,1266,3768,3263
2901802,13288,44300,0.23,401,232,1090,0,12856,460,1947,5785,5872
2901803,13372,41042,0.25,833,259,1454,0,12219,672,1699,6205,7240
2901901,27152,22911,0.54,1065,623,20500,0,7134,671,3685,11865,13225
2901902,15770,33585,0.32,520,603,7907,0,8437,1261,874,6920,5175
2901903,35612,33609,0.51,1230,746,23805,0,12897,2046,3397,14367,14273
2901904,9416,35075,0.21,78,981,1801,0,7294,521,840,4924,2426
2901905,10328,32625,0.24,199,2053,2326,1,6500,335,706,3804,1801
2901906,9906,37738,0.21,115,617,989,0,9037,563,1191,5719,3241
2901907,18117,48839,0.27,546,738,2017,15,15790,1339,938,8590,6027
2901908,8362,32799,0.2,285,615,398,0,7802,975,1202,4269,2988
2902001,33779,23436,0.59,718,1323,27238,0,5911,876,3224,14522,13216
2902002,33260,50245,0.4,779,1241,11792,0,22453,2053,2368,11660,14783
2902101,13998,30112,0.32,579,326,627,0,13787,961,938,5251,3129
2902102,13934,30762,0.31,226,60,724,0,13805,764,2018,5562,6176
2902200,24055,24398,0.5,1542,666,743,0,23580,984,2925,9512,12861
2902300,23902,23703,0.5,1478,644,3494,0,21484,911,2524,9972,9188
2902400,23805,19515,0.55,1794,103,3222,85,21355,970,1993,10433,11731
2902500,24608,20223,0.55,1040,137,1588,0,23686,488,3456,11768,13971
2902600,24874,18676,0.57,2294,137,87,0,24339,445,4708,10689,12548
2902701,23297,41215,0.36,1155,1175,900,0,22648,1078,4008,12078,8860
2902702,28899,26220,0.52,1950,1326,2746,194,26389,2359,3396,8331,9603
2902703,20834,37283,0.36,519,794,709,0,20532,1407,2183,6823,6025
2902800,28428,27795,0.51,1424,517,1436,0,26939,2444,3842,15002,11365
2902900,31959,37686,0.46,2589,1111,1875,127,30446,4031,2595,14944,14527
3000100,23272,32939,0.41,3300,88,211,99,21086,597,3345,11341,7697
3000200,30326,40815,0.43,3917,459,467,0,28219,2248,5023,13178,11394
3000300,20109,29957,0.4,2273,435,497,0,19200,1522,4048,9537,8801
3000400,18044,32373,0.36,802,645,295,0,17754,1107,1739,6715,4258
3000500,26536,36952,0.42,3870,694,455,0,24049,1778,5266,11784,10799
3000600,21610,31485,0.41,2881,614,271,0,19600,1356,3446,8849,7323
3000700,22516,35076,0.39,5447,276,108,0,18731,1576,2879,11026,9463
3000800,20401,26531,0.43,2405,1036,504,0,18858,2420,3597,7605,7463
3100100,19434,23573,0.45,1826,157,80,0,18796,3625,1590,8840,6907
3100200,25658,45453,0.36,1900,299,1447,0,22124,5216,2408,13845,11381
3100300,16529,27575,0.37,294,360,1012,0,13967,3764,1566,7387,5207
3100400,17022,25366,0.4,621,630,814,103,15615,2380,1708,9446,6537
3100500,16570,30460,0.35,213,205,705,0,15760,1615,1313,7973,6465
3100600,19970,36417,0.35,586,174,498,149,19265,1723,2670,9360,7803
3100701,14367,27637,0.34,738,333,430,0,13774,1884,2423,6068,5030
3100702,17684,54723,0.24,826,568,1409,0,15258,3008,3217,5607,7850
3100801,31284,40133,0.44,1264,2411,4645,0,28125,3232,2683,9007,11663
3100802,16183,43817,0.27,274,2261,804,0,15050,1543,1009,5346,6682
3100901,21778,59361,0.27,770,1109,4411,122,18099,1685,2294,8964,8281
3100902,19761,44686,0.31,1648,1016,2894,0,16976,2226,2161,6602,6404
3100903,24027,20665,0.54,213,2500,10554,27,11664,2629,1454,8031,8042
3100904,21120,24729,0.46,939,646,1903,152,17189,7896,1157,7499,9179
3200101,20410,41597,0.33,1652,1242,466,169,15826,7774,2809,8524,6977
3200102,37317,44514,0.46,1513,4089,3252,215,26793,11386,4782,17380,11593
3200103,17447,36726,0.32,919,2190,1354,105,14536,3220,2231,7744,5179
3200200,30094,39879,0.43,4145,1249,1180,21,26120,8030,7116,15739,13718
3200300,28586,40517,0.41,1917,1148,982,0,26794,4539,5304,17266,10986
3200401,18014,33790,0.35,649,1555,4685,254,12271,6179,2474,7528,5196
3200402,26584,22520,0.54,1853,1685,7029,309,15277,12688,3550,10177,9361
3200403,35838,32731,0.52,2293,5200,12133,476,16652,17146,5006,11520,13712
3200404,21634,38872,0.36,554,1681,5771,224,15071,6602,3419,7797,6275
3200405,26599,40951,0.39,363,3315,4616,211,19474,5924,3697,13545,9006
3200406,32238,21601,0.6,1926,4059,6963,469,17621,13470,2653,13944,10494
3200407,33705,13105,0.72,3288,2790,10393,189,15688,16797,2983,12040,12088
3200408,32326,23697,0.58,1791,3120,6614,49,18762,15605,4613,13567,12193
3200409,43218,23578,0.65,1351,6252,13671,335,23432,14940,3833,15306,16757
3200410,18688,25307,0.42,595,5577,3504,239,11507,4732,2056,7675,3750
3200411,23627,31997,0.42,752,7052,4430,303,14548,5983,2599,9704,4741
3200412,28327,37554,0.43,827,6403,6602,320,16905,7099,2386,10624,7024
3200413,16377,29768,0.35,666,2631,1979,188,12004,3646,2029,7052,4525
3200414,17982,32868,0.35,736,2893,2156,207,13189,4015,2233,7746,5013
3200415,22318,48476,0.32,1199,4522,2635,266,15457,6140,2729,9245,9164
3300100,24296,41095,0.37,852,214,516,11,23979,416,3471,12890,8669
3300201,20719,35254,0.37,751,553,572,0,20465,767,3617,9914,10529
3300301,17799,42261,0.3,1052,676,593,0,17440,416,2315,8999,6493
3300401,17049,28467,0.37,1107,1286,911,0,16153,1330,2114,8272,7779
3300501,14470,26567,0.35,255,471,555,20,14147,439,2411,7323,5127
3300601,17473,30625,0.36,282,627,2206,0,15098,3228,1296,7119,6110
3300602,10775,31066,0.26,214,725,344,0,9953,1339,1470,5372,4446
3300603,12115,32691,0.27,249,910,527,0,11200,1952,1677,6436,5053
3300701,14756,47030,0.24,584,644,77,0,14193,946,2938,7672,6649
3300801,20303,63214,0.24,447,815,628,0,19503,1519,2996,10891,6480
3400101,27290,33280,0.45,761,4459,7120,0,15947,6627,2114,14466,12051
3400102,17814,28452,0.39,1244,1536,4804,0,11683,5583,1910,8806,7290
3400301,15773,26347,0.37,439,2296,4805,0,6989,7072,640,7065,4972
3400302,14554,33079,0.31,68,1431,943,70,11279,4911,486,7540,3839
3400303,20410,34860,0.37,871,5789,1649,0,10656,8078,999,9579,5471
3400304,17721,28138,0.39,370,1814,1431,0,13194,5459,1008,8120,4320
3400305,10227,34743,0.23,76,2115,1125,0,6772,2812,559,5799,3038
3400306,6594,31472,0.17,210,677,166,0,5499,787,439,4697,2133
3400307,11763,28702,0.29,190,2871,1539,0,7464,4859,553,6396,4126
3400308,5629,32056,0.15,43,859,343,0,4824,405,630,3486,1477
3400501,27933,18160,0.61,374,1201,4352,64,19704,18099,1731,12006,9328
3400502,13293,26737,0.33,413,1690,1585,0,9791,3726,991,5662,3862
3400503,40223,11540,0.78,871,1695,12407,73,13374,26631,483,15611,9165
3400504,9968,30041,0.25,324,1270,464,440,8774,2222,667,5280,2885
3400601,24973,46142,0.35,1062,6287,5293,0,11597,10656,822,9704,4737
3400602,28495,19276,0.6,267,3283,12735,0,11520,10174,1554,11806,7110
3400603,22796,37875,0.38,580,1211,4970,0,12632,16642,400,7430,5797
3400604,29940,30061,0.5,862,2313,2415,0,19242,22313,342,14951,9071
3400605,23305,29084,0.44,651,2012,3214,0,16628,11435,924,8849,6284
3400800,9958,41120,0.19,310,567,932,0,8698,1104,782,7058,3808
3400901,15489,38790,0.29,109,1473,1908,0,12284,3191,889,9255,6279
3400902,11334,32239,0.26,106,2960,3165,0,5265,1490,330,3857,2578
3400903,12834,27048,0.32,44,3370,2420,0,6125,3030,680,6828,4940
3400904,11583,29310,0.28,0,4163,1879,0,5477,2994,662,5310,2579
3400905,13676,26431,0.34,715,3856,1378,0,7735,3870,1339,7888,5667
3400906,23511,27415,0.46,1647,3942,2977,0,10920,9356,992,9371,8069
3400907,19737,19153,0.51,526,1243,3827,0,10099,10763,1164,8800,6259
3401001,6572,34972,0.16,184,819,933,0,5231,933,660,3799,2329
3401002,8615,35418,0.2,75,1649,2575,0,3510,1258,640,5133,3950
3401003,13709,31882,0.3,576,1682,1171,0,8448,5109,714,6437,3687
3401101,13196,31007,0.3,517,641,3206,0,9910,1320,866,7532,4607
3401102,11640,28671,0.29,75,1044,974,0,9737,1017,1315,7250,5701
3401103,16619,29503,0.36,1077,812,3429,0,11682,4125,791,7423,5160
3401104,11022,32255,0.25,173,476,1430,0,9136,2210,1173,6363,3487
3401105,9610,29366,0.25,277,777,849,0,7989,1979,631,5525,3710
3401106,7950,29266,0.21,234,498,881,0,6738,1185,943,4278,3130
3401201,15489,37085,0.29,184,578,394,0,14638,1020,1875,8876,5950
3401202,22136,40961,0.35,458,471,2410,10,19377,3782,2679,11902,8890
3401203,20590,16669,0.55,81,174,1116,44,18954,1974,1447,7190,6159
3401204,18381,29898,0.38,114,1432,865,0,16275,1844,2925,11252,7414
3401205,12352,27244,0.31,455,350,510,6,10699,2446,1115,5565,4791
3401401,20132,29386,0.41,457,2071,2543,0,12523,8822,1059,8784,6221
3401402,19323,19806,0.49,511,485,16081,0,1669,3207,994,8446,7511
3401403,8624,33433,0.21,307,339,1406,0,6920,684,486,5093,3108
3401404,7467,30036,0.2,213,856,1960,0,4205,1770,709,3782,2584
3401405,19027,19640,0.49,505,485,15775,0,1689,3176,980,8323,7391
3401406,37313,19215,0.66,425,633,8977,0,12711,23016,1095,11838,13591
3401407,42275,15899,0.73,829,1822,34147,0,4802,8610,2214,14931,15682
3401501,13190,37015,0.26,191,1041,453,0,10149,4886,1892,7338,4204
3401502,11745,38599,0.23,185,537,1414,0,9259,2387,980,6323,2384
3401503,10414,32218,0.24,173,2628,711,0,7689,1234,813,6886,3295
3401504,8440,41275,0.17,68,582,512,0,7455,1500,992,5409,2208
3401600,15573,43141,0.27,596,269,580,0,14914,2553,1237,7866,6150
3401700,16480,29730,0.36,933,173,3113,0,14513,3977,1573,7456,6347
3401901,14353,22847,0.39,10,568,4953,0,5946,5715,423,7904,4831
3401902,6907,28303,0.2,162,727,861,0,4933,1256,436,4468,2442
3401903,11521,26463,0.3,380,536,3603,0,4410,4426,460,5373,3552
3401904,15876,28883,0.35,541,886,6257,0,9023,4322,1056,7870,5731
3401905,29877,16409,0.65,996,394,6134,0,10021,21469,596,9268,8930
3402001,22228,41474,0.35,688,1624,7096,19,13732,3279,2583,9672,8682
3402002,14718,49953,0.23,309,1132,1852,0,11253,1334,1834,8405,5499
3402003,14368,33051,0.3,630,1043,4541,78,9962,2267,2113,7537,5809
3402101,29116,15755,0.65,1255,930,11519,62,7841,15180,1348,11179,13371
3402102,15571,29908,0.34,244,456,3439,0,10245,3018,1551,7585,5858
3402103,26583,39446,0.4,629,2335,7576,1,18172,4176,2299,12309,10024
3402104,13499,31491,0.3,96,1891,2080,0,9647,1869,1195,7129,5624
3402201,18377,33831,0.35,443,1037,4000,0,13825,2783,2454,9756,9148
3402202,19476,40641,0.32,370,906,3720,0,15371,2293,1380,9265,8368
3402301,26572,20816,0.56,236,469,13658,0,8651,9788,1713,11870,9397
3402302,9757,30454,0.24,285,2585,1697,0,6291,1941,175,4457,3305
3402303,16965,39453,0.3,611,1849,2992,0,13086,3805,1364,8910,5984
3402401,21609,18315,0.54,1102,568,6226,0,14899,8331,2878,8839,9077
3402501,18070,20834,0.46,639,373,4587,0,12248,5740,850,6912,7498
3402601,18287,36039,0.34,451,175,2078,0,15825,2915,1637,8474,7372
3500100,27704,9164,0.75,22937,230,466,0,6242,5546,3062,11298,11559
3500200,20320,14076,0.59,6322,360,111,0,11615,6888,1841,7594,8146
3500300,26037,26411,0.5,3200,454,592,0,16166,16079,3499,15073,10183
3500400,40235,24485,0.62,3680,309,2469,0,33342,21756,8086,15643,19914
3500500,25942,39123,0.4,2625,832,1000,0,20042,15504,2755,11957,8092
3500600,24464,32061,0.43,5950,1039,2637,0,18332,13174,3881,9999,10153
