puma22,Num Eligible,Num Ineligible,Percentage Eligible,American Indian and Alaska Native Eligible,Asian Eligible,Black or African American Eligible,Native Hawaiian Eligible,White Eligible,Hispanic or Latino Eligible,Veteran Eligible,Elderly Eligible,DIS Eligible
4804619,19078,15242,0.56,468,1452,3857,61,11227,12592,1295,6363,5703
4804620,19453,25661,0.43,47,3951,3107,0,9986,8412,2039,7372,7540
4804621,11572,32239,0.26,311,1521,2009,0,7591,4455,1631,4798,2116
4804622,15560,21067,0.42,996,553,2503,0,12648,8373,1006,5304,5781
4804623,19988,20017,0.5,246,852,3884,0,12464,12345,1874,6908,7606
4804624,11159,33201,0.25,266,916,2907,218,7976,1748,1954,3408,2877
4804625,19246,29065,0.4,1019,852,6529,0,8155,9423,1451,5982,6764
4804626,25971,20816,0.56,890,1714,12851,127,11735,11971,666,4861,7726
4804627,19642,32141,0.38,489,421,8082,0,11309,8299,1846,4996,7728
4804628,18452,21236,0.46,621,2195,7190,0,9919,8971,1197,6048,6448
4804629,22014,26346,0.46,119,1780,9237,0,12582,7847,2062,7003,7016
4804630,14768,42212,0.26,251,1761,5670,0,10355,3636,2248,6970,5990
4804631,14961,31213,0.32,626,2251,3460,0,8975,5534,943,4873,4700
4804633,14638,22486,0.39,1598,2070,3518,0,7275,7151,2428,5091,3952
4804634,15477,24145,0.39,115,1274,3837,0,8424,8589,2208,3928,4352
4804635,17247,27361,0.39,382,1622,5603,0,11209,5521,1774,6945,5719
4804636,18921,31091,0.38,736,1988,5953,0,10351,7189,1627,4771,4385
4804637,29415,26409,0.53,1410,4968,12641,0,11223,9262,1310,9260,8996
4804638,23840,9395,0.72,159,6000,10250,1,4953,7537,759,8265,7694
4804639,12683,24618,0.34,903,2170,2103,0,6083,6611,1627,4140,3446
4804640,13183,25592,0.34,939,2256,2186,0,6323,6872,1691,4303,3582
4804701,37618,40233,0.48,1896,1100,12556,281,25276,14554,4014,14512,13090
4804702,18449,47967,0.28,624,2024,2064,154,14286,5563,2904,6922,6851
4804801,8755,40344,0.18,497,1375,1009,0,6519,3281,658,5789,2777
4804802,17499,27867,0.39,832,405,2595,89,13681,8562,3574,6675,7179
4804803,15048,22080,0.41,320,305,2526,0,10503,6230,1477,4825,6141
4804901,14301,26614,0.35,233,1223,8435,0,3700,3293,681,7728,3323
4804902,15224,30228,0.33,975,4728,3038,180,7635,3832,1597,8248,5025
4804903,17945,27009,0.4,442,3415,3600,9,9193,9129,2361,9280,6636
4804904,23240,34509,0.4,981,6055,7560,0,7260,6885,1323,9440,5001
4804906,16282,37169,0.3,174,1635,4162,0,8683,7386,1613,5997,4561
4804907,12263,28100,0.3,118,1192,3195,0,6535,5539,1208,4548,3438
4805000,32505,38159,0.46,823,199,6959,205,21692,13434,3977,17278,13192
4805100,27839,41352,0.4,2382,510,4760,0,20364,10350,5042,13542,12865
4805201,17665,42744,0.29,955,192,1762,0,14199,7367,2735,8487,6072
4805202,12590,39332,0.24,529,1477,2581,216,8531,4182,1860,4537,4908
4805203,13087,46867,0.22,1164,1848,2262,2,8978,3382,1645,4172,3680
4805204,17548,53829,0.25,567,2301,2656,2,13480,5494,3044,6237,7372
4805301,20285,49763,0.29,1615,1951,3521,1,12594,10415,2217,7440,6379
4805302,18741,36951,0.34,729,2444,5851,38,9727,9799,796,3101,2966
4805303,26769,40220,0.4,67,1667,7203,0,15179,13340,2786,6697,7315
4805304,25112,36614,0.41,866,1437,1565,0,19450,13139,1277,5772,8321
4805305,5660,40864,0.12,147,718,542,0,4998,1861,661,2201,1378
4805306,21102,52948,0.28,283,3308,2273,0,16008,5545,735,4380,4068
4805307,19510,52904,0.27,1206,1271,1027,38,15995,8241,965,6863,6759
4805308,10460,41601,0.2,382,960,805,0,8726,3600,886,4228,1700
4805309,17708,49138,0.26,791,1671,1477,2,14121,7942,1460,8215,5530
4805401,18065,22839,0.44,1253,604,1895,103,15757,9225,1921,5432,6429
4805402,23265,29449,0.44,1616,775,2451,132,20269,11857,2487,7026,8296
4805500,27222,30009,0.48,1296,257,2129,0,22950,16431,3535,14033,10743
4805600,21727,23274,0.48,733,173,2234,0,18443,12302,3528,8070,8546
4805700,22799,38654,0.37,446,1117,3132,0,18921,11311,4318,9279,9724
4805800,18772,48619,0.28,559,517,1549,0,17517,6310,3012,9746,8453
4805901,26214,11196,0.7,1329,55,1824,2,20649,23475,2727,9836,11125
4805902,17864,26611,0.4,1128,397,3431,99,12756,11619,1848,6097,6536
4805903,28324,16143,0.64,1600,407,3518,0,18644,22989,4134,10704,13776
4805904,25722,16101,0.62,1253,247,1518,5,21382,21940,2274,10364,10679
4805905,26984,8547,0.76,1205,259,1765,108,22443,24604,2872,10437,12391
4805906,25775,11781,0.69,1149,59,866,0,17801,22834,2117,9754,12883
4805907,26547,24113,0.52,2263,303,3355,0,19159,20016,6252,8748,11955
4805908,20911,26024,0.45,404,549,3163,99,15647,16141,3648,4964,7593
4805909,17572,21942,0.44,895,1200,1565,93,14537,14471,2211,5530,6511
4805910,23716,28283,0.46,1121,2227,4769,98,17802,14071,3385,5335,7167
4805911,16939,39296,0.3,530,796,2549,195,13161,9279,3008,5521,8091
4805912,12971,29123,0.31,702,817,1794,68,10188,6208,2632,5002,4289
4805913,23696,23734,0.5,896,1638,6666,0,14550,12848,4551,7602,10110
4805914,16219,50470,0.24,394,1823,2079,0,12942,9671,5165,4285,7048
4805915,14051,40202,0.26,1450,1614,2052,0,12142,6725,2458,5003,6097
4805916,12993,32730,0.28,449,1006,3306,0,8687,7763,2887,4125,5642
4806000,19817,37373,0.35,1267,117,260,0,17770,6279,1968,9766,7547
4806100,21634,25612,0.46,491,262,326,108,19364,13626,4429,10886,9553
4806301,27381,11199,0.71,165,30,33,0,24367,26988,897,12148,12093
4806302,21672,18478,0.54,0,382,0,0,19751,20855,1347,8120,7303
4806500,23493,23931,0.5,807,426,549,259,20821,15400,3329,10403,10100
4806601,16578,23566,0.41,429,241,999,0,15496,12098,2213,6003,6418
4806603,16251,27203,0.37,40,321,882,0,14564,11132,1652,6410,5261
4806604,25979,18041,0.59,126,386,1020,0,23713,22826,2190,11489,9688
4806701,22731,14519,0.61,1,137,2,0,19817,21789,782,9348,6768
4806702,31189,20959,0.6,36,909,437,0,27769,27033,2788,12979,13724
4806703,31682,14655,0.68,445,36,187,0,28669,30725,1340,13980,10087
4806801,23335,9148,0.72,420,0,347,0,20512,21223,1289,9305,9698
4806802,22645,10418,0.68,105,0,271,0,20750,21822,461,8484,8018
4806803,28684,11881,0.71,162,66,338,221,24859,27003,1889,9516,11270
4806804,30024,16612,0.64,504,873,1901,80,27738,28129,1633,9166,9544
4806805,25112,22698,0.53,145,238,261,0,19469,23756,1126,9967,8890
4806806,24295,14872,0.62,596,467,303,0,21409,22966,1315,8940,9760
4806807,22901,5973,0.79,63,68,210,0,20947,21859,774,8596,8852
4807200,20964,22037,0.49,599,271,1554,0,16747,11050,1901,9664,7534
4807300,18367,18686,0.5,812,112,1056,0,15239,12544,1874,8545,5740
4807401,22396,23740,0.49,866,1858,4581,0,16942,6627,1382,5588,4589
4807402,19426,20592,0.49,751,1612,3974,0,14696,5749,1198,4848,3980
4807500,30039,18730,0.62,1127,172,429,0,24891,26813,3548,14415,15122
4807600,23247,9749,0.7,215,18,68,0,21278,22003,1099,9854,10604
4807700,22683,14307,0.61,429,149,324,0,21303,19379,966,7949,7233
4903000,12908,29966,0.3,123,389,184,50,12689,3102,1427,5204,5854
4905000,19960,42081,0.32,440,1260,291,0,18697,2361,1656,5689,6539
4911002,8455,32173,0.21,330,738,562,0,8133,1087,1611,3451,3611
4911003,9255,22613,0.29,390,406,488,65,8615,2077,1527,3286,3024
4911004,11987,29295,0.29,504,527,633,84,11157,2689,1977,4257,3918
4913000,23741,30909,0.43,3931,696,479,0,19564,3506,1804,8485,10072
4921000,21087,31163,0.4,716,671,1095,81,19433,3010,2446,8307,6439
4935008,11139,28836,0.28,392,661,230,0,10730,1276,1359,3913,4516
4935009,7189,29364,0.2,124,886,1,0,6078,1131,221,2996,2745
4935011,15279,25668,0.37,864,1560,807,0,12394,4758,1223,4812,5745
4935012,15986,31050,0.34,619,1686,814,77,14048,2770,1039,4272,6433
4935013,17211,26195,0.4,958,957,1045,92,11753,6989,1581,6759,6189
4935014,16096,24635,0.4,933,923,984,76,11109,6574,1455,6235,5779
4935015,22292,45671,0.33,1711,1108,1787,561,18676,4963,1638,7834,9031
4935016,10956,30763,0.26,639,1047,589,0,9608,3444,916,4015,4295
4935017,16205,45792,0.26,916,1541,863,0,14233,5046,1372,5974,6325
4949001,13094,35233,0.27,463,299,243,0,12166,2145,780,2984,3201
4949002,20314,41539,0.33,641,804,269,260,18421,4457,1565,6054,6108
4949003,17255,15709,0.52,746,1987,802,141,16176,3092,616,2633,5417
4949004,11548,39529,0.23,483,498,251,1,10918,1427,797,3298,4563
4953000,24600,43652,0.36,1113,1056,801,0,23335,3526,4383,10204,8500
4957001,17172,33415,0.34,1270,750,132,90,15344,4109,2988,6239,6995
4957002,17596,24925,0.41,1128,542,1129,1,15472,3786,1564,6281,6296
5000100,27537,35786,0.43,1829,1134,930,0,26894,1180,2166,12043,11239
5000200,23572,30363,0.44,1258,666,264,8,23298,671,1850,10776,10076
5000201,5,6,0.45,0,0,0,0,5,0,1,2,2
5000300,29260,40291,0.42,1120,1743,2291,0,27770,1517,2244,11759,9240
5000400,36086,47261,0.43,912,874,488,30,35541,743,2914,16627,14333
5000501,2,3,0.4,0,0,0,0,2,0,0,1,1
5101301,6978,46795,0.13,234,1480,1349,0,4267,1246,312,2371,1184
5101302,12177,42661,0.22,78,2431,3354,0,5939,2770,666,3927,2634
5101500,29496,37906,0.44,1546,404,2333,0,27564,1655,5190,14722,12546
5101900,20064,33806,0.37,431,530,3993,5,16647,1134,3095,8436,6178
5104101,16268,27449,0.37,525,508,5969,0,7808,3247,2346,7940,5203
5104102,14207,31752,0.31,451,492,4823,0,8664,2304,2491,6654,6158
5104103,10454,35187,0.23,423,551,2922,0,7296,495,1845,4749,3763
5105901,9769,31846,0.23,207,4845,1042,0,4728,2428,960,3887,2146
5105902,11897,52576,0.18,123,3058,3114,0,5657,2976,901,4273,3114
5105904,8553,38572,0.18,872,2220,1451,0,5888,1146,803,4145,2609
5105905,5320,30531,0.15,68,1425,896,275,3072,1238,1091,2550,1867
5105906,7527,32008,0.19,530,1959,2096,2,3893,1815,1096,3410,2786
5105907,18533,32868,0.36,431,4240,3842,0,8175,7186,2295,7518,4171
5105908,11231,36126,0.24,994,1462,4335,0,5361,3511,2071,5056,3823
5106100,20861,48084,0.3,1708,1253,4116,1,17117,3513,3190,10448,7661
5106900,17629,34381,0.34,376,434,2406,0,14667,2972,1763,7174,5960
5107300,30075,42552,0.41,1257,310,9963,0,20932,2548,4956,16782,13721
5108300,35464,32749,0.52,906,119,15387,104,21506,1099,4732,20183,16460
5108501,9979,29292,0.25,285,208,2856,0,7370,626,1586,5236,4276
5108701,26225,34797,0.43,754,754,16173,0,10243,1453,2539,12194,11266
5108702,19639,56343,0.26,379,2343,4627,0,13265,2009,1478,8801,6282
5109500,15933,50120,0.24,428,1484,4346,0,11601,1138,5048,7685,5972
5110701,10508,32114,0.25,258,2541,1617,0,6677,3076,958,4588,2925
5110702,7287,43421,0.14,18,2357,1426,0,3989,1303,797,3200,3402
5110703,7031,43016,0.14,149,741,1705,0,5481,1666,1076,3121,3518
5110901,15213,33849,0.31,165,390,3745,0,11312,853,1680,7153,5290
5112100,28752,44910,0.39,556,2301,1349,0,27307,1946,1908,9583,9849
5114300,41658,36141,0.54,1647,189,15036,0,28334,1158,5495,21485,18717
5114501,10952,32103,0.25,308,238,3096,0,8107,691,1725,5732,4665
5114900,33919,31616,0.52,1161,1139,18926,0,16551,2029,4557,14880,14930
5115301,9995,32177,0.24,318,2305,1485,432,7395,3300,3035,5228,2935
5115302,17154,36935,0.32,1008,2959,6312,333,9442,5737,3500,7150,5241
5115303,10813,23245,0.32,636,1863,3986,209,5945,3617,2203,4504,3304
5116101,30946,54482,0.36,582,187,2893,0,28769,1629,4444,16991,12689
5116500,19682,30916,0.39,849,1038,3111,0,17469,3597,1908,6900,6664
5117100,17369,25085,0.41,838,691,1162,0,16295,1855,2377,7978,6664
5117700,23195,50219,0.32,774,1383,8141,14,14761,2782,4880,10191,7469
5117900,15706,46616,0.25,736,1578,4411,95,9462,4906,4922,5965,4483
5118500,41852,29705,0.58,324,84,585,0,41515,730,3215,20527,23617
5119100,42091,36432,0.54,1060,445,1691,51,40534,1724,5195,20745,19374
5151000,18441,53926,0.25,473,2160,7926,0,8932,4328,1982,5921,4738
5154001,18593,35446,0.34,547,2022,4856,0,13190,1864,1665,6562,6474
5155001,17802,26739,0.4,572,277,10070,0,8403,2253,5296,5977,7810
5155002,10817,33372,0.24,861,878,3812,277,7124,896,4116,5210,4864
5160001,9912,43438,0.19,129,3097,1427,67,6111,1740,1131,4393,2773
5161001,6844,37124,0.16,276,2020,765,0,4470,1036,406,4555,1828
5165000,26587,31038,0.46,1626,822,17515,0,10575,2041,8110,11539,9241
5168000,21518,28430,0.43,704,1301,7157,280,15144,1586,2894,8099,6830
5168701,15366,27528,0.36,892,2570,2677,143,10286,6369,1211,5250,4234
5170000,35981,43196,0.45,487,2013,23012,0,12061,3260,7388,12031,11954
5171001,18693,23010,0.45,565,1144,11551,0,7433,2177,4674,6846,7531
5171002,24519,29699,0.45,840,1398,15363,23,9400,2660,5876,8918,9874
5174001,22343,25144,0.47,1251,670,14950,130,7002,1499,4215,7760,9064
5176001,23927,27634,0.46,224,1060,15393,0,8505,1540,2221,8786,8776
5176002,22796,26548,0.46,224,1004,14549,0,8155,1527,2139,8424,8341
5177001,27527,27716,0.5,414,609,10209,0,17908,1437,3862,11892,10045
5180000,23200,39903,0.37,1164,525,12620,0,11766,1686,6471,9995,8959
5181001,18396,44666,0.29,286,1885,6437,0,11398,2446,4424,7916,7054
5181002,23814,47540,0.33,561,3523,9541,0,12928,2946,5360,8109,6962
5181003,13162,35336,0.27,526,1372,2721,0,10371,2246,3767,5242,5521
5320501,16080,22386,0.42,956,837,297,78,13213,5653,2440,7793,7734
5320502,18901,26346,0.42,733,536,1168,0,16085,5547,1732,8281,9540
5320503,19335,26069,0.43,977,1433,1363,103,14397,10358,1541,6129,7226
5320700,23447,24146,0.49,1692,195,141,0,17702,9189,2748,9403,10529
5320900,22274,28937,0.43,3019,472,720,79,20668,2165,4413,12292,9722
5321101,18393,28164,0.4,1234,837,588,0,17932,3102,1733,7065,5757
5321102,14785,29095,0.34,835,1091,503,64,13279,2693,1698,5352,5353
5321103,25137,28080,0.47,1677,1939,1666,608,22763,4565,4023,10660,12116
5321104,18531,31639,0.37,1039,953,1288,1,16302,3422,1415,5662,6630
5321500,26316,29686,0.47,2005,976,842,249,24820,4011,5294,12172,13158
5322500,30246,25091,0.55,2621,618,760,0,24416,12480,3489,9401,11270
5322700,27287,28095,0.49,2521,821,812,135,25566,3656,6398,14380,12874
5322900,17150,25997,0.4,1288,1467,528,15,15106,3265,3163,8367,6648
5323301,13558,38292,0.26,733,3508,1583,240,10516,1476,1406,5937,3505
5323302,7591,35717,0.18,1205,845,861,0,7089,1089,843,4447,2258
5323303,15358,50682,0.23,454,3164,753,1,12829,1840,1024,6178,3043
5323304,16142,46142,0.26,460,5693,1774,0,10116,1777,796,6572,5274
5323305,10660,48050,0.18,207,3183,1015,106,6752,480,1205,5489,3232
5323306,12112,33912,0.26,913,1456,744,0,10789,1778,1492,5764,4112
5323307,19607,24740,0.44,1685,2983,1508,455,13443,4677,3144,8565,8920
5323308,22416,26917,0.45,2316,3678,6884,190,12517,4976,2561,6562,7346
5323309,20020,25692,0.44,518,4146,4588,109,9404,4635,706,7371,6302
5323310,22022,33956,0.39,1930,6845,6076,275,10720,5154,1167,7127,6673
5323311,21394,28085,0.43,1441,5966,3808,245,10062,4897,2392,9362,7817
5323312,13843,30802,0.31,815,3556,3688,80,7170,1804,1503,5867,4452
5323313,14191,31122,0.31,994,3322,3545,33,8567,1617,1040,5212,4612
5323314,15907,36303,0.3,975,3334,2987,20,11051,1836,719,4594,4779
5323315,17137,42184,0.29,575,3312,1647,59,13007,2386,579,3609,4323
5323316,14256,38741,0.27,862,2733,1101,58,11772,1727,412,4709,4166
5323317,15645,33257,0.32,810,4167,2264,18,11775,2092,560,4781,4512
5323318,14730,33747,0.3,835,3665,1870,28,11442,1898,496,4773,4323
5323501,15037,34675,0.3,846,1622,803,166,14054,922,3154,8375,5937
5323502,21642,35167,0.38,2189,2388,2691,157,18542,3516,5577,9004,9556
5324100,22227,25696,0.46,2536,1196,777,63,20824,2875,3350,11615,11030
5325301,19044,28548,0.4,1723,2980,3934,218,14570,3034,2861,7174,7132
5325302,18257,21013,0.46,1633,3100,4173,157,13078,3830,3366,6599,6762
5325303,14002,25661,0.35,763,1668,1859,247,11846,1417,1812,6005,4820
5325304,13208,31213,0.3,1313,1581,1152,73,12302,2732,3604,4816,6113
5325305,17921,32834,0.35,2301,3033,2978,535,15632,3706,3631,6450,8219
5325306,17923,19476,0.48,1461,2519,3503,203,12550,4622,4601,6812,6297
5325307,15941,27091,0.37,1574,2066,3240,159,12467,1945,5118,6183,6332
5325308,14303,30943,0.32,1525,1383,2201,244,11820,1541,3713,5901,5587
5325701,21231,32178,0.4,1595,1815,654,18,18700,4045,3914,10357,8231
5326101,20905,34957,0.37,2068,2511,1480,0,18744,3142,3215,9462,11281
5326102,14003,37597,0.27,1074,1239,1258,0,12601,3558,2214,5925,5203
5326103,10915,40780,0.21,102,1418,436,0,8582,2137,918,5625,3559
5326104,14711,35457,0.29,375,3472,649,0,10726,2607,1660,7045,5644
5326105,14315,27421,0.34,809,3401,2411,0,9553,1797,1604,4571,4631
5326106,21730,39538,0.35,826,3223,2276,0,16799,3761,2089,8945,8398
5326301,15817,27456,0.37,1282,832,1136,128,15401,880,2834,5710,6729
5326302,28501,33699,0.46,2294,1668,970,0,26948,4293,4572,10546,12215
5326303,25957,32999,0.44,2847,1313,1773,46,24434,2874,4041,9021,11793
5326304,26858,26624,0.5,1420,1468,1619,352,24809,2423,5130,10985,11169
5326500,22026,21196,0.51,4067,516,326,24,19217,3261,3506,11137,8713
5326701,14875,25520,0.37,923,1273,1464,0,12850,2031,4804,6240,6635
5326702,27679,49183,0.36,637,5014,3353,361,23743,4735,4836,10155,9604
5327301,18239,27724,0.4,1917,1705,514,41,16978,2749,1922,6526,6557
5327302,18370,27924,0.4,1932,1718,519,42,17100,2769,1935,6571,6603
5327500,18478,21987,0.46,615,2261,437,19,15470,3859,1972,6628,6982
5327701,23117,13863,0.63,2577,681,615,456,18400,15563,2144,8263,8248
5327702,27710,22358,0.55,1749,1189,1215,87,21360,11993,2930,11363,10764
5400100,27052,25995,0.51,952,304,1215,354,26595,1195,2151,12332,11383
5400200,27259,28125,0.49,805,162,1528,252,27203,870,2966,11710,11676
5400300,33341,45314,0.42,2034,1357,2317,0,32425,595,3371,11064,12109
5400400,28471,42732,0.4,1643,564,2613,0,26413,1567,3516,12445,13140
5400500,18695,22883,0.45,725,387,1138,0,17825,859,2547,8523,8462
5400600,32465,33927,0.49,1024,853,1185,0,31850,957,4189,14741,14064
5400700,20734,18131,0.53,556,109,1018,0,20467,483,2847,9936,9098
5400800,39437,33662,0.54,1276,171,2280,34,38441,1115,4249,16870,17239
5400900,36384,40340,0.47,331,1171,6355,0,33039,932,5024,15732,14723
5401000,25679,21117,0.55,1584,167,3064,0,23209,219,2765,13004,13601
5401100,29257,24681,0.54,1557,115,2064,0,27749,412,3816,15381,14652
5401200,41690,24818,0.63,1407,115,2412,11,40460,998,4748,20375,22842
5419100,12,10,0.55,1,0,1,0,11,0,1,6,6
5500100,34446,47282,0.42,3963,246,321,0,33562,1067,4311,18245,13574
5500200,20522,33894,0.38,1901,0,235,0,19796,559,2341,10926,8304
5500300,22453,34694,0.39,1156,634,235,0,21379,1232,2568,11980,8509
5500400,21928,55143,0.28,1631,1014,1556,0,20109,1577,1445,10039,7584
5500501,20774,26672,0.44,2089,397,1426,0,18280,6131,2619,8255,8205
5500502,18657,44153,0.3,948,1017,1252,0,16545,2193,1893,8528,5801
5500600,20270,37492,0.35,576,412,674,578,19345,580,2355,10046,8086
5500700,16015,33401,0.32,157,1241,932,0,14349,2046,1123,6872,4894
5500800,19433,44419,0.3,386,1215,178,0,17610,2115,1935,7739,6099
5500900,28624,44170,0.39,1740,1364,2074,0,25809,1708,4221,10605,10912
5501000,19379,26507,0.42,1454,323,365,0,17813,1615,1836,9815,8283
5501100,27653,43915,0.39,981,637,490,0,26096,2332,3908,12287,11237
5501200,18981,38674,0.33,697,1120,452,0,17327,925,1782,8000,7858
5501300,26339,37282,0.41,1717,549,708,0,25485,1313,3349,13053,11082
5501400,22411,34489,0.39,918,2016,964,0,21088,1103,2464,8268,5936
5501500,18274,36254,0.34,939,197,664,0,18108,1200,1211,7621,7879
5501600,16123,28313,0.36,576,283,354,13,15914,790,2139,7600,5890
5501700,19562,30718,0.39,173,982,925,0,18418,1294,1825,8458,7101
5501800,17553,30079,0.37,626,333,366,11,17131,1017,2367,8153,6595
5501900,21123,38187,0.36,257,572,470,0,20769,623,2473,10107,8164
5502000,17909,33560,0.35,373,1,928,0,17041,1663,2231,7244,6320
5502101,23389,24995,0.48,458,3965,3880,234,17997,2265,322,4206,4844
5502102,17193,38785,0.31,353,1824,2940,85,14152,1997,991,4964,4092
5502103,11126,35948,0.24,319,1021,1925,43,9248,1497,680,3499,2907
5502104,11742,30169,0.28,163,632,2048,8,10231,1396,1174,4433,2916
5502105,14005,36444,0.28,204,779,2438,12,12176,1676,1372,5244,3491
5502200,24479,43384,0.36,298,363,3122,0,22359,3772,1780,9940,9307
5502300,24686,46655,0.35,227,800,1526,0,23983,1406,2863,11739,8525
5502400,14831,28237,0.34,146,0,688,0,13924,2619,1573,7533,5209
5502501,10299,35944,0.22,150,182,678,0,9471,1120,1827,4778,3616
5502502,13968,39316,0.26,67,0,1469,0,13130,2441,608,5732,4894
5502503,14239,53303,0.21,169,542,525,0,13558,351,1340,9151,4395
5502600,24489,68291,0.26,1312,1519,479,0,24100,1956,2955,13425,7542
5502801,26487,15011,0.64,470,1516,20442,0,4510,1188,1316,7407,9330
5502802,19231,36380,0.35,1735,1095,4750,0,15022,1506,2025,7645,6082
5502803,29003,11331,0.72,972,1409,21168,0,7181,2642,1365,8416,10848
5502804,26108,15451,0.63,361,683,22276,0,5377,927,1586,8952,9258
5502805,25144,11554,0.69,486,404,5040,0,15484,16368,457,8342,8663
5502806,18543,28504,0.39,207,1643,2241,0,13275,6633,1029,6915,7023
5502807,22496,53461,0.3,1419,1127,3085,0,19029,4039,3464,10674,10982
5502808,17088,33641,0.34,356,275,1908,0,16224,1103,2082,9510,6335
5502900,30510,48581,0.39,745,440,7518,0,22996,8154,1403,12761,11730
5503000,24564,43247,0.36,1521,845,2529,0,21460,5694,2394,9630,7949
5600100,14217,33659,0.3,680,188,96,87,13685,1732,1623,5040,4654
5600200,12486,29068,0.3,987,8,222,102,12138,988,795,5164,3179
5600300,17425,27533,0.39,522,1264,1126,0,16186,3158,2214,5665,6993
5600400,21418,40617,0.35,1297,887,1089,166,20396,3504,3250,7986,10765
5600500,19077,27259,0.41,2652,0,903,0,16800,3612,2758,7463,8231
7200100,43977,6993,0.86,8328,111,10414,0,38293,43872,1537,24460,20107
7200200,36550,5428,0.87,2334,31,3369,0,13678,36413,1044,19560,15818
7200300,30423,5023,0.86,525,0,1969,0,24392,30326,1240,18347,14929
7200400,31836,4445,0.88,481,0,1704,0,26829,31814,1019,19020,14328
7200500,41409,8290,0.83,375,0,3765,0,35330,41282,1033,23690,20309
7200600,34856,4762,0.88,340,0,9996,0,26356,34856,994,19782,17174
7200700,34742,4671,0.88,593,0,9414,0,19037,34675,949,19032,15725
7200800,48511,8187,0.86,214,82,3414,0,12386,48318,2022,27803,12741
7200900,35689,9979,0.78,125,195,7386,0,20086,35525,1403,19893,14813
7201000,43601,15601,0.74,436,579,10014,0,21842,43597,2979,23063,18204
7201101,44771,18828,0.7,272,0,8253,0,22045,43318,1928,20749,15926
7201102,50386,21880,0.7,1035,34,11070,0,27358,50041,2073,26152,20601
7201200,23144,18325,0.56,109,0,4518,0,15274,23144,1003,13772,8632
7201300,50039,16346,0.75,113,147,5533,0,29205,49909,2426,27067,21353
7201400,29722,11167,0.73,395,161,4863,0,14910,29355,1300,14971,13383
7201500,33683,6958,0.83,415,0,6216,0,24573,33583,1118,18292,15604
7201600,33245,6736,0.83,164,82,3470,0,25378,33154,736,17671,14438
7201700,47240,7826,0.86,331,1408,3738,0,33480,47148,2207,25145,17807
7201800,41589,5782,0.88,743,0,2622,0,35908,41527,1493,23811,17852
7201900,53863,7921,0.87,3854,65,6664,0,43640,53724,1488,29781,23873
7202000,48802,10316,0.83,604,0,13529,0,30167,48727,1768,26766,27371
7202100,38290,9296,0.8,601,260,7608,0,26507,37860,1460,19493,17488
7202200,28824,8761,0.77,41,193,6734,0,13114,28728,1057,15284,12672
7202300,28900,8374,0.78,110,256,4370,0,8668,28822,889,14680,13600
